 	non	mi	aspetti	non	vengo	</S>
m	0.0784295	0.91972625	0.0015352236	7.118013e-05	0.00013134914	0.000106622865
ì	0.004092507	0.0005915395	0.9428251	0.00024324554	0.052203808	4.3891912e-05
m	0.013801718	0.97197556	0.011367827	0.00212423	0.0003415875	0.00038910325
e	0.017156858	0.00033511376	0.8482204	0.0024200873	0.13185076	1.6692638e-05
m	0.0038148137	0.85154265	0.087615244	0.050671343	0.0035466512	0.0028093832
ì	0.015892752	0.00270589	0.7513209	0.0026655414	0.22668102	0.0007338608
n	0.00060160516	0.11643996	0.5833542	0.2501164	0.030279605	0.019208279
i	0.49645653	0.0020093713	0.1993549	0.018679809	0.2831249	0.00037449205
e	0.0017622747	0.008365621	0.0070453556	0.8347515	0.11902065	0.029054543
n	0.0029214404	0.00082731957	0.0048953085	0.9211611	0.059261944	0.010932874
è	0.016827783	0.002468653	0.022505531	0.0011003199	0.9079104	0.04918737
r	0.0013989271	0.001393519	0.009399124	0.86655056	0.115420744	0.0058371373
k	0.008604341	0.0019447694	0.0020150605	0.016379794	0.9458153	0.025240725
o	0.015175093	0.00018422095	0.0332352	0.007928249	0.94299275	0.00048455398
m	0.0011111511	0.00085115404	9.156616e-05	0.029677974	0.7191239	0.24914433
e	0.015781563	0.0016724056	0.00036427772	0.006235289	0.9345123	0.041434154
</S>	0.00074064545	0.00045472197	0.00010189019	0.009946392	0.84086967	0.14788668
