 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
t	0.42699042	0.5712554	0.00066207844	0.00038405982	9.638873e-05	6.029859e-06	0.00059637317	2.2951199e-06	1.863881e-06	1.9172878e-06	8.0898354e-07	2.3664645e-06
a	0.017709715	0.97435635	0.000125355	0.0034958455	0.0004910883	0.00014545888	0.0036157235	2.2396496e-05	5.0877884e-06	3.3636115e-06	2.6727166e-05	2.8628829e-06
p	0.07950205	0.90503204	0.009300334	0.0029088822	0.00066298345	0.00011520349	0.0024318567	3.5639634e-05	2.5170361e-06	1.3771559e-06	2.3954615e-06	4.6960295e-06
e	0.002820781	0.9708867	0.00013966268	0.003982651	0.00044374846	5.909101e-05	0.021655137	5.75563e-06	1.1644273e-06	6.4248474e-07	3.3007104e-06	1.3363549e-06
d	0.015939644	0.9686004	0.0122029185	0.0012849552	0.0007356476	0.00056091545	0.0005774988	8.674464e-05	3.5368448e-06	3.5719873e-07	6.7442825e-06	6.1652406e-07
ì	0.0058970274	0.8604379	0.00089246786	0.03461378	0.0037801038	0.0003882144	0.09393181	2.7280723e-05	3.980358e-06	1.7191113e-06	1.1917952e-05	1.3723706e-05
a	0.0043774187	0.9465302	0.039734207	0.006047236	0.0013395161	0.0011119228	0.0007852026	6.206253e-05	6.7040696e-06	8.5295943e-07	3.1422571e-06	1.5184083e-06
e	0.0022553604	0.51873714	0.18532915	0.097941265	0.031360276	0.15323003	0.0024892506	0.0072788964	0.0010098491	0.000121660545	0.0001322801	0.00011482352
s	0.0016846771	0.16193558	0.25481668	0.16731794	0.06440911	0.3272109	0.0038959389	0.01608428	0.0018617458	0.0002479719	0.00026727372	0.00026792195
ò	0.013966656	0.08792375	0.01153252	0.5788404	0.07373074	0.012602299	0.22058332	0.00040417217	7.162763e-05	8.638652e-06	0.00016622823	0.00016966254
z	9.198851e-05	0.01387339	0.28765696	0.52300733	0.1320135	0.024353575	0.016570104	0.0017708353	0.00043586688	7.8696205e-05	1.0052652e-05	0.00013760863
u	0.018236872	0.030450316	0.02767618	0.5192935	0.23207746	0.048269957	0.112124234	0.010803139	0.0006061636	4.1592807e-06	0.00045268144	5.3202934e-06
n	0.00023603775	0.0015670601	0.3498689	0.25465158	0.2674942	0.099790014	0.010371412	0.011776385	0.002217652	0.0005426723	9.35522e-05	0.0013906608
e	0.00524719	0.0024770163	0.0038727561	0.5823568	0.10405887	0.055584557	0.24369606	0.00209141	0.00020605513	2.9070432e-05	0.0002250741	0.00015508941
f	5.4112916e-05	0.00037557617	0.022661993	0.24937455	0.5543708	0.14695998	0.008498766	0.0137905395	0.0029427165	0.0005016774	6.3166626e-05	0.00040615062
à	0.0015559456	0.00054599636	0.0024474596	0.4770097	0.14079835	0.18234618	0.18590993	0.006075708	0.0013807308	0.00015828502	0.00057054387	0.0012011376
i	2.902942e-05	0.00022743086	0.0047212965	0.120591246	0.6214206	0.20888776	0.009283986	0.026267257	0.0065935575	0.0015629836	8.900564e-05	0.00032582443
t	0.00023852174	0.0005418351	0.0002490929	0.014679645	0.0833225	0.8155561	0.0012247501	0.06543485	0.014835393	0.0022661218	0.000500541	0.0011505774
o	0.000667739	0.0001939571	0.0044883178	0.12715791	0.17846853	0.34438524	0.28434917	0.046605874	0.011933772	0.00016237164	0.0012822018	0.00030495407
g	9.2265676e-05	0.00048394917	0.0030804293	0.010608824	0.12288839	0.512793	0.016335629	0.24752308	0.06874973	0.0123941675	0.0008234612	0.0042270417
e	0.027202958	0.008846554	0.02644023	0.057947062	0.034623194	0.11189195	0.62748194	0.07187964	0.016009228	0.002245805	0.008383297	0.0070482027
l	0.00014829061	0.00015947052	0.00023924538	0.0003199566	0.004476727	0.5557304	0.00071622845	0.40591004	0.028343242	0.002810682	0.0010350314	0.00011075018
à	0.00047210167	0.00023841948	0.003623881	0.012208434	0.024536815	0.5299745	0.054677133	0.16938162	0.17968766	0.016883256	0.0046394235	0.0036767684
o	0.00025903978	0.0004714595	0.00054731325	0.0012477485	0.005389549	0.174348	0.0065336493	0.64717627	0.11129662	0.041819498	0.0073806583	0.0035302641
p	0.002639281	0.0010452959	8.6493885e-05	0.0019252317	0.0063261823	0.37157977	0.017341802	0.34398124	0.2051133	0.027157903	0.018760595	0.0040428047
r	0.0019082915	0.0011804223	0.022507433	0.014141159	0.02386747	0.021829452	0.016571084	0.5441689	0.25407165	0.004941979	0.090203874	0.0046082814
ì	0.00015923212	0.0015805898	0.020177338	0.014057247	0.030798925	0.05448401	0.0055004572	0.39079258	0.34656113	0.11811874	0.006401877	0.011367805
t	0.00081560673	0.0020155797	0.0013391942	0.004141817	0.0028243999	0.006012571	0.0024022467	0.18665497	0.31619516	0.3488317	0.08271136	0.04605542
a	0.00010426685	4.9080467e-05	0.0007135203	0.0005153001	0.0029078037	0.005481414	0.00026287208	0.38927138	0.5490654	0.023632333	0.027346956	0.00064970076
k	0.00013403302	0.0019468633	0.002038045	0.0062571615	0.0029359693	0.00091998663	0.003149377	0.026472265	0.39699733	0.44411474	0.021004068	0.09403015
a	0.0008489002	0.0007545135	0.0046203337	0.0013972373	0.008064629	0.0023868182	0.00019618278	0.062195748	0.30145028	0.01478142	0.60012615	0.0031777734
n	0.00044422958	0.004399778	0.0042954166	0.018506238	0.0070618973	0.0015991182	0.0026470046	0.009384935	0.16353098	0.50574315	0.106277876	0.1761094
a	0.0077302237	0.0084763495	0.0076934504	0.004298486	0.009968843	0.0027339465	0.00041904044	0.013368365	0.081550084	0.027458724	0.79229724	0.04400521
f	0.0014889834	0.004925788	0.003938898	0.021537127	0.0067188735	0.009297192	0.002675253	0.010643061	0.066114336	0.23332964	0.55238044	0.08695044
à	0.008308301	0.0072540743	0.0034213546	0.0028332449	0.003883545	0.0015870647	0.0005408632	0.0043991394	0.038999096	0.04459418	0.7902503	0.093928844
n	0.00042879753	0.00086140784	0.00094246527	0.0034821054	0.0014290846	0.0025064454	0.0008504811	0.0028175	0.016715867	0.046502482	0.8653255	0.058137827
e	0.0013491969	0.0015922209	0.000726622	0.00093121035	0.0048070955	0.00054779986	2.2487246e-05	0.00439105	0.014897462	0.0076208296	0.92925346	0.033860598
</S>	0.0006157631	0.0044934703	0.00625155	0.023761768	0.009775279	0.0013531804	0.0024339277	0.0011401151	0.004448504	0.0603252	0.33998385	0.5454173
