 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
t	0.4163204	0.5819584	0.0005796317	0.00039596533	9.2429385e-05	5.3911913e-06	0.0006363351	5.579013e-06	2.5113245e-06	1.0080676e-06	2.3100615e-06
a	0.017957555	0.97429097	0.00014468627	0.0035853097	0.00054785464	0.00022619437	0.0031709303	2.9468505e-05	4.3661685e-06	3.8053844e-05	4.576303e-06
p	0.07823877	0.9061558	0.008886423	0.0028320204	0.00060145	0.000101635334	0.0031490896	2.5087867e-05	1.8115036e-06	2.0187247e-06	5.920638e-06
e	0.0028951198	0.9720864	0.00014558743	0.0043318984	0.0005081462	8.5618274e-05	0.019931922	8.500511e-06	8.5830004e-07	4.2336064e-06	1.7925481e-06
t	0.015839176	0.969739	0.0114738615	0.0012202015	0.00062635564	0.00043280263	0.00061515125	5.038708e-05	1.1710956e-06	1.1000114e-06	7.4516714e-07
ì	0.006675796	0.87312347	0.0010534857	0.04059708	0.005570559	0.00070558785	0.07217506	6.47389e-05	2.019173e-06	1.4596462e-05	1.7669978e-05
a	0.0017410021	0.9102104	0.070524916	0.015198359	0.0013278506	0.00032406082	0.0006322364	2.5249317e-05	2.3818404e-06	6.421589e-07	1.2857738e-05
e	0.0018744168	0.28882998	0.39137095	0.15102388	0.051647592	0.10185205	0.003349642	0.008610284	0.0011600135	2.4873561e-05	0.00025629185
s	0.0015202366	0.19754569	0.27431437	0.16654252	0.07285091	0.26612756	0.0034058017	0.015751971	0.0016129016	4.6221176e-05	0.00028187063
ò	0.013456633	0.10314111	0.013628499	0.57242036	0.06890942	0.013194463	0.2144197	0.0004585382	3.2561853e-05	0.00014389753	0.00019482819
z	9.078035e-05	0.014204668	0.30252552	0.5346702	0.11603492	0.015118502	0.015452088	0.0014481053	0.00029095457	6.5639756e-06	0.00015777645
u	0.02127987	0.031845994	0.029597558	0.5259157	0.22608525	0.04685254	0.09702209	0.02105465	2.3731973e-05	0.0003148598	7.743574e-06
n	0.00026179594	0.0016884772	0.3762976	0.28224346	0.2546098	0.06249067	0.01050851	0.008591571	0.0017011277	6.0563183e-05	0.0015464392
e	0.006104871	0.0028455653	0.003853385	0.5649067	0.09456875	0.05068985	0.27544117	0.0010452014	8.2743645e-05	0.0002862327	0.00017550559
f	5.9812326e-05	0.00039883668	0.025790649	0.29427603	0.55771434	0.10216249	0.008068669	0.008929825	0.0021008851	4.398817e-05	0.00045438405
à	0.0016184635	0.00056194694	0.002507047	0.47357455	0.132007	0.16342139	0.22103998	0.0028569025	0.0005622118	0.0005442607	0.0013062401
i	3.1360523e-05	0.0002352045	0.0053128954	0.14226489	0.6511582	0.1701288	0.0083063645	0.016719537	0.005375035	9.688802e-05	0.00037083635
t	0.0002876287	0.0006290905	0.00032028463	0.017358577	0.10365102	0.83612823	0.00106173	0.029302029	0.009763887	0.00015947204	0.0013380551
o	0.000775516	0.00022450014	0.0046875672	0.14910902	0.19082905	0.29583776	0.32651812	0.029496308	0.0010225122	0.0010560302	0.00044355434
g	0.00011953096	0.0005935345	0.004069946	0.015092847	0.19219847	0.57218665	0.019583764	0.13528536	0.05433618	0.0012475359	0.0052860915
e	0.02516519	0.008118168	0.02256827	0.053900562	0.031729482	0.09972698	0.68351144	0.02469114	0.004127516	0.03768903	0.008772247
l	0.0002182334	0.00020210275	0.00038981892	0.0004865305	0.00765953	0.7328457	0.0008747107	0.23911506	0.017030144	0.000976589	0.00020164858
à	0.0006625894	0.00032231386	0.0046767984	0.016095385	0.033928037	0.66455597	0.089663364	0.06900397	0.10537715	0.009298693	0.0064156177
t	0.0004622408	0.00081375526	0.0010968952	0.0024115636	0.011621617	0.34744498	0.011511412	0.4487485	0.14997092	0.01819093	0.007727251
o	0.00011367549	5.7473982e-05	0.0016112853	0.0027388127	0.013218437	0.05790728	0.005704456	0.85375375	0.046624064	0.018026335	0.0002443934
p	0.00018672098	0.0015953563	0.002770481	0.0055126282	0.0057095466	0.014516451	0.022891594	0.18070853	0.6846884	0.017921073	0.0634992
r	0.0017673208	0.0010182472	0.018186117	0.006713062	0.02239235	0.012512751	0.0035842932	0.37404728	0.057694633	0.49161237	0.010471594
ì	0.00013718076	0.0016663084	0.014705478	0.010560943	0.028294858	0.031490915	0.0019911288	0.45754164	0.36462784	0.08514897	0.0038348017
m	0.000226849	0.0020811984	0.0015268599	0.006298439	0.0034534757	0.0018386182	0.0034197967	0.026694272	0.5994006	0.27657473	0.07848518
a	0.00017580095	0.00012163083	0.00072139484	0.00059424876	0.0032748673	0.0038645924	0.00020755832	0.43010268	0.19150415	0.36816323	0.001269867
k	0.00028016348	0.003129382	0.003700093	0.012074523	0.005073245	0.0008557285	0.0040567755	0.005380929	0.5907828	0.17136094	0.20330542
a	0.003995142	0.006212824	0.004674564	0.0031066355	0.0121153435	0.002232362	0.00014859869	0.03696832	0.05107129	0.8477242	0.031750754
n	0.000356388	0.0023403578	0.0029703365	0.009469595	0.0034896713	0.00081049313	0.0013761062	0.0009942746	0.109722555	0.7073118	0.1611584
