 	lo	ho	finito	di	fare	</S>
t	0.95574	0.010818508	0.032362588	0.00097654713	2.4448756e-05	7.796736e-05
o	0.85745627	0.10560913	0.032885663	0.0002917967	0.0034693244	0.00028776278
s	0.27428213	0.16531433	0.5486405	0.010825721	0.00027036233	0.0006670112
p	0.026178733	0.009264199	0.9604622	0.001173611	0.0027704632	0.00015080404
ì	0.04630878	0.01981949	0.790321	0.024527054	0.11898377	3.989107e-05
c	0.0012542915	0.12159464	0.85119236	0.024622727	9.622725e-05	0.0012397519
c	0.04788411	0.0062325085	0.9439913	6.296492e-05	0.0018251896	3.7832024e-06
e	0.18007804	0.009837752	0.64232695	0.003585057	0.16399601	0.00017619145
t	0.0009746763	0.049561787	0.6765169	0.2505059	0.003047771	0.019392947
s	0.015353017	0.006079365	0.95388025	0.00090848736	0.023595696	0.00018322786
a	0.005463314	0.01732801	0.9070812	0.033317864	0.03679101	1.8547766e-05
a	0.00010501138	0.0059234984	0.02139591	0.7340309	0.00538705	0.23315765
t	0.030523429	0.103764534	0.08689161	0.58518565	0.09872403	0.09491078
s	0.007585778	0.07215555	0.5653903	0.06430781	0.24275298	0.047807552
è	0.0012214384	0.013930314	0.027753796	0.25056913	0.70418626	0.0023390804
k	0.0004167058	0.010605688	0.0046470207	0.5343839	0.18428122	0.2656655
à	0.0029010281	0.01608638	0.0068394304	0.00848455	0.92857116	0.03711749
m	0.00040532651	0.007917119	0.00086628087	0.0638896	0.6926022	0.23431943
i	0.004674515	0.005036264	0.002046328	0.008863767	0.95323193	0.026147164
</S>	0.00033034864	0.0067023253	0.00067299977	0.009976383	0.16435833	0.81795967
