 	il	vestito	della	sposa	vuole	bianco	</S>
t	0.87330234	0.0025952852	0.12399109	2.3352834e-05	1.2853622e-05	3.964503e-05	3.5471516e-05
o	0.54103625	0.014592725	0.44361475	0.0006056031	5.897059e-05	7.34302e-05	1.8263585e-05
n	0.11826626	0.39719963	0.48357415	0.00067571225	2.3111836e-05	9.5059746e-05	0.00016598393
à	0.029306822	0.0049748262	0.9654379	0.0001867127	6.927001e-05	1.6018668e-05	8.4663425e-06
b	0.007894213	0.2656512	0.72261876	0.0035694472	7.448989e-05	0.00013985635	5.2058494e-05
b	0.09719614	0.0031297803	0.88916683	0.01004577	0.0004583339	2.4904189e-06	7.883826e-07
e	0.025920304	0.019759694	0.94937485	0.004889958	4.502364e-05	8.832498e-06	1.3675011e-06
t	0.00055339246	0.35799044	0.5020752	0.07472128	0.0017055396	0.020788211	0.04216596
o	0.0069787637	0.00092540885	0.97625005	0.01459361	0.0010684736	0.000107201675	7.6568e-05
a	0.000276199	0.08152749	0.14865439	0.6378815	0.012649129	0.057211075	0.061800305
t	0.0007320838	0.0025262516	0.017707821	0.9065485	0.056969043	0.0065582846	0.008958079
s	0.0024383164	0.0018326682	0.3839469	0.5121765	0.08352983	0.005149712	0.0109260045
è	0.0018045043	0.015219939	0.047175776	0.590232	0.23559001	0.109393366	0.00058441376
k	9.477387e-05	0.00269087	0.0012506461	0.8778738	0.06351792	0.035869647	0.018702297
o	0.0029690168	0.0022059293	0.02769984	0.8070475	0.15807378	0.0012195997	0.0007843057
r	0.00028486043	0.00056416466	0.0005731834	0.63951313	0.30038762	0.021936651	0.03674036
à	0.0023228754	0.0029830022	0.012208745	0.398105	0.5373862	0.033773635	0.013220637
s	0.000106852305	0.00039686004	0.00015665268	0.26035732	0.6697088	0.043026064	0.026247453
i	0.000510254	0.0005635442	0.0006665482	0.095701426	0.900533	0.0015972743	0.00042785305
t	0.00052416534	0.0006209126	0.000465539	0.03744153	0.6498448	0.047561064	0.263542
è	0.0040992624	0.0017380527	0.0038763597	0.03287624	0.91183734	0.03449195	0.011080879
l	0.00040583906	0.00024026741	0.0002976528	0.01073384	0.70841694	0.039536633	0.24036884
i	0.0022581737	0.00044421531	0.0013515888	0.0139679685	0.97180253	0.0033236812	0.0068517793
à	0.0024625252	0.00083501777	0.001891331	0.008396049	0.18098725	0.053208683	0.75221914
s	0.0056360406	0.00033965887	0.0025203791	0.0032485193	0.100097135	0.026450781	0.8617075
p	0.21185653	0.05454942	0.11202991	0.25949073	0.26659915	0.042307023	0.053167257
r	0.0020704682	0.0024580841	0.00043498568	0.029475274	0.0010120888	0.0044148066	0.9601343
o	0.015217112	0.00661121	0.02037581	0.122021616	0.16698518	0.098139994	0.5706491
</S>	0.0073071425	0.0023554487	0.004550858	0.012531599	0.024090208	0.023558924	0.9256058
