 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.7984003	0.20078242	0.00069212506	7.7539175e-05	2.4852736e-05	2.5711665e-06	1.0160698e-05	3.2148105e-06	1.7536709e-06	5.0869694e-06
t	0.1075689	0.88260806	0.0059361807	0.0029410182	0.00026707054	0.00025644127	0.00015419167	6.863847e-05	0.00011091889	8.857726e-05
e	0.029939918	0.91672784	0.03230438	0.020274105	0.0006235743	1.9267993e-05	4.2497028e-05	7.715445e-06	5.4214805e-05	6.497737e-06
l	0.03979983	0.94377816	0.014893685	0.0012443112	0.00021233548	5.1355306e-05	1.1254614e-05	1.655095e-06	6.349143e-06	1.1095962e-06
ì	0.016680209	0.95746255	0.020308798	0.0052158176	0.00018091223	1.6994894e-05	4.037302e-05	4.2691986e-06	5.829543e-05	3.1731e-05
s	0.0021902523	0.927566	0.065241784	0.003967918	0.0009634444	4.096195e-05	1.1213463e-05	3.0754497e-06	3.1631257e-06	1.2290284e-05
i	0.067880906	0.5880197	0.2476398	0.091554314	0.004111621	0.00021278196	0.00045088533	5.8938135e-06	0.00012165832	2.4421245e-06
n	0.0013272851	0.16979334	0.7369501	0.056723315	0.031768646	0.0011505695	0.0004413868	0.00015026398	0.00010367675	0.0015914273
a	0.071783796	0.35603747	0.42492718	0.1427921	0.0036532523	8.320145e-05	0.00024191759	2.4714685e-05	0.00033406695	0.00012225845
m	0.00015084741	0.017122405	0.83480513	0.10755662	0.037191782	0.00203014	0.00061316264	0.00020467721	5.9615893e-05	0.00026555767
ì	0.015076465	0.05288234	0.5903715	0.31634775	0.022393936	0.0004125663	0.0010480699	8.839278e-05	0.000758896	0.0006201648
n	2.7146141e-05	0.0029907157	0.62661284	0.24635749	0.12113635	0.0014124649	0.00073129707	0.00017661712	1.631801e-05	0.0005387512
i	0.08316533	0.019535245	0.15703592	0.6987159	0.03544255	0.0033071688	0.0017365076	9.12085e-05	0.0009420429	2.8099166e-05
p	0.00013311878	0.0011360543	0.25039962	0.2888312	0.4197695	0.024293924	0.010050961	0.0025560833	0.00054588437	0.002283719
à	0.20920579	0.031646997	0.063746355	0.62868613	0.057510477	0.0014105159	0.0031032371	0.00039567347	0.002475117	0.0018197083
n	3.437397e-05	0.00064732897	0.117979854	0.63007927	0.22288296	0.013055344	0.0125389965	0.00232556	0.00022076115	0.00023546901
t	0.010967146	0.003505218	0.024645086	0.76874405	0.16716777	0.008548775	0.013932918	0.0003051241	0.0021497624	3.414018e-05
a	0.0061458847	0.0046908935	0.038558852	0.90622085	0.03503806	0.0010324686	0.0023225658	8.0053665e-05	0.005908239	2.1930132e-06
l	5.9564827e-05	0.0005808051	0.0056292997	0.08921132	0.76240045	0.06555439	0.061180227	0.009505987	0.0015602802	0.0043176883
e	0.0012272351	0.0009971034	0.008737131	0.22395946	0.73693967	0.0036767528	0.022580598	0.0007330962	0.00095206907	0.00019683702
t	3.6034606e-05	0.000746648	0.0024404975	0.036134508	0.7023802	0.10798241	0.11972223	0.022637447	0.002392201	0.0055278647
t	0.00047682374	0.00036078697	0.0046072234	0.060717646	0.8530899	0.016344244	0.04698105	0.013124013	0.0022013176	0.0020970004
ò	7.58607e-05	0.00083547545	0.0010559849	0.008854622	0.6887824	0.0070565455	0.2714668	0.007237782	0.01447916	0.00015531323
m	7.764203e-05	0.003751168	0.0034056138	0.022609789	0.50220096	0.1521514	0.23566316	0.03877788	0.014418847	0.026943607
i	0.00035793253	0.00016210489	0.0006635698	0.0085574	0.8729448	0.031832296	0.048385154	0.007021891	0.029950513	0.00012432961
f	0.00016437737	0.001592783	0.0022110587	0.0039420365	0.106564984	0.16051531	0.40570638	0.2058512	0.06157905	0.051872883
à	0.0020724407	0.0008654363	0.0021604525	0.002937159	0.5387954	0.022996398	0.25428912	0.13422292	0.028953066	0.01270763
i	9.625482e-05	0.0012624175	0.0012521525	0.0014981696	0.017645715	0.03866499	0.35890877	0.23174146	0.33047011	0.018460007
t	0.007719033	0.0072483737	0.0029805661	0.002572487	0.0053027705	0.065879285	0.058456697	0.21137835	0.5751453	0.063317105
o	0.0021773905	0.0014420896	0.00057713734	0.0004897725	0.07882712	0.013293758	0.31608993	0.48481268	0.08226706	0.020023055
v	0.00021244201	0.0014406117	0.0013452728	0.00078292994	0.0013409466	0.0045661675	0.015571201	0.13349988	0.7869011	0.054339424
r	0.024709461	0.014193094	0.005049918	0.0014949203	0.019809814	0.0045042187	0.06352957	0.09195115	0.49750602	0.27725187
à	2.7028898e-05	0.0013100398	0.0016779097	0.0016277832	0.009054804	0.002622308	0.05682552	0.34168386	0.274646	0.31052482
i	0.00019192607	0.001029486	0.00081141153	0.00039079387	0.00014536483	0.00095462694	0.0010436835	0.02550811	0.89114773	0.07877686
</S>	0.0076301456	0.0055927965	0.0033340235	0.0010450429	0.0005822417	0.003421161	0.001534868	0.037508804	0.83895636	0.10039456
