 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.9988142	0.001139384	3.532952e-05	1.0665265e-06	5.6353533e-06	2.6704996e-07	4.0282023e-07	3.7639743e-06
è	0.18721698	0.18795905	0.59716004	0.016456839	0.010189621	0.00055618235	0.00045464662	6.5908257e-06
l	0.95349187	0.046347328	0.00014453797	6.6560165e-06	2.8477652e-06	3.2015569e-06	5.577645e-07	2.9148366e-06
o	0.13543229	0.4080452	0.43954697	0.0051349034	0.0113400435	0.00020128925	0.00029833513	9.395556e-07
k	0.06079017	0.8999619	0.03426127	0.0017096306	0.0003987606	0.00093465054	0.0005688742	0.0013747241
a	0.010588882	0.13370603	0.60430145	0.08823332	0.16115111	0.00054107915	0.0014039297	7.4150645e-05
i	0.012654401	0.9234438	0.05779024	0.0016669763	0.0012293804	0.0018209646	0.00088025455	0.0005138731
M	0.0013688869	0.06342643	0.7488214	0.09069229	0.04040345	0.017379165	0.034104146	0.003804241
a	0.0135005545	0.40521958	0.23102637	0.12895556	0.21787061	0.0013098111	0.0015151243	0.0006023652
r	0.016705021	0.5347787	0.3844917	0.022937698	0.03721876	0.0026152115	0.00021838212	0.0010344788
ì	0.023197355	0.10518608	0.031839218	0.2485601	0.15193671	0.010956468	0.027892908	0.40043116
a	0.008420486	0.027229194	0.11472636	0.13903894	0.37368375	0.2542909	0.050917305	0.031693067
è	0.0002928991	0.00021097423	0.027466519	0.24726939	0.30426335	0.22693248	0.18464527	0.00891914
n	0.0004217131	0.00015393815	0.013474288	0.15626676	0.28046802	0.26202676	0.28071597	0.006472538
a	0.000763926	0.0017933125	0.0017583163	0.0025656603	0.07419529	0.0150081925	0.9011191	0.0027962022
r	0.003829316	0.0014607377	0.0007920427	0.00237583	0.07415264	0.7933555	0.10378377	0.020250184
t	0.011134208	0.0033999584	0.0046473183	0.026695833	0.2730744	0.043510575	0.182423	0.45511466
i	0.24001098	0.63143086	0.017675705	0.00590092	0.05032206	0.002197427	0.03157413	0.020887902
à	0.0030224405	0.00078166986	0.00015573621	0.0011766247	0.0021075457	0.1369992	0.7008217	0.15493512
v	2.2177217e-05	5.310607e-06	2.3090354e-06	8.604094e-05	0.00024129788	0.038728647	0.95924217	0.0016721558
v	5.8978996e-05	0.0002470712	0.00016286642	0.00055603107	0.0008700763	0.0017386422	0.955156	0.041210435
r	0.0043981494	0.08957212	0.022275414	0.006525596	0.0052834847	0.0060675507	0.8236341	0.04224358
i	0.27005315	0.37097058	0.06646561	0.15188506	0.092926264	0.0014712228	0.025240434	0.020987641
</S>	0.08101768	0.028820807	0.0024199046	0.0033649988	0.00092279783	0.00307854	0.31575468	0.5646206
