 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.9997619	0.00023269422	2.4051499e-06	9.877006e-07	9.52616e-08	1.5284287e-06	5.5362165e-08	3.422411e-07
t	0.99953055	0.00044334546	2.3420609e-05	7.804606e-07	1.6449401e-06	1.0531808e-07	3.4731805e-08	6.0159934e-08
e	0.5378924	0.35122502	0.10686504	0.0028975965	0.0010428379	5.377479e-06	6.0351944e-05	1.14045515e-05
l	0.9843776	0.01495738	0.00060383993	3.0756048e-05	2.2921133e-05	2.597063e-06	2.4052818e-07	4.650737e-06
a	0.037636686	0.892482	0.069362044	0.0004543537	5.270974e-05	1.7888789e-06	8.523056e-06	1.8738925e-06
e	0.2694032	0.6832868	0.039267693	0.0059694713	0.0010053832	0.00058052375	1.0337654e-05	0.0004765704
M	0.024090057	0.37392345	0.51441056	0.051892918	0.028177844	0.0065767323	0.00010834112	0.0008200881
a	0.067313224	0.82830995	0.036796458	0.06556943	0.0018089553	0.00012486619	3.06144e-05	4.644678e-05
r	0.10754136	0.70078707	0.071018934	0.11490966	0.0012624227	0.0043288255	1.563861e-05	0.0001361424
ì	0.01781047	0.01061351	0.124852456	0.74808455	0.0338116	0.05193357	0.0052607544	0.007633034
a	0.005081325	0.0067629507	0.7390902	0.20208299	0.026777279	0.017814146	0.00020244476	0.0021886562
à	0.000155475	0.00029310645	0.86033344	0.08948198	0.046427563	0.0027324485	5.356812e-05	0.00052243576
v	0.00032065957	0.00015647645	0.83130664	0.084127106	0.077355534	0.0061380677	0.00029134942	0.00030417615
v	0.0017757085	0.0026236088	0.76235723	0.10182594	0.08950085	0.0014964213	0.040105704	0.00031450458
r	0.07693523	0.33859384	0.20396455	0.3310318	0.04596384	0.0010229099	0.002476271	1.1641371e-05
i	0.6237911	0.26070225	0.012461284	0.07806201	0.004708907	0.018593911	0.0013792319	0.00030137177
n	0.057226233	0.0014383144	0.009634145	0.06531826	0.05670596	0.7628635	0.007277034	0.039536566
a	0.03317676	0.022293322	0.12140758	0.11821165	0.5374697	0.03746534	0.11214203	0.017833645
r	0.009837897	0.00061831204	0.009555061	0.020728862	0.16286922	0.76205313	0.014072442	0.02026505
t	0.022832634	0.00041924836	0.0045570415	0.08205808	0.117364004	0.21920274	0.52518725	0.028378967
i	0.59173113	0.029636486	0.004017278	0.07229027	0.007683205	0.22856115	0.059548102	0.0065323655
s	0.011182022	0.00023373467	0.0005714495	0.0026022869	0.03876154	0.62780976	0.17214145	0.14669786
e	0.05166757	0.00031628617	0.0009819482	0.04743648	0.043878403	0.19973637	0.59594566	0.06003726
m	0.011841214	0.00034473938	0.0004905766	0.0020318676	0.03473918	0.25649458	0.5557942	0.13826372
è	0.056696545	0.00024496234	0.00016618728	0.012421513	0.012427106	0.10628783	0.69103634	0.1207195
n	0.005226904	0.00013855247	7.442444e-05	0.0006419531	0.004563341	0.057857357	0.77648073	0.15501666
a	0.016661288	0.00024241029	0.005803417	0.0010830144	0.008700864	0.00058960525	0.7756653	0.19125415
</S>	0.009167908	0.0005654684	0.00022032543	0.001733946	0.0018387429	0.008066994	0.35481736	0.6235893
