 	questo	muro	vuole	uno	specchio	</S>
c	0.9957996	0.002902626	0.0011885102	5.110763e-06	2.9124403e-05	7.499096e-05
ì	0.98780257	0.010646827	0.00047883563	3.8919126e-05	0.0010326232	1.767981e-07
t	0.736933	0.2576379	0.00494122	4.761646e-05	0.0002271416	0.00021301302
t	0.5767683	0.15305856	0.019164668	4.898681e-05	0.25095627	3.226624e-06
o	0.83451074	0.16188933	0.00117459	3.8981423e-05	0.0023862685	6.961119e-08
t	0.016059497	0.89793575	0.06570199	0.0006540837	0.0054515684	0.014197084
ì	0.04080032	0.27900672	0.16123334	0.00032486377	0.5184496	0.00018522036
c	0.002623415	0.7845535	0.20403533	0.00078243774	0.0023868342	0.0056183734
h	0.06623454	0.4967697	0.35987505	0.0081381295	0.068912014	7.063922e-05
o	0.008216327	0.9661757	0.02119432	0.00029305954	0.0041203015	3.9712657e-07
t	0.0015672127	0.085042715	0.7537271	0.010267422	0.04211042	0.10728515
è	0.00048119735	0.020600958	0.8392455	0.00083438726	0.13800597	0.00083196105
l	0.00014706938	0.021585247	0.94566005	0.012709539	0.011077965	0.008820053
i	5.2014802e-05	0.0033517594	0.94156206	0.0030579108	0.051843137	0.00013307003
è	0.0007968377	0.001360343	0.4538628	0.14550053	0.11160257	0.28687692
n	0.008898355	0.0036424536	0.2468586	0.20004998	0.44841847	0.09213224
a	0.027341997	0.010857231	0.050546546	0.35117772	0.53162694	0.028449588
n	0.0011972883	0.00024467614	0.023546219	0.44119456	0.16499531	0.3688219
j	0.007375093	0.0026386247	0.031461302	0.094694056	0.78087926	0.08295169
a	0.028341612	0.01398536	0.14277683	0.23499316	0.49070695	0.08919604
l	0.0007805395	0.00015609308	0.0027327088	0.8852402	0.058302123	0.052788295
ì	0.00469671	0.00046591464	0.0050484375	0.095593765	0.6062795	0.28791568
</S>	0.0010709869	0.00016050169	0.0015431088	0.7728893	0.14172062	0.08261548
