 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
o	0.96637803	0.033332046	0.00024074661	3.89514e-05	4.069538e-06	2.982086e-06	1.0303032e-06	7.3348673e-07	3.6164218e-07	9.725056e-07
a	0.21527544	0.7792445	0.00476853	0.00047172824	7.927122e-05	4.6122845e-05	2.3930817e-05	6.5407025e-05	9.966264e-06	1.5116688e-05
p	0.003983378	0.9815576	0.0128094945	0.0013804443	0.00013800539	8.9418034e-05	2.6729926e-05	1.47405935e-05	2.0218198e-07	6.785786e-08
e	0.11814319	0.8602059	0.017392933	0.004084023	6.113813e-05	8.818815e-05	1.9342331e-05	5.8535306e-07	3.851496e-06	9.0297124e-07
s	0.008681834	0.94447184	0.043043744	0.0029027234	0.0005713191	0.00020822782	5.3224005e-05	6.614448e-05	7.498096e-07	2.396917e-07
a	0.011337995	0.9698724	0.014991194	0.0037028815	3.6408594e-05	3.865192e-05	8.87769e-06	1.8599777e-06	3.7241741e-06	6.011559e-06
m	0.0005325557	0.8888407	0.085814625	0.023387823	0.00096354546	0.00038485276	5.3808486e-05	1.6370472e-05	1.4448013e-06	4.329358e-06
m	0.003937101	0.79979664	0.14974771	0.045813818	0.000289942	0.00031968942	3.5960275e-05	6.686761e-06	7.698433e-06	4.4760967e-05
è	0.0004985889	0.90168995	0.08967987	0.007978765	0.00011425069	2.8305984e-05	4.9966125e-06	3.421557e-07	4.805649e-06	2.3583866e-07
n	2.7734308e-05	0.18451416	0.5505258	0.24664155	0.0111770015	0.005175917	0.0008665579	0.00026242307	3.9291543e-05	0.0007695519
o	0.0027384653	0.42139792	0.48458174	0.089708135	0.0009074065	0.0006335984	2.8833387e-05	3.5346593e-06	2.8229837e-07	1.1562852e-07
o	3.5714504e-05	0.002236046	0.336268	0.53568494	0.077220656	0.035986744	0.0071471427	0.0048813517	5.775482e-05	0.00048164534
k	0.00068229507	0.003322245	0.22257154	0.34832892	0.16923371	0.12457331	0.029222775	0.10102637	0.00011949189	0.00091937126
l	0.0015707624	0.005480019	0.064324304	0.89442223	0.013910052	0.018232118	0.0011188362	0.00022616443	7.50181e-05	0.00064056425
è	0.00060424686	0.008954388	0.0835124	0.83898455	0.04976143	0.016123248	0.0014058059	9.329186e-05	0.0005480383	1.2644478e-05
o	3.9079492e-05	0.0004706448	0.016962744	0.63817465	0.1994632	0.10544225	0.026767235	0.011702619	0.00024644742	0.0007311145
n	0.0009340344	0.00056480285	0.0075658015	0.25477922	0.2645202	0.19241323	0.053887174	0.22322345	0.00057200366	0.001540005
e	0.0018873533	0.0009412768	0.014927338	0.8539168	0.04701713	0.07680159	0.0036206644	0.0003774825	0.00012205876	0.0003883398
o	9.947665e-05	0.0002199575	0.0016969925	0.16610193	0.42360112	0.24067913	0.062310684	0.103111215	0.001609823	0.00056971324
k	0.0017165166	0.00017929994	0.00064814236	0.037167724	0.23787643	0.26955843	0.08010117	0.3704753	0.0015076345	0.00076936156
l	0.0014702921	0.00035217128	0.006545537	0.28246385	0.14374442	0.51842237	0.035445757	0.0066880328	0.002068535	0.0027990055
è	0.0005696112	0.000848904	0.0039275596	0.1312291	0.25780854	0.5202524	0.0619539	0.0028991678	0.020292621	0.00021823104
o	0.0001800152	0.00044524285	0.00037078033	0.010417564	0.22002867	0.39969498	0.17121767	0.18330039	0.011785965	0.0025587503
n	0.0024787153	0.0003979098	0.00024871892	0.004740858	0.10316598	0.24540772	0.093002275	0.541784	0.005915812	0.0028580274
e	0.0042805052	0.0005412297	0.005229668	0.044434644	0.06321991	0.7825469	0.089817375	0.0050411723	0.003481947	0.0014066504
ò	0.00019121234	0.00023036054	0.00032124293	0.0008468953	0.049357366	0.31554267	0.22981282	0.38333428	0.018468361	0.0018948192
l	0.0031533907	0.00033369075	0.0006382246	0.0013251876	0.041298807	0.2810165	0.11525223	0.5294367	0.024614027	0.0029312605
i	0.0005393401	6.748759e-05	0.00075681595	0.006747631	0.04022088	0.63034	0.30588442	0.009437397	0.0059543457	5.170453e-05
i	0.00010512177	0.00026588212	0.00015931345	0.00023736946	0.0034493324	0.074358255	0.5510759	0.3102536	0.039724268	0.020370912
f	0.0031991554	0.0010098189	0.00018154972	0.00010406461	0.00081498746	0.020867912	0.09898223	0.7854686	0.066558525	0.022813221
a	0.010982006	0.0013779276	0.0013648628	0.006897126	0.0104392795	0.21679085	0.38555467	0.035532393	0.31162217	0.019438652
m	0.0010968293	0.0015717206	0.0010963911	0.0010375489	0.0023019444	0.017686065	0.25386193	0.4485292	0.23628826	0.036530115
i	0.008513764	0.0010888994	0.00050482276	0.0012593734	0.0056880806	0.08130017	0.31713626	0.024604175	0.5307778	0.02912663
l	0.0016433122	0.0036354542	0.0010067353	0.00092595926	0.0009501333	0.006654999	0.18966301	0.16920972	0.5094513	0.11685939
i	0.008517517	0.0015821178	0.00049555296	0.0007943917	0.002187349	0.018345756	0.093019135	0.013481014	0.816588	0.04498918
à	0.0033521422	0.0050422326	0.0019813122	0.0020405177	0.00097640813	0.0028081976	0.0486803	0.10363376	0.6009017	0.23058338
r	0.004427505	0.0033061015	0.0013766178	0.0008026471	0.00019204631	0.0010477246	0.016237346	0.06417915	0.6073824	0.30104843
i	0.0048602987	0.0006378456	0.0009982366	0.0017375421	0.011260074	0.048387375	0.31695458	0.010863648	0.5959269	0.0083734915
</S>	0.003235157	0.0066538327	0.0020985992	0.0018083622	0.0008928978	0.0014090121	0.010970525	0.021500396	0.17903069	0.7724005
