 	ora	ho	finito	di	scrivere	</S>
à	0.99447423	0.0016444174	0.0031443378	0.0006916224	6.3402285e-06	3.9094575e-05
r	0.94252646	0.010298661	0.046623148	0.0005296304	7.481935e-06	1.4600869e-05
t	0.22491618	0.10074569	0.67297447	0.0010366641	2.6797834e-05	0.00030023415
e	0.43719155	0.45216605	0.11058636	1.9796931e-05	3.5480964e-05	7.529889e-07
s	0.0050249887	0.27759808	0.6570293	0.054750204	0.0004214785	0.0051760687
p	0.0129742175	0.02936861	0.9567825	0.0006880577	4.636167e-05	0.00014014199
ì	0.023704764	0.02112857	0.94965386	0.0049008154	0.0006027019	9.163663e-06
c	0.0009056638	0.14184907	0.6164705	0.2110427	0.0024754256	0.027256599
c	0.0018839792	0.005629406	0.9917625	0.0006102707	4.481475e-05	6.901566e-05
e	0.046768077	0.0062585976	0.9444876	0.0021277748	0.00031834378	3.9785667e-05
t	0.010465769	0.06440693	0.34540555	0.524254	0.0107747605	0.044692952
s	0.0025417444	0.0049714562	0.9871414	0.004662923	3.7712067e-05	0.00064483425
a	0.0018868399	0.022354998	0.92540425	0.047466103	0.0028571638	3.0574618e-05
t	0.0029168162	0.013191187	0.054920908	0.666749	0.04384327	0.21837883
s	0.002687679	0.022729559	0.74806845	0.19719347	0.0017124313	0.027608344
e	0.002931209	0.050693963	0.13349828	0.7642058	0.046721827	0.0019488082
g	0.0097574415	0.015011503	0.0234655	0.3415793	0.16815953	0.44202676
r	0.011620423	0.27516088	0.13454299	0.30960765	0.023826137	0.2452419
à	0.0005266926	0.123322815	0.0048069395	0.22819716	0.38582176	0.25732467
t	0.015854614	0.016676936	0.0045800298	0.060848225	0.6669986	0.23504165
s	0.0053618727	0.029862449	0.03543042	0.2282008	0.1399009	0.5612436
i	0.32089028	0.25299308	0.15160306	0.02941483	0.10268158	0.14241715
</S>	0.0037853564	0.014600574	0.0026173943	0.0071147135	0.16095704	0.81092495
