 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.96769655	0.030303206	0.00016591932	0.0013765136	0.00021376793	0.00022303987	4.4852504e-06	4.3007394e-06	1.317158e-06	1.0959347e-05
d	0.9355401	0.057251144	0.001249491	0.0039351285	0.0011709556	0.00053842383	0.000111522735	2.3460409e-05	0.00014049892	3.9260998e-05
r	0.7292391	0.26631692	0.000633805	2.3696384e-05	0.003684181	2.1312828e-05	1.6687281e-05	8.69594e-06	4.3651664e-05	1.1942468e-05
e	0.37653103	0.17893265	0.042008653	0.01453121	0.38435602	0.00094658294	0.0006705004	0.00069696683	0.00122481	0.00010162024
f	0.06421673	0.59691155	0.19646509	0.068225145	0.05427692	0.017458178	0.001890298	0.00010052455	0.00036106503	9.45066e-05
f	0.46919426	0.4440425	0.017416542	0.0011157559	0.06248351	0.0002695695	0.000930075	0.00044899763	0.0011100078	0.0029886696
ò	0.048313417	0.02797393	0.032137327	0.03241018	0.8525036	0.0031236114	0.0014015832	0.0018588566	0.00026290378	1.4613686e-05
m	0.0004906405	0.06754903	0.336995	0.2559815	0.21984403	0.114418335	0.0027464102	0.00039716062	4.1665106e-05	0.0015361351
m	0.009434058	0.11285692	0.07367	0.00052361074	0.7950607	0.00027707766	0.0057298793	0.0005681625	0.0018331879	4.6488032e-05
u	0.15375419	0.061157934	0.0058116466	0.0045003975	0.7686786	0.0023647414	0.00096719683	0.00034252094	0.0024173928	5.4447796e-06
e	7.165932e-05	0.0021242155	0.081664294	0.3600144	0.18713593	0.36342448	0.0026658168	0.0005889428	3.2108357e-05	0.0022781715
m	0.0028585833	0.006077004	0.14563145	0.12908591	0.46433365	0.0978305	0.13323733	0.01013989	0.00553231	0.0052733016
o	0.0054810657	0.46824712	0.019164244	0.004527053	0.46070218	0.002247183	0.020298626	0.010132239	0.0032288257	0.005971434
m	7.1516784e-05	0.00084151485	0.01895442	0.10534241	0.26731068	0.56795055	0.029201634	0.006305108	0.00011709378	0.0039050714
a	0.0038040485	0.35207057	0.033579975	0.006045393	0.2847976	0.015776308	0.15974034	0.10642173	0.0070697507	0.03069424
i	0.0001423448	0.00082440773	0.008415429	0.041009568	0.10159898	0.71480924	0.0925426	0.030471833	0.00070880965	0.009476798
g	0.0034665964	0.0014095083	0.0016599285	0.003909805	0.017900903	0.07005814	0.6462308	0.112381645	0.13550934	0.0074733165
r	0.014871168	0.5213724	0.11386872	0.0011202305	0.06626122	0.0049940934	0.06899099	0.13241778	0.017004816	0.059098613
a	0.00013115321	0.014001117	0.0590607	0.0053200983	0.011436032	0.027604163	0.05674046	0.6174937	0.013438413	0.19477415
m	0.0013562053	0.0015384905	0.0016663166	0.003561572	0.0034553236	0.06905899	0.19999301	0.3645702	0.33164933	0.02315062
m	0.0016629087	0.0449115	0.012279213	0.00046912883	0.008466022	0.002251493	0.15001236	0.6622633	0.08605959	0.031624496
è	0.00016015174	0.00076569564	0.0021494112	0.0022215368	0.0041367677	0.003070581	0.01704692	0.96544415	0.0033170166	0.0016876651
n	0.0014186597	0.004568691	0.0043449854	0.0035861295	0.0055989823	0.032085907	0.080775104	0.59404886	0.07960958	0.19396307
a	0.00262394	0.02409781	0.06356991	0.0016912218	0.042219818	0.008686649	0.01977523	0.13930963	0.66722745	0.030798353
a	0.0025876658	0.010294894	0.0070721996	0.0032988882	0.0115413675	0.0044900766	0.029681005	0.11379794	0.65727717	0.15995875
n	0.01648091	0.003905839	0.00018902673	5.981854e-05	0.00015852037	0.000112920716	0.0023048054	0.008591326	0.9459801	0.02221677
g	0.04319184	0.06831189	0.1798251	0.003933495	0.0040295664	0.002069537	0.012037867	0.08427974	0.18307531	0.41924563
r	0.027642217	0.03834363	0.491562	0.01452512	0.17180295	0.018415002	0.005600381	0.0029615918	0.029659303	0.1994878
à	8.472521e-05	0.0016779103	0.002811405	0.0021756203	0.0007073721	0.0028125234	0.006643255	0.024508828	0.011811599	0.94676673
m	0.00316255	0.004067554	0.0011348703	0.00019155028	0.0009675875	0.00021103994	0.0031090924	0.0008288418	0.93378645	0.052540503
m	0.0017711223	0.006993314	0.0022673013	0.00049820635	0.0025941816	0.0018359835	0.011971816	0.40518495	0.53541213	0.03147101
a	0.0351675	0.21549928	0.00838603	0.0013934501	0.013031672	0.0071096723	0.07722869	0.016735017	0.56779426	0.057654403
</S>	0.0017592224	0.0064798584	0.011047704	0.0049648196	0.0126442425	0.0029880337	0.00290456	0.0027808659	0.21732885	0.73710185
