 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.7978457	0.18061526	0.021006135	0.00033832222	0.00014537617	8.044426e-06	5.5932355e-06	1.5789925e-05	6.210118e-06	5.774473e-06	3.0898032e-06	4.7472345e-06
n	0.39331788	0.4744561	0.07699325	0.008303439	0.0038080467	0.015263888	0.014698273	0.0054835975	0.0031543153	0.0017802024	0.0010150061	0.0017260518
è	0.3381895	0.3685115	0.27960837	0.0028615717	0.00027588956	0.0037189743	0.0015656212	0.0050122887	0.0001368324	2.6924929e-05	3.0061e-05	6.248549e-05
n	0.605808	0.32275683	0.056714103	0.00038674712	4.1810054e-05	0.0017966871	0.0011015987	0.011228473	0.00012931731	3.28831e-05	2.7232968e-06	7.492946e-07
a	0.66527027	0.04649824	0.20928268	0.01949108	0.0012185937	0.013505523	0.0075974073	0.011526894	0.0035496294	0.002663531	0.008184954	0.011211077
l	0.039062325	0.07203996	0.8640064	0.00953551	0.00089737715	0.0063172975	0.0035752929	0.0036200446	0.00079624425	0.0001251841	6.704428e-06	1.7715978e-05
l	0.009026081	0.006961531	0.97973734	0.00040895212	1.446265e-05	0.00039921634	0.00024725482	0.0031541532	2.1063592e-05	3.992845e-06	1.1115691e-06	2.4826459e-05
i	0.009487269	0.00455898	0.9822879	0.0014480506	2.9208259e-05	0.00010021012	2.0280439e-05	0.002065691	1.6381669e-06	4.1379667e-07	2.0939079e-07	1.5102233e-07
m	0.0011987669	0.025736587	0.5784017	0.30412504	0.056122743	0.0129679125	0.011516817	0.006532985	0.0023693915	0.0004705712	3.8414648e-05	0.0005190886
o	0.0037072941	0.0076879906	0.9568704	0.0017772894	8.06752e-05	0.003048538	0.0009927711	0.02568842	6.0652197e-05	1.4530188e-05	2.4519854e-06	6.906546e-05
n	0.0002625839	0.005908355	0.2998881	0.45077524	0.19832648	0.012716976	0.0063411645	0.02329672	0.0014918024	0.00041855575	6.708951e-05	0.0005068562
ì	0.11075071	0.13677275	0.31750572	0.037122797	0.0020709315	0.09852035	0.046875976	0.24271148	0.0032792434	0.0015649184	0.00021530705	0.0026097537
s	0.0001282505	0.0031788063	0.029525274	0.5599453	0.18606687	0.07507143	0.034312207	0.09629343	0.011695056	0.003171442	0.00015140467	0.00046059838
u	0.014031183	0.0042734207	0.018978978	0.01456623	0.000634695	0.10655017	0.082734145	0.7517557	0.006087871	0.00037106354	7.429042e-06	9.124249e-06
m	0.00010297751	0.00072688656	0.001252935	0.36159447	0.486584	0.035197992	0.03261034	0.0574277	0.018388113	0.0044197924	0.00028826328	0.0014065139
e	0.0017905029	0.01472842	0.025546143	0.008338023	0.0040698894	0.0958815	0.105369836	0.72564566	0.013907459	0.003663643	0.00038277748	0.0006761619
m	3.920202e-05	0.000441636	0.0010497575	0.1276189	0.4731626	0.078205384	0.052969716	0.23439576	0.023785008	0.006002066	0.00054938695	0.0017806622
a	0.000793962	0.010442791	0.0033008493	0.004953194	0.01313455	0.09273456	0.17974456	0.6009036	0.06243999	0.025545299	0.001628399	0.0043782084
i	2.9515348e-05	0.0002901882	0.00048670708	0.038277294	0.39919725	0.07783227	0.0746858	0.3544703	0.039342	0.011331846	0.0011916037	0.0028652665
t	8.4391526e-05	9.063427e-05	1.8146362e-05	0.003917389	0.04861288	0.24771716	0.42375806	0.08971362	0.11832438	0.0626956	0.002522881	0.0025449002
u	0.00013602177	0.0008793788	0.0001780523	0.00035832488	0.0019493579	0.014494889	0.086248815	0.82921183	0.0408876	0.023021061	0.0009039327	0.0017306412
s	6.838903e-05	0.00040993368	0.00031497833	0.009092736	0.19465747	0.031095756	0.13509172	0.34651434	0.17976895	0.09182974	0.007868245	0.0032876725
t	0.0002481793	0.000942407	0.00013489311	0.00027915474	0.00067565724	0.004740953	0.04439465	0.85187507	0.047732547	0.042801034	0.0019317251	0.0042437506
a	0.00034328015	0.002288639	0.003196522	0.007098696	0.0028758752	0.0013791923	0.009692575	0.8908648	0.06498648	0.016517181	0.00053041097	0.00022650484
c	6.608401e-05	0.00056277995	0.0006034432	0.0056980257	0.08635528	0.006868695	0.04876266	0.18743053	0.37994304	0.23967169	0.022055283	0.02198248
i	0.0010094438	0.00069015997	0.000243637	0.0007497523	0.00029289103	0.0016018025	0.0106727015	0.924823	0.026105989	0.022084199	0.0043993588	0.007327152
