 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
i	0.90781564	0.09089865	0.0010489749	0.000118076714	4.7163194e-05	9.537584e-06	1.1012218e-06	4.2241147e-05	2.3830664e-06	9.736889e-06	6.519382e-06
m	0.21472499	0.7263157	0.037100554	0.011719573	0.006561195	0.00055331824	0.0004396008	0.0006888974	0.00023575191	0.0013680895	0.00029230627
à	0.50782096	0.46544623	0.0063702217	0.002502331	0.017681235	1.7817752e-06	0.00016515117	3.1584811e-06	1.7839957e-06	3.562789e-07	6.764833e-06
n	0.027072234	0.84134877	0.10903292	0.020263074	0.0019755599	0.00014962231	1.8759334e-05	0.00010885358	3.05802e-06	2.1109496e-05	6.0540197e-06
a	0.49534464	0.37840056	0.056843206	0.019458236	0.04800669	5.968859e-06	0.0019323546	2.7792564e-07	2.9546163e-06	4.0300793e-06	1.0394722e-06
m	0.0008346138	0.54118866	0.35028288	0.09925894	0.0059916005	0.0007822531	0.00013149962	0.0007048518	3.870911e-05	0.00050337374	0.00028270093
u	0.13748352	0.7347445	0.08465535	0.016940434	0.025754819	1.4701981e-05	0.00027424176	4.7771055e-06	4.3293835e-06	1.611291e-05	0.000107174485
c	7.931238e-05	0.046551414	0.7374427	0.17722271	0.028930616	0.0024091643	9.489942e-05	0.006511447	8.027492e-05	0.00021059556	0.00046685545
e	0.16580065	0.40502656	0.22358494	0.057401605	0.14602473	0.00040838795	0.00084652443	4.900209e-05	9.561671e-05	0.00027358226	0.0004884176
o	5.231788e-05	0.0026143629	0.30094075	0.6194822	0.06546809	0.008505582	0.00059105566	0.0014717773	0.00015175511	0.0006250274	9.7004784e-05
c	0.0006817239	0.0024591635	0.110481165	0.6359707	0.0839933	0.10916916	0.018151699	0.0015517465	0.010238729	0.026717164	0.00058542925
i	0.02568852	0.10553545	0.07093756	0.102476664	0.6929403	0.00032647335	0.001457634	5.014984e-05	4.9227532e-05	8.173518e-05	0.00045628042
ù	3.4418717e-05	0.00010199106	0.03033506	0.8907008	0.050616737	0.022453891	0.002467066	0.0015530579	0.0005044941	0.0011996432	3.27179e-05
r	0.0005280924	0.00068058085	0.02058019	0.51069355	0.33720323	0.04651267	0.060498245	0.0007781304	0.009410482	0.012964426	0.0001503708
i	0.007824997	0.012795661	0.02394457	0.30624434	0.6158639	0.003969604	0.029006924	9.394317e-06	0.00017244824	0.00012811662	3.998272e-05
m	9.163399e-05	0.0003283565	0.0029729805	0.14220062	0.09151577	0.47582546	0.011662923	0.25282437	0.008349722	0.006874605	0.007353518
u	0.0025910453	0.0059498157	0.011909379	0.19904874	0.7115587	0.020886112	0.046001393	0.00010573636	0.0010561034	0.0005544788	0.00033853453
e	5.38395e-05	0.00023053259	0.0004515387	0.019297956	0.060861856	0.588458	0.017995067	0.29278606	0.010260472	0.0050695436	0.0045350855
p	0.0005276633	0.00048466658	0.00010998716	0.008256353	0.090463445	0.5198385	0.15182768	0.043965843	0.0726572	0.104431964	0.0074366694
ì	0.006307642	0.008743408	0.00463901	0.011615628	0.49846834	0.018245528	0.43860656	0.00061404577	0.005548108	0.00094087934	0.006270794
t	0.00017142236	0.00020307339	0.0002605389	0.008456492	0.04818283	0.5307051	0.18231663	0.165721	0.037743803	0.025370646	0.0008684467
t	0.0033370585	0.0011710223	0.0009732139	0.008678364	0.16534746	0.07222035	0.7374341	5.74001e-05	0.008275221	0.0024102808	9.545171e-05
a	0.10111275	0.008483929	0.012120869	0.09541799	0.06331528	0.050287012	0.6463935	0.017935803	0.0039776154	0.00052877853	0.0004264773
n	6.630648e-05	0.00031978136	8.796437e-05	0.00014798017	0.006752482	0.27137983	0.0367797	0.609537	0.05165784	0.009613765	0.013657346
e	0.008885242	0.004199261	0.0015337232	0.0040865038	0.060930822	0.031439945	0.8671448	0.0005562	0.017491365	0.0015573321	0.0021747553
m	0.0002109604	0.0006291348	0.0002145903	0.00035267192	0.0069117607	0.1786175	0.097125225	0.4730093	0.18314049	0.046547018	0.013241391
à	0.012345803	0.005058044	0.00028947636	0.0006604424	0.008224066	0.06300558	0.7601262	0.0068922797	0.11878504	0.005544819	0.019068226
i	0.00018011915	0.00050197484	9.533602e-05	0.000116195166	0.006874797	0.14025868	0.13841218	0.5319123	0.14103578	0.013166682	0.027445931
s	0.0069873454	0.0037105174	0.00024393579	0.00030564616	0.011986456	0.03798559	0.1795663	0.12749587	0.35787407	0.1700967	0.10374751
i	0.009923292	0.005251437	0.00018890464	0.00020083209	0.002227769	0.021523518	0.434529	0.006388667	0.45997307	0.015849937	0.043943584
n	0.0013508638	0.0022754406	0.0006222064	0.00060033175	0.0077504036	0.017127298	0.092214644	0.15575649	0.36726624	0.21561754	0.13941853
