 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
a	0.9710518	0.023524176	0.002356394	0.0027267982	0.00030218947	1.876696e-05	2.3495318e-06	4.1182193e-06	7.318815e-06	1.6761363e-06	4.2933852e-06
n	0.089316964	0.889657	0.005931855	0.010206774	0.0012215402	0.00054085255	0.0026845706	0.00023602681	6.903314e-05	5.5062803e-05	8.022409e-05
ì	0.02063944	0.93436515	0.0048123603	0.039359123	0.0006587626	5.604755e-05	8.062103e-06	9.657752e-05	1.1831819e-06	6.6240415e-07	2.55559e-06
c	0.015339254	0.90605325	0.022508861	0.05072917	0.0037810963	0.0010928051	0.00033146818	0.00016059846	2.340619e-06	8.980758e-07	2.4063718e-07
h	0.015074178	0.8337059	0.015095412	0.13373685	0.002151186	7.779839e-05	1.8561343e-05	0.00013950205	2.1876883e-07	3.1427365e-07	1.0839948e-07
e	0.0053771697	0.6012716	0.009968146	0.37614366	0.0057155997	0.00064204785	0.00012740772	0.00074742694	6.3576585e-06	5.5151946e-07	5.9322257e-08
n	0.006461733	0.27441832	0.33794856	0.29640928	0.0689913	0.007956388	0.0071290922	0.0005976352	5.8756927e-05	9.7356e-06	1.9170871e-05
d	0.05549006	0.27159786	0.015822986	0.64694947	0.009326663	0.00022268016	1.7410148e-05	0.00056424644	7.830205e-06	2.1647243e-07	6.256417e-07
ì	0.021248085	0.02055392	0.008829604	0.84482056	0.091916956	0.008515286	0.00037958723	0.0036266022	0.00010605886	2.2755723e-06	1.1649007e-06
s	7.167616e-05	0.0019401598	0.08249686	0.4323542	0.45289177	0.028597303	0.0010205493	0.00032192518	0.00017623667	9.740574e-06	0.00011954978
o	0.010279945	0.0043670847	0.011713772	0.8971964	0.069334164	0.00088827434	0.00020943882	0.005998166	1.1960815e-05	2.2302054e-07	4.1164833e-07
n	2.5253483e-05	0.00016626515	0.019724956	0.07433612	0.8072658	0.09338236	0.0034084127	0.00078911346	0.0006014416	2.341415e-05	0.00027685013
t	0.019278659	0.003403614	0.011146799	0.52366906	0.40206587	0.008166258	0.0032005294	0.028753676	0.00015922269	1.2804101e-05	0.0001434888
a	0.0016990353	0.0015952302	0.012614851	0.18481414	0.7668483	0.026884798	0.0011626998	0.0042983275	7.379013e-05	3.7043985e-06	5.007942e-06
i	1.2603787e-05	9.730544e-05	0.0023364502	0.0065721343	0.7228273	0.24539046	0.01828248	0.0022799973	0.0017786687	5.2679105e-05	0.00036994054
k	0.00033457787	0.0017926691	0.0007988226	0.01256214	0.306922	0.43261316	0.1768519	0.05876425	0.008183721	0.00060443266	0.0005722394
i	0.0027486903	0.001049402	0.0061341077	0.04194263	0.710543	0.09017687	0.018768014	0.123277254	0.0036220204	0.00012128078	0.0016167425
a	8.0986516e-05	0.0004932588	0.00067187747	0.0013675486	0.34111604	0.488127	0.142353	0.018950913	0.006426722	0.00021109417	0.00020155286
t	0.0005087072	0.0009282979	6.89585e-05	0.0009959453	0.064133346	0.3397472	0.3829264	0.19135924	0.016687497	0.0020701406	0.0005742526
è	0.0023047659	0.00032995426	0.0072013154	0.010331961	0.3603353	0.12958632	0.04652677	0.42229533	0.016635986	0.00043452834	0.0040178047
r	4.655184e-05	0.00020326494	0.00030857942	0.00039157236	0.07424962	0.36843932	0.4647302	0.072524354	0.016894316	0.0017736617	0.0004384947
a	0.0005211969	0.000101613296	0.0041212495	0.0044445195	0.11940254	0.21307291	0.079603285	0.56886566	0.008968899	0.00085171306	4.6368394e-05
i	6.804021e-05	0.00043533734	0.0004449194	0.0005195836	0.012553741	0.381931	0.31869403	0.075293735	0.1958322	0.005534416	0.008693032
n	0.0003124867	0.0015293352	3.509419e-05	0.00013914665	0.001274353	0.0577889	0.7343627	0.12444366	0.06917048	0.005990108	0.004953735
ì	0.0076088067	0.0009098263	0.020761855	0.007901049	0.06609924	0.042251177	0.0702354	0.75335205	0.021062985	0.0009881586	0.008829396
c	9.145417e-05	0.0003122484	8.075221e-05	0.0001077984	0.0007306443	0.024041954	0.78270274	0.16959935	0.015422322	0.0062630875	0.00064775214
h	0.0025034668	0.0007175347	0.0036301874	0.010305988	0.019366829	0.02192023	0.06438884	0.7988519	0.050450657	0.011098096	0.01676633
a	0.0023074418	0.0047341767	0.0013278252	0.0027441352	0.007806262	0.011604377	0.005313044	0.9544318	0.009622469	7.6439705e-05	3.2052554e-05
p	0.00013163386	0.00074960134	0.0005897739	0.0009877626	0.0015464923	0.0069977995	0.093064256	0.060551815	0.7433847	0.045875855	0.046120238
à	0.00491908	0.0010048852	0.013448165	0.0070033274	0.046323393	0.030097917	0.024739573	0.8162374	0.033362966	0.010265921	0.012597361
r	0.0001551935	0.0005759516	0.0004163141	0.0005036503	0.0010583696	0.004241824	0.5518402	0.2046112	0.15649135	0.07251164	0.0075943293
o	0.00042654824	0.00013115257	0.0010342516	0.001137526	0.0041537248	0.010217358	0.010888458	0.876548	0.05509285	0.03981735	0.000552786
n	0.0003115178	0.0017336467	0.0011674461	0.0023117573	0.0021400743	0.0026659495	0.01777832	0.022383915	0.5977641	0.21639785	0.1353454
t	0.0074870978	0.0012412056	0.005095977	0.006015447	0.03100541	0.050041627	0.02094851	0.66898596	0.079355	0.09760339	0.03222034
a	0.00094378315	0.004006091	0.0012709665	0.00669966	0.0047988333	0.012942641	0.0041767643	0.39517537	0.527188	0.0419566	0.0008413075
s	0.00076816836	0.0025247163	0.0016260558	0.002842867	0.0032539605	0.00181428	0.012567187	0.0072417785	0.17226844	0.4269015	0.3681911
t	0.009594688	0.002249552	0.0017338189	0.0047242832	0.0033149072	0.0071199634	0.0038720153	0.23262626	0.40117002	0.25038245	0.083211996
i	0.0003169067	0.001288815	0.0007775841	0.0037494889	0.0024977876	0.0037035344	0.0019662122	0.031792246	0.74238336	0.19915372	0.012370376
n	0.0018067012	0.0068856725	0.0014452712	0.002949516	0.002989058	0.0011513842	0.0060813357	0.0042046355	0.029292896	0.38857758	0.5546159
