 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.93462956	0.05899097	0.00208048	0.003966707	0.00023530197	9.526239e-06	8.745251e-05
g	0.55608666	0.4277942	0.009761895	0.0043545603	0.0010498329	0.00021197734	0.00074084377
e	0.0015714623	0.9979144	0.0004799806	2.8948052e-05	7.277567e-07	6.1893337e-07	3.9466127e-06
n	0.14978257	0.36532554	0.47880208	0.00597455	9.169161e-05	6.196652e-06	1.7483053e-05
i	0.0016383176	0.99640536	0.0010709905	0.0008671821	1.2582769e-05	1.6393614e-07	5.3795543e-06
t	0.033502627	0.41541946	0.52836144	0.021915162	0.0007025325	1.3050153e-05	8.570559e-05
ò	0.0027114633	0.9853329	0.0009898499	0.010817708	4.3112763e-05	8.034332e-07	0.00010418072
r	0.002068872	0.8356991	0.1291541	0.031549547	0.0011831896	4.8929396e-05	0.00029629134
u	0.008569484	0.98908514	0.0008074721	0.0015199431	4.0170644e-06	5.3679923e-08	1.4087747e-05
e	0.0006389248	0.07685419	0.6712687	0.22303596	0.019698163	0.00091903616	0.0075849565
n	0.0024816587	0.038662486	0.72132534	0.18261652	0.027340977	0.0034990774	0.024074119
è	0.08001491	0.76960504	0.0013843467	0.07786868	0.009583357	0.00060545	0.060938217
n	0.00073301233	0.24343584	0.12764998	0.6164163	0.008729012	0.0012082784	0.0018276415
u	0.3015986	0.6329334	0.02059944	0.041046835	0.002595639	1.4054906e-05	0.0012121398
s	0.00060869555	0.0015585378	0.042566203	0.879381	0.04873961	0.0072481055	0.019897906
s	0.0041311053	0.0315855	0.0011980974	0.9049353	0.0041677705	0.00020520539	0.053776998
c	0.000115044306	0.0041514835	0.0037891362	0.99111056	0.000646813	1.6184757e-05	0.00017075585
e	0.33389354	0.32757685	0.0003203874	0.122466624	0.078876846	0.051359564	0.0855062
r	0.001957482	0.0021407139	0.0464609	0.9060961	0.03374104	0.0036131903	0.005990643
r	8.644707e-05	0.00038628298	0.0012827747	0.68510604	0.04042287	0.0029219955	0.2697935
è	0.0009513941	0.004782006	0.05180894	0.84199876	0.021945639	0.002786137	0.07572704
t	0.00035661593	0.00083152024	0.009046189	0.6082883	0.16347481	0.13223246	0.08577012
s	0.029681167	0.01955241	0.11244084	0.64703107	0.013098842	0.001018326	0.1771774
u	0.034149244	0.041001845	0.39203134	0.33117968	0.16520284	0.012478004	0.023957059
m	0.0001913773	0.0005676458	0.0026058771	0.024185032	0.18656518	0.5927338	0.19315107
e	0.0057751304	0.002711048	0.009042405	0.16516419	0.018885572	0.011384336	0.7870373
m	0.00016428507	0.00044618186	0.0011144388	0.011656602	0.068071544	0.7626193	0.15592758
à	0.0009219273	0.00053815555	0.0013224487	0.03670849	0.0032774226	0.017306888	0.9399247
i	1.6106407e-05	0.00022941158	0.00023407003	0.0018113293	0.017331267	0.86781114	0.11256667
</S>	0.015057779	0.0017769161	0.00037056318	0.0023036003	0.011305953	0.52472603	0.4444592
