 	se	si	era	vestita	la	mia	figlia	l'	avessi	portata	alla	chiesa	</S>
a	0.9252101	0.07387087	0.000546744	0.00018347886	0.00011212639	4.6525052e-05	1.4937373e-05	4.834139e-06	1.3968867e-06	1.9225647e-06	3.7429932e-06	1.2367011e-06	1.99905e-06
n	0.36050802	0.5664876	0.040234935	0.015178468	0.0039343615	0.0018826278	0.0009992822	0.0010111126	0.0079441015	0.0009997645	0.00026631175	0.00025104862	0.00030241755
ì	0.030130418	0.15008794	0.785213	0.030735616	0.0030716027	0.0006631796	4.3073003e-05	9.843691e-06	2.4348283e-06	3.758191e-05	1.7867349e-06	6.163283e-07	2.8955142e-06
c	0.04435973	0.6848547	0.21126153	0.043881074	0.011936924	0.0013620018	0.00075850496	0.0005541255	0.00065502274	0.00036656068	5.711867e-06	3.4151183e-06	7.1251173e-07
h	0.03616466	0.46745571	0.40554622	0.073076084	0.016261298	0.0013358931	9.298106e-05	1.4611765e-05	8.9620025e-06	4.2537085e-05	4.352975e-07	4.2411955e-07	1.08912104e-07
a	0.009644416	0.05729043	0.669167	0.1994087	0.059735246	0.0039955955	0.00025714125	8.742127e-05	4.9729828e-05	0.00035687964	6.7596934e-06	6.889293e-07	6.548427e-08
n	0.023097843	0.3270438	0.26777798	0.16436571	0.14448166	0.033351146	0.012325642	0.0053381356	0.019689932	0.0022652114	0.00015781348	3.764746e-05	6.741709e-05
d	0.038909644	0.03953799	0.77864873	0.10929301	0.02912549	0.0041890973	0.00016701443	2.986675e-05	6.2114905e-06	8.743819e-05	4.7996477e-06	1.809329e-07	5.689429e-07
ì	0.0063656615	0.0036030083	0.51975435	0.31217664	0.12976423	0.025496494	0.0018258078	0.0005752843	3.8415947e-05	0.00038159345	1.736124e-05	6.3011964e-07	4.275484e-07
s	0.0001553604	0.004146553	0.10660486	0.29676676	0.46587864	0.09244209	0.02870451	0.0041565225	0.00065887306	0.00018660388	0.00013680337	1.1129637e-05	0.00015136905
o	0.017951839	0.04324667	0.24310887	0.40326613	0.25221097	0.036246408	0.0028441842	0.0001218684	3.0080317e-05	0.00096319144	8.9560035e-06	2.7136429e-07	5.005988e-07
n	4.6442055e-05	0.0002488687	0.011653267	0.21154419	0.49458444	0.19735269	0.070745595	0.011550505	0.0013915288	0.00031684144	0.00031980738	1.6054813e-05	0.00022976282
t	0.017446542	0.03780531	0.035718404	0.38215625	0.45168793	0.05825209	0.013488542	0.00068515004	0.00031290384	0.0023216656	5.3747357e-05	5.943894e-06	6.551107e-05
a	0.0012508188	0.0069443635	0.05193071	0.32072905	0.47746852	0.11630596	0.023067223	0.001796848	9.443207e-05	0.00038990157	1.8055087e-05	1.3839677e-06	2.8547252e-06
i	1.9493218e-05	7.6131415e-05	0.0011209247	0.11201349	0.3656255	0.30444917	0.17248072	0.037964415	0.0044484586	0.0006643724	0.00078713545	2.9900277e-05	0.00032026978
k	0.0004697215	0.00017423576	0.0062575606	0.15350433	0.19809851	0.19562238	0.18880416	0.14190032	0.084185265	0.02349859	0.006349137	0.0004735494	0.00066217914
i	0.0019894873	0.010521332	0.0023162654	0.09258579	0.32897717	0.336508	0.19873248	0.01036896	0.0029091886	0.012797166	0.0013294591	5.2005376e-05	0.0009127145
a	0.00010897842	0.00010849787	0.00038473358	0.053494617	0.16778632	0.30562738	0.31987762	0.12384223	0.022119135	0.0036703644	0.0027466395	8.811893e-05	0.00014533526
t	0.0008059588	0.00022709515	0.00044111756	0.01862539	0.04192806	0.107127324	0.26442736	0.2851752	0.17825103	0.08142321	0.01881706	0.002037995	0.00071316306
è	0.0014804786	0.0025578802	0.00047765442	0.025736965	0.13416056	0.28136432	0.47090095	0.029350346	0.0071112225	0.040091198	0.0050156983	0.00014695746	0.0016058111
r	5.531073e-05	9.278746e-05	0.000105302715	0.0051040966	0.03214643	0.15631853	0.45479804	0.24691553	0.078115895	0.015776783	0.009500217	0.0007350652	0.0003360329
a	0.00047239033	0.0011470249	0.00022358082	0.009681961	0.052873284	0.13717307	0.6051425	0.082260765	0.014274771	0.09472798	0.0018277457	0.00017888956	1.6023214e-05
m	2.8071529e-05	8.891301e-05	6.003437e-05	0.00027796553	0.0012237787	0.010101695	0.44623303	0.4723324	0.036864325	0.009324456	0.021148037	0.0006125328	0.0017046764
u	0.00096362014	0.0008100559	5.8804617e-05	0.0019529432	0.016673265	0.057230335	0.6774977	0.1073377	0.020856773	0.10981918	0.0062008672	0.00033062632	0.00026810684
t	4.5999896e-05	0.00015585788	7.1627685e-05	0.0002133707	0.00084161415	0.0037782919	0.2762385	0.5623945	0.093850486	0.02232836	0.035924334	0.0012267049	0.0029302808
i	0.0017393064	0.00083036436	3.7231992e-05	0.000322767	0.0032735218	0.025487978	0.5088239	0.1954301	0.05533335	0.15093303	0.051255137	0.0023392474	0.0041940557
n	9.281516e-05	0.00021478374	7.587137e-05	0.0001333297	0.00069522404	0.0027364693	0.11988788	0.36083424	0.36680502	0.08074678	0.061192445	0.0035603328	0.0030247578
ì	0.0077460217	0.004283505	0.00022590457	0.0018660844	0.012948342	0.055048402	0.29275504	0.10326499	0.06829539	0.4034952	0.03562457	0.0025815787	0.011864971
c	0.00010986782	8.976511e-05	5.1556464e-05	5.7902787e-05	0.00014163832	0.00043724434	0.026004858	0.13085477	0.6226155	0.20009468	0.013369853	0.00566797	0.0005043409
h	0.001706297	0.0017686476	0.0003882479	0.002029168	0.018472385	0.04067137	0.09042862	0.08987083	0.12376169	0.56749976	0.025218964	0.024466947	0.013716953
a	0.006385058	0.008922842	0.009181779	0.010151929	0.014894816	0.027975503	0.08983919	0.047873534	0.010919002	0.75781435	0.015748385	0.00022585307	6.772046e-05
p	0.00020691469	0.000621574	0.0003868406	0.00036465967	0.0009843131	0.0015462509	0.007761447	0.066390604	0.18532829	0.0741673	0.58519363	0.036004905	0.04104324
à	0.004356671	0.0033570463	0.00038174418	0.0012235926	0.012983939	0.10455885	0.09312189	0.051604718	0.058785178	0.60639364	0.030317621	0.015276726	0.017638363
r	0.0001227325	0.00018351451	0.000117365074	0.00010268463	0.00029453452	0.00059571053	0.0035714626	0.019406116	0.63954926	0.23386121	0.063315555	0.034778472	0.0041013476
o	0.00041403307	0.0008691621	4.6134068e-05	7.367206e-05	0.00097751	0.009230665	0.021101594	0.03173002	0.034883674	0.8035259	0.041533083	0.054529868	0.0010845965
n	0.00040165702	0.0011548526	0.0009126275	0.00066603045	0.0017395084	0.0023253842	0.0026236526	0.010928202	0.056346077	0.032527234	0.62536997	0.15937495	0.105629854
t	0.0037214966	0.0024543698	0.0003371614	0.00042992565	0.0044496753	0.06999015	0.053115092	0.04408868	0.038104363	0.56023145	0.06475456	0.12644376	0.03187936
a	0.0012590496	0.004653085	0.011168242	0.0040431293	0.008587156	0.02068903	0.026535146	0.03979528	0.0055407276	0.44818798	0.38203686	0.046751186	0.0007531268
s	0.00081950426	0.0014111557	0.0011902687	0.0008116339	0.0026186684	0.0049266596	0.002231393	0.0037190488	0.030643132	0.010991925	0.3020865	0.33500102	0.30354905
i	0.008245261	0.0066850474	0.00040954186	0.00025086812	0.0012964064	0.010832547	0.011711158	0.015598764	0.00837308	0.27996585	0.3380055	0.24446131	0.07416466
n	0.0012724131	0.001706396	0.002463219	0.0010016558	0.002986698	0.0062302477	0.0023265085	0.0023663417	0.04005544	0.014694452	0.11733072	0.57286364	0.23470227
a	0.023299422	0.016567832	0.0028774824	0.0016836943	0.0062927995	0.0761722	0.04619156	0.031185677	0.006601839	0.14544344	0.046233233	0.24650453	0.35094637
g	0.005117603	0.0028310714	0.0058442545	0.0021660565	0.003163001	0.005162581	0.0039703273	0.0039917002	0.07640125	0.039543528	0.021462563	0.74091285	0.08943326
l	0.016530396	0.017186569	0.010135358	0.003862139	0.010212839	0.098912865	0.04154165	0.029099075	0.002898645	0.07469616	0.025292175	0.33955595	0.33007616
i	0.00042065702	0.0016196519	0.0070005143	0.0015868223	0.005275647	0.015102588	0.010873855	0.022762781	0.0056189164	0.034143902	0.12264984	0.66442376	0.108521
s	0.0070377155	0.002721644	0.005565595	0.0017034203	0.0027997955	0.006105045	0.002039329	0.0013063337	0.012499287	0.0037244195	0.0056894645	0.6486564	0.30015153
ì	0.005489852	0.005930889	0.0014235212	0.00050363323	0.0016588694	0.010370714	0.0044190497	0.0065897196	0.0021307478	0.034749426	0.09045487	0.6297016	0.20657703
a	0.0018387404	0.001668883	0.0039513027	0.001151375	0.002407231	0.005306664	0.0012410787	0.00073567044	0.0072381925	0.0015490031	0.007327849	0.6092043	0.35637972
</S>	0.03370485	0.010711983	0.004759379	0.0017210192	0.0022010375	0.0049217073	0.0004928845	0.00024170084	0.007592273	0.005742771	0.009523152	0.4332951	0.4850922
