 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.999592	0.00040134232	4.054289e-06	1.2171988e-06	5.778009e-07	1.3552048e-07	5.7785684e-08	1.15568994e-07	6.6079096e-08	4.4604263e-07
s	0.9857868	0.013395899	0.00078701664	2.2882432e-05	1.6183752e-06	7.098046e-07	2.9356456e-06	1.2584412e-06	2.8726927e-07	5.7501137e-07
e	0.31512854	0.4063973	0.17841452	0.081281826	0.0025888896	0.0013935724	0.009248329	0.005538986	3.598199e-06	4.3274727e-06
l	0.94368845	0.052726954	0.0033785435	0.00013942222	1.2548429e-05	7.244675e-06	3.874566e-05	3.6513172e-06	3.1445342e-07	4.0696964e-06
a	0.0962685	0.8294314	0.06704438	0.0057531325	0.00014980594	4.5693854e-05	0.00041169126	0.0008854497	2.3859059e-06	7.4984014e-06
n	0.060781486	0.89947814	0.032627106	0.0055153784	0.0006036907	0.00012774703	0.00015606194	4.5078825e-05	1.3917864e-05	0.00065137754
a	0.017907513	0.56510615	0.34210482	0.0722306	0.00048753302	0.00018926959	0.0008807896	0.00053819513	3.3916825e-05	0.00052121666
v	0.012470742	0.79175407	0.18676417	0.007446609	0.001108635	0.00022391572	0.00014880086	2.1056903e-05	2.9687899e-06	5.9003247e-05
r	0.065416686	0.2461197	0.4082032	0.2641489	0.004786244	0.0013818314	0.0040401015	0.0034601325	0.00020905734	0.0022341735
ì	0.079149194	0.72191596	0.11853859	0.06160097	0.016111795	0.0016576971	0.00041416724	0.00039111447	3.3551754e-05	0.00018705156
k	0.007736512	0.09535657	0.78655094	0.087091446	0.013877068	0.005006225	0.003288532	0.00043784326	7.1883194e-05	0.0005830235
o	0.0028637662	0.1297639	0.12456895	0.6030118	0.043208722	0.011056729	0.012163887	0.07186738	0.000107761334	0.0013871161
a	0.008401964	0.04995981	0.3479291	0.45198163	0.113368124	0.0138535	0.0043040477	0.0018614723	0.0005163749	0.007823944
f	0.0030969537	0.0034884983	0.7251083	0.19674613	0.019434389	0.025654867	0.023074538	0.002355809	0.00024240196	0.00079807034
ù	0.0004340498	0.0018500948	0.009770462	0.88593334	0.06924424	0.009612552	0.010850785	0.010346069	4.63961e-05	0.0019120553
r	0.0025613657	0.0039396114	0.3844755	0.5000159	0.059409015	0.019292476	0.025818327	0.0035503467	0.0004892804	0.00044819317
n	0.00019519022	0.0011763907	0.0039975145	0.48665807	0.28896245	0.078308865	0.035536565	0.105037816	3.449106e-05	9.252716e-05
o	0.124306805	0.6019299	0.02360119	0.23507564	0.006385355	0.0016878435	0.003013077	0.0039770682	3.0017807e-06	2.0117755e-05
k	0.0013359709	0.0007697604	0.008327585	0.12266538	0.7005885	0.116997905	0.020313634	0.013288821	0.003953903	0.011758591
a	0.00031488243	0.00035322548	0.0013752555	0.2571408	0.36483502	0.116096415	0.095867276	0.16303203	0.00018107795	0.00080397347
k	0.0045188502	0.0022442916	0.024199743	0.10287509	0.58447075	0.16015212	0.07188621	0.034493044	0.006423234	0.008736559
a	0.00095916045	0.0002788028	0.001963498	0.1030672	0.27536565	0.12590727	0.15879071	0.32814598	0.0011076654	0.0044140867
n	0.008080378	0.0044030384	0.037268568	0.034590196	0.22062026	0.15689313	0.39441755	0.121138535	0.014376153	0.00821214
n	0.002698623	0.0001811635	0.0010100182	0.024332004	0.10476916	0.055886667	0.10678026	0.69583344	0.001647779	0.006860844
i	0.098239064	0.038201742	0.055515	0.14181207	0.21072493	0.036978986	0.03282107	0.36858717	0.008904065	0.0082159005
u	0.022652838	0.0061213067	0.03319657	0.005238501	0.019997677	0.046106182	0.51183814	0.26927754	0.061091196	0.02448006
n	0.0087301675	0.0005196209	0.001792435	0.0012275404	0.001864361	0.047704365	0.7710226	0.15776804	0.006012706	0.0033581771
r	0.0065807076	8.662741e-05	0.00023785366	0.0028256436	0.014756591	0.0039818506	0.009440988	0.95421207	0.0011581023	0.006719504
ù	0.0023475117	0.0065229125	0.13679676	0.13431208	0.04286333	0.0074526654	0.013139822	0.25171897	0.36124745	0.043598514
s	0.023306012	0.0044608978	0.014691273	0.0022981092	0.0031248545	0.010950239	0.16351813	0.47774795	0.22473039	0.075172044
t	3.8110917e-05	3.1165455e-06	1.3104327e-05	0.0002277749	0.0036782853	0.0023838608	0.0061205067	0.98614174	0.001152258	0.00024111042
i	0.108235896	0.13480994	0.09010388	0.16846472	0.057684723	0.029965758	0.04920136	0.3392361	0.018341191	0.0039564613
k	0.02147158	0.002850324	0.0033128157	0.003787179	0.0038229604	0.009519219	0.008622342	0.13558993	0.46331048	0.34771317
o	0.0025817545	5.9021244e-05	4.170833e-05	0.00029985982	0.006334949	0.0017066111	0.0013652368	0.9582379	0.023716202	0.0056568203
k	0.026409017	0.008168747	0.025514256	0.010190394	0.0053143925	0.018762648	0.037937336	0.11442052	0.5642058	0.18907684
a	0.009383253	0.000231357	0.00013051304	0.0004559269	0.013331497	0.004068336	0.0030846426	0.8541887	0.078969784	0.036156036
l	0.04198638	0.017909288	0.10128717	0.018134609	0.0030936264	0.01178979	0.038021285	0.033234894	0.53500456	0.19953842
ù	0.01548626	0.0004520716	0.0001811306	0.00067875895	0.014537596	0.006550975	0.006023248	0.6933993	0.17542124	0.087269545
</S>	0.025750242	0.010744704	0.03739023	0.01076259	0.0017619468	0.004258631	0.01011016	0.013762294	0.52162415	0.36383507
