 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
e	0.9980763	0.0017860882	0.00012686192	5.0877834e-06	1.6901596e-06	1.7140813e-06	8.1453067e-07	2.9274344e-07	3.146495e-07	1.4775141e-07	7.032805e-07
t	0.8138424	0.17704274	0.006981999	0.0004884544	0.00047418586	8.371497e-05	5.7273024e-05	0.00010600989	2.9137962e-05	0.0008609117	3.310633e-05
t	0.91250813	0.019764828	0.06344034	0.0039998824	0.0002465163	6.4092505e-06	1.0021744e-05	5.521553e-06	6.6717707e-06	9.72458e-07	1.0584365e-05
ù	0.8109972	0.12399544	0.061012242	0.0033292668	0.0006414515	1.0625009e-05	3.2021549e-06	5.213437e-06	3.65101e-06	2.779032e-07	1.3548179e-06
a	0.026216213	0.9042712	0.067385964	0.0013416208	0.0006009305	8.185505e-05	2.594949e-05	1.2224901e-05	4.9161617e-06	3.8370286e-05	2.0845413e-05
n	0.01648302	0.83745295	0.13800159	0.0038838135	0.0033505799	0.00021234964	0.00018420142	0.0002624367	2.3797491e-05	0.000107103166	3.8200284e-05
k	0.25826874	0.24522024	0.44965687	0.03096788	0.008026181	0.003220987	0.0027819255	0.00069883495	0.00017295548	0.00010349828	0.00088189327
ò	0.06371998	0.078169696	0.8414203	0.01590074	0.00077372097	1.0641798e-05	3.0576678e-06	1.4764497e-06	2.2168457e-07	8.685524e-08	8.349729e-08
r	0.00045404417	0.34529662	0.6051822	0.035571683	0.012087845	0.0008100313	0.000293679	0.0001869522	1.8267903e-05	6.358387e-05	3.5120913e-05
a	0.00078531954	0.087104045	0.80511034	0.0871097	0.018804777	0.0005639413	0.0004885257	2.6491243e-05	3.5623445e-06	5.751438e-07	2.7256144e-06
s	0.0002492743	0.0392832	0.676995	0.1794862	0.08731111	0.011094381	0.0027732856	0.00094860466	0.00016770013	0.00055450056	0.0011367678
t	0.00069315353	0.011184419	0.82775605	0.1407757	0.018396113	0.00048463576	0.00052591844	3.3284952e-05	8.949795e-06	1.4349542e-06	0.00014029801
è	0.009299715	0.030169824	0.79116744	0.13844198	0.03043369	0.00036833968	7.089172e-05	3.5390345e-05	7.3677097e-06	1.5660393e-06	3.777008e-06
o	0.0002641929	0.010097264	0.45618525	0.34714204	0.16174668	0.01797957	0.0041423473	0.0009305295	0.00027216965	0.00015020634	0.0010897756
