 	allora	questo	anno	che	viene	vengo	nuovamente	qui	e	mangio	molti	pasticciotti	</S>
a	0.99471384	0.0044760886	0.00031820426	0.00039674083	2.0547526e-05	4.2883406e-05	9.728975e-06	3.378801e-06	3.3763013e-06	3.5234364e-06	3.421731e-06	4.047472e-06	4.070842e-06
l	0.95580727	0.042313162	0.0014891629	9.7315504e-05	0.00010810385	0.00014293789	7.380789e-06	6.069859e-06	6.4929577e-06	1.2441413e-05	3.7504963e-06	2.9871294e-06	2.9238213e-06
l	0.8234773	0.12456812	0.02690031	0.0005522834	0.0015702137	0.022655478	9.124333e-05	0.00010325321	1.8198423e-05	3.4345892e-06	1.5143572e-05	4.181462e-05	3.2011603e-06
ò	0.15101981	0.75872564	0.063537315	0.011342457	0.005609972	0.009483157	7.4788855e-05	3.6573554e-05	1.7064236e-05	4.7392364e-06	1.6470643e-05	0.0001283683	3.5852665e-06
r	0.2596092	0.6905087	0.035934616	0.01292322	0.00052871386	0.00037356018	5.070278e-05	1.7116472e-05	1.7380049e-05	1.0410537e-05	7.063832e-06	2.2395768e-06	1.7072325e-05
a	0.082466826	0.67657435	0.20480542	0.005984863	0.0069077113	0.022690786	0.00024743573	0.00025393406	3.421049e-05	1.2386214e-05	1.2251791e-05	9.240291e-06	5.325174e-07
f	0.07310699	0.6919163	0.13057224	0.09377516	0.0060877623	0.0025826606	0.00047977755	0.00025391343	0.00030818002	0.00025234214	0.00012455061	4.3961492e-05	0.0004962474
è	0.03349989	0.435942	0.41078112	0.010777075	0.016898077	0.09042159	0.000712582	0.00053870166	8.528974e-05	2.0981413e-05	3.059125e-05	0.00018612674	0.00010594426
t	0.0029899187	0.6434765	0.1834487	0.16542037	0.0024597286	0.001079675	0.00073656905	7.986929e-05	0.00010180291	7.921752e-05	4.6178844e-05	5.047697e-06	7.644183e-05
i	0.007250852	0.20224611	0.54454	0.12791504	0.043700326	0.070632406	0.0013906003	0.0017265262	0.0003354842	6.987938e-05	7.1475966e-05	0.00011849532	2.8816216e-06
p	0.0019080149	0.058303062	0.26740155	0.65085655	0.011482172	0.0045551774	0.0028521875	0.0005195753	0.0006871261	0.0004547421	0.0003001258	4.068972e-05	0.00063894526
ò	0.039499484	0.02762109	0.7451382	0.03179205	0.042561226	0.10946369	0.001987544	0.0014069838	0.00023718186	5.527282e-05	6.6612265e-05	7.398007e-05	9.667564e-05
r	0.0022923274	0.036522336	0.45866948	0.42846882	0.054338057	0.014855457	0.0037205676	0.00020990647	0.00025073817	0.00050080847	0.0001166864	1.1575786e-05	4.3249263e-05
k	0.0006411641	0.012200476	0.34894034	0.50030035	0.046396725	0.064139776	0.020788759	0.005328148	0.00059938553	0.0001635813	0.00016689739	0.00032845105	5.967706e-06
