 	le	melanzane	vogliono	girate	</S>
i	0.99762887	0.002255752	5.2407e-05	9.380014e-06	5.3569885e-05
m	0.9778789	0.020159166	0.0012909238	6.117355e-05	0.0006097575
a	0.18131885	0.5825468	0.23609272	1.3924621e-05	2.7618858e-05
r	0.8522785	0.14613041	0.0012396096	0.00014476273	0.00020672134
a	0.098514274	0.7912961	0.10060792	0.007501224	0.0020804547
n	0.03491247	0.86000013	0.08062415	0.008127681	0.016335567
g	0.02601579	0.39316833	0.5782682	0.0012911892	0.0012565029
i	0.06045249	0.6210457	0.31813312	0.0001963818	0.00017220234
à	0.029188117	0.76336384	0.18472655	0.019935273	0.0027862503
n	0.003037041	0.113995485	0.87170917	0.010645453	0.00061293977
e	0.031619616	0.043222416	0.9240153	0.0010566935	8.598234e-05
i	0.0013858011	0.0068101897	0.69152814	0.2167985	0.08347734
t	0.002175939	0.0009092688	0.8151827	0.15385461	0.027877515
è	0.002877225	0.0044760234	0.97759104	0.012861679	0.0021941063
l	0.0010819035	0.005080034	0.73162925	0.23710315	0.025105549
u	0.011392455	0.010757247	0.92774445	0.04979637	0.00030949299
n	0.00071778946	0.00041702035	0.0226347	0.74941033	0.2268201
e	0.09858084	0.01971008	0.66854733	0.19798733	0.015174368
v	0.0007042864	0.0005249403	0.010019394	0.87217736	0.11657407
o	0.49633715	0.043893345	0.20310017	0.22050698	0.03616228
t	0.0011370488	0.0004490008	0.0010369953	0.8943301	0.10304679
i	0.09309838	0.0037354538	0.08413987	0.73022974	0.0887966
m	0.0016122401	0.00065167976	0.0011860814	0.73655134	0.25999865
m	0.034554694	0.0015862448	0.033894066	0.883676	0.046289057
è	0.004778297	0.007299065	0.018894097	0.91350293	0.055525556
n	0.0030577919	0.0009625872	0.0011135283	0.3289996	0.6658665
e	0.12220924	0.04425563	0.13523695	0.33830565	0.35999247
</S>	0.0023139145	0.0014094919	0.00088414975	0.2694353	0.72595716
