 	è	che	stanno	ancora	svegli	</S>
è	0.76432794	0.20128441	0.03324382	0.00019107094	2.6581654e-05	0.00092610205
n	0.015970066	0.77074957	0.2093216	0.000551942	0.002150759	0.0012561159
a	0.11571578	0.10184979	0.7350546	0.014888213	0.0025820788	0.029909508
s	0.0069176448	0.24580395	0.7089934	0.018973093	0.013888264	0.0054237028
t	0.07676283	0.06788712	0.85277236	0.0017842208	5.8397323e-05	0.00073519524
a	0.0008207331	0.038596723	0.9595032	0.0010574105	2.0114405e-05	1.8318716e-06
t	0.0016527143	0.018096248	0.7561628	0.078751504	0.032929495	0.11240722
ù	0.11691199	0.027229294	0.8417832	0.009402285	0.00014552394	0.0045277257
n	0.0012016521	0.014091619	0.6127225	0.2203504	0.069276035	0.08235777
e	0.48253396	0.024056897	0.2827097	0.18892878	0.0084330235	0.013337628
a	0.0004257602	0.0008293556	0.007185365	0.26526907	0.6965251	0.029765315
n	0.0024409972	0.0009728028	0.0028461437	0.7158201	0.26684093	0.011079058
k	0.13714015	0.019704314	0.018112238	0.0139476145	0.0020908446	0.8090048
ò	0.065785795	0.23609789	0.22568314	0.1066373	0.24717517	0.11862071
r	0.00058490067	0.00078040845	0.00027056783	0.0490567	0.94420296	0.005104495
a	0.052603144	0.0071582105	0.008897287	0.08233002	0.5539313	0.29507998
a	0.0010657331	0.0024291112	0.0021597103	0.008475719	0.8558206	0.13004914
t	0.027401231	0.01841179	0.0038275477	0.017288284	0.74447167	0.18859947
s	0.14835635	0.0134151485	0.005061115	0.012228985	0.02982755	0.7911109
ù	0.034317736	0.058683492	0.05033927	0.13733071	0.064280584	0.65504825
n	0.011954678	0.0447189	0.01742811	0.011526223	0.36788693	0.5464851
n	0.109979585	0.031153591	0.0056303716	0.102474615	0.0055193594	0.74524254
i	0.33391717	0.37870964	0.079000525	0.15695687	0.005332936	0.04608276
t	0.010843448	0.036922984	0.03235112	0.010921061	0.05812522	0.85083616
i	0.45563716	0.26793933	0.092237964	0.00880601	0.0020242138	0.17335533
</S>	0.020306438	0.103852466	0.06621106	0.014515997	0.06777348	0.7273406
