 	voi	avete	mai	mangiato	il	pasticciotto	</S>
e	0.99975926	0.00017364041	5.7560563e-05	1.5199344e-06	5.398117e-07	4.3693987e-07	6.9567527e-06
s	0.99948883	0.000434711	3.829253e-05	2.7097927e-05	4.039823e-06	4.2101196e-06	2.9377977e-06
ì	0.98979014	0.009824865	1.8053577e-05	0.00020654922	2.1280024e-05	0.00013845717	6.9807254e-07
ì	0.99894613	0.00085650996	0.00018485544	1.0790437e-05	8.27886e-07	2.8630436e-07	6.1792804e-07
s	0.9289696	0.062580176	0.006605706	0.001435073	0.00023305055	4.48686e-05	0.00013150088
e	0.39433014	0.58011526	7.3512616e-05	0.011652419	0.0015520047	0.012272106	4.587905e-06
s	0.65851957	0.27920014	0.052534863	0.0040578605	0.00060536806	0.00025933466	0.0048228283
t	0.11049818	0.8706898	0.00017697664	0.011267364	0.00095447805	0.0062423465	0.00017071552
a	0.15741065	0.8219288	0.00075616327	0.018645074	0.00040538743	0.0008533679	6.3219846e-07
f	0.02468248	0.35578966	0.54126555	0.062936634	0.0050911866	0.0004766542	0.009757796
a	0.054373275	0.8058508	0.0055759107	0.102671236	0.01559486	0.013715645	0.002218202
m	0.004664115	0.08524714	0.76354355	0.1303374	0.012638306	0.0013552408	0.0022142716
è	0.0054282835	0.36773556	0.040200748	0.43840766	0.09403947	0.04542132	0.00876689
n	0.0029503908	0.030748582	0.58292276	0.35303804	0.02549731	0.0013134556	0.003529474
a	0.005008622	0.05839411	0.0667694	0.6269573	0.17934172	0.060748186	0.0027806975
m	7.893905e-05	0.00062954694	0.8117879	0.14116694	0.03803857	0.003976128	0.004322101
a	0.03162405	0.025761062	0.032662243	0.41765848	0.30530083	0.09916196	0.08783123
i	0.0006852629	0.0007190889	0.51646584	0.3759817	0.09397655	0.0056045474	0.006567018
i	0.0009587847	0.00020713235	0.3047033	0.22778867	0.3708699	0.06798662	0.027485538
l	0.0013185645	0.0003116237	0.16071692	0.31919298	0.3793316	0.12031973	0.018808618
p	0.002643302	0.0018950889	0.0060393056	0.121491514	0.70815617	0.108745456	0.051029127
a	0.026637696	0.077378154	0.0041967286	0.14101925	0.38595197	0.35727823	0.0075380364
s	0.003932225	0.0011220744	0.08357808	0.07522427	0.56630826	0.20482777	0.06500733
t	0.005053696	0.0007132484	0.0112524675	0.06799759	0.59052354	0.27624476	0.04821478
i	0.041603543	0.011517409	0.015060251	0.050549824	0.32874277	0.5330971	0.019429132
c	0.029568851	0.0026686531	0.050920997	0.027137708	0.2934207	0.19612701	0.40015605
c	0.028988086	0.002831902	0.0010885611	0.03535121	0.21607572	0.6889879	0.026676618
i	0.24685137	0.12453408	0.00070348807	0.02670041	0.0031364122	0.5254316	0.07264266
ò	0.12704098	0.002446804	0.002627309	0.0027745785	0.0106106475	0.04500565	0.80949396
t	0.0007639932	0.0004974528	0.00093438936	0.046499122	0.21730448	0.71031815	0.02368241
t	6.3335276e-05	0.0020737795	0.0018497343	0.021661006	0.341549	0.6315139	0.0012892364
o	0.008479694	0.0390162	0.016607683	0.07191508	0.049389638	0.7565509	0.0580408
</S>	0.08096218	0.0031068518	0.00461793	0.0023547555	0.0031459997	0.020680303	0.88513196
