 	avete	cucinato	le	verdure	</S>
m	0.99390596	0.0059409253	4.3304823e-05	1.2183751e-05	9.768223e-05
a	0.55373865	0.40987316	0.009146478	0.027198443	4.330283e-05
r	0.8100828	0.1884239	0.0009442927	0.00039041013	0.00015862298
è	0.51206493	0.45572367	0.020771852	0.009712684	0.0017268795
t	0.07528037	0.9105082	0.006342175	0.004300157	0.0035690134
s	0.106073715	0.81734604	0.035231967	0.041189104	0.00015906466
a	0.1406687	0.7338684	0.07641077	0.0490503	1.7601178e-06
t	0.0015162425	0.9368332	0.026055552	0.008581592	0.027013402
o	0.042958587	0.8995319	0.021379748	0.035020273	0.0011096919
t	0.0021284202	0.64612496	0.20915975	0.057519753	0.0850671
a	0.056945365	0.27983767	0.3197712	0.28594536	0.05750039
l	0.0012078406	0.045482762	0.759344	0.14826149	0.045703974
à	0.020205144	0.037820905	0.36572385	0.46869314	0.10755697
c	0.0005718771	0.0047016907	0.7398562	0.22720547	0.027664723
h	0.012690909	0.0017234923	0.014497905	0.8760136	0.095074095
a	0.0073315226	0.0052410574	0.28118527	0.70615584	8.624774e-05
n	0.0026820118	0.0025728757	0.10929104	0.40474424	0.48070973
a	0.025109855	0.008900968	0.008727434	0.8686656	0.088596106
</S>	0.0017531692	0.0010210266	0.05263945	0.77520025	0.16938607
