 	la	casa	la	costruirono	i	muratori	</S>
o	0.9635848	0.03477814	0.0015737014	4.794554e-05	1.7750046e-06	2.1646072e-06	1.1629209e-05
s	0.4564801	0.5196476	0.022985514	0.00052902894	0.0002627227	3.0909127e-05	6.420438e-05
p	0.38317713	0.6016024	0.013438664	0.001130464	1.0552575e-05	0.00063327106	7.56346e-06
ì	0.14093079	0.8371724	0.020570755	0.0012074398	1.2496888e-05	0.00010589896	3.0105565e-07
t	0.0031101746	0.7729937	0.22012667	0.003539416	0.00012291367	7.0876367e-06	9.993573e-05
i	0.041868303	0.77310675	0.18011512	0.003463248	2.1875107e-05	0.0014214022	3.3291055e-06
o	0.0009675244	0.32177958	0.6497421	0.018914683	0.0017236888	0.000112580674	0.006759877
f	0.0008443834	0.036091346	0.7267973	0.14459588	0.087795265	0.00028027693	0.0035956244
a	0.011077422	0.26543403	0.5647252	0.13772197	0.00090434734	0.015838671	0.004298375
b	0.00016306111	0.0066722278	0.6772423	0.29178762	0.022566905	0.0005501424	0.0010177892
b	0.0050501046	0.043212544	0.44997296	0.44986182	0.0034704243	0.03923819	0.009193977
r	0.0018113506	0.028839523	0.7599025	0.19587435	0.0006373352	0.012899449	3.5457637e-05
i	0.012436133	0.055804264	0.5772669	0.34732747	0.0041854493	0.0027123482	0.0002675056
k	2.8244609e-05	0.00020788833	0.0431209	0.84582496	0.09528805	0.0013810083	0.014148985
è	0.00052574073	0.0028290593	0.092126355	0.88476646	0.005667521	0.012902921	0.001181801
t	9.082969e-05	0.0003295476	0.011629456	0.8450481	0.12917061	0.006978928	0.006752549
s	0.00034838225	0.00062231394	0.059072908	0.875914	0.011166927	0.052853573	2.203895e-05
a	0.04724503	0.0047787353	0.021633675	0.9010412	0.0054673324	0.019686691	0.00014731729
n	0.00035381463	0.00055674213	0.0018803439	0.20736115	0.6720683	0.062407445	0.05537217
e	0.0047729495	0.002239898	0.03536347	0.24305391	0.016340807	0.6961756	0.002053335
e	0.0009406139	0.0009351426	0.0011133768	0.024263766	0.75901705	0.18987294	0.023857158
f	0.010354286	0.00088452	0.00046763828	0.010617794	0.7852161	0.18489572	0.0075639654
a	0.003484553	0.00089467	0.002160056	0.029048871	0.008713161	0.93481475	0.020883955
b	0.006286993	0.0059597474	0.002283067	0.008240192	0.24722664	0.6818807	0.04812257
b	0.0020181919	0.0006885438	0.000673836	0.009991771	0.003931431	0.96398646	0.018709833
r	0.0018887313	0.0023314857	0.0007540834	0.009092405	0.005800832	0.97280926	0.0073232385
i	0.000844874	0.0006434844	0.0009868812	0.02182055	0.0008732316	0.973068	0.0017629287
k	0.0038544517	0.002182152	0.0008038536	0.0016203283	0.06938153	0.3312657	0.59089196
a	0.0023188598	0.0018178943	0.0012886031	0.007608892	0.0011845011	0.980349	0.005432359
t	0.007154791	0.0067643104	0.0017530059	0.0022778888	0.028751466	0.6684791	0.28481948
ù	0.012867421	0.008083021	0.0018298969	0.0056472966	0.0039332723	0.9226044	0.045034677
r	0.0038247001	0.0038368548	0.000872554	0.00089440786	0.005263632	0.7367963	0.2485115
i	0.0002378937	0.0002083667	0.0003655757	0.0005017169	0.00013696896	0.99830437	0.00024508295
</S>	0.0040938477	0.0033602554	0.0017919814	0.0015136927	0.005031088	0.110306285	0.8739028
