 	quando	io	divento	vecchia	vendo	la	casa	vendo	la	casa	a	Trieste	vengo	e	abito	a	Martano	</S>
m	0.99978656	6.252274e-05	0.00014247472	7.5951843e-06	3.396833e-07	1.2828093e-07	1.015229e-07	6.3701286e-08	4.7691223e-08	4.86984e-08	4.327791e-08	3.843949e-08	3.2247037e-08	3.4501724e-08	4.114331e-08	3.5188247e-08	2.806656e-08	2.3439355e-08
ò	0.9992493	0.00072233967	1.0356471e-05	1.6525559e-05	5.411302e-07	2.3753744e-07	4.4735577e-07	2.1805384e-08	2.3849612e-08	6.185824e-08	7.631959e-09	1.873174e-08	2.5767127e-08	7.041224e-09	6.0153074e-09	1.0537679e-08	9.7381045e-09	2.0896884e-08
t	0.97590864	0.01755207	0.005956519	0.0005362572	3.2335498e-05	5.619496e-06	3.4294333e-06	1.3902888e-06	6.550433e-07	4.8627464e-07	2.8094988e-07	3.1677942e-07	5.2994744e-07	2.4895763e-07	2.493611e-07	1.823203e-07	2.3017881e-07	4.8656597e-07
t	0.92895955	0.060686614	0.0024346574	0.007371789	0.00026762695	0.00010143307	0.00012541855	2.5415854e-06	7.553146e-06	1.893537e-05	1.3594347e-06	8.357414e-06	1.1991142e-05	7.2590495e-07	5.16712e-07	2.4917932e-07	5.6864565e-07	7.694652e-08
i	0.73149383	0.26824445	5.1333827e-05	0.00020340287	3.6571057e-06	9.836576e-07	1.5634276e-06	9.554138e-08	8.283587e-08	7.0342665e-08	2.0630846e-08	7.652843e-08	1.02919586e-07	2.0794243e-08	1.8566602e-08	1.8216802e-08	2.2909548e-07	3.9707935e-09
i	0.07377523	0.5227601	0.38193226	0.020334993	0.0007848007	0.00013467013	6.883488e-05	3.653029e-05	1.917252e-05	1.538507e-05	1.2537053e-05	1.089659e-05	1.2211984e-05	9.479055e-06	1.1445815e-05	8.844758e-06	8.812831e-06	6.387952e-05
v	0.03549223	0.7607729	0.16363196	0.028413678	0.009265498	0.0012075052	0.00033095237	0.00039802858	0.00010850455	2.304586e-05	1.4215459e-05	2.753188e-05	0.0001740679	3.3017623e-05	2.1846889e-05	8.439474e-06	4.0980107e-05	3.552365e-05
ò	0.49129185	0.3032459	0.16751182	0.035422333	0.00086629175	0.00056930335	0.0004884863	2.7887605e-05	7.9564496e-05	0.00011478209	2.586162e-05	0.000106417596	0.0001284867	1.2115157e-05	1.1619375e-05	6.15834e-06	4.2142332e-05	4.8964535e-05
e	0.0008185688	0.23279317	0.63266534	0.12890092	0.0043520303	0.00027205597	7.7409306e-05	6.979909e-05	1.6302636e-05	5.8003357e-06	1.6072518e-06	3.2389846e-06	1.3455519e-05	2.723163e-06	1.7603589e-06	6.476431e-07	1.1368983e-06	4.175965e-06
g	0.0043113935	0.29007116	0.27075604	0.27829343	0.113824226	0.024746493	0.008359665	0.005529546	0.0015787281	0.00025686418	7.878878e-05	0.00029000806	0.0013318507	0.00022889569	0.00013035654	2.7339698e-05	8.4626576e-05	0.000100649486
h	0.038095746	0.08234557	0.5468876	0.33009422	0.0018125001	0.00041135712	0.0002806234	7.0939036e-06	1.2071291e-05	1.5814538e-05	2.4084447e-06	1.0836219e-05	1.4815156e-05	1.1757608e-06	1.2350537e-06	5.848531e-07	2.6690088e-06	3.7401999e-06
è	0.026654446	0.016910143	0.6429499	0.30235493	0.010310425	0.00053654704	0.00021646943	4.214823e-05	1.0260233e-05	5.327819e-06	8.0785213e-07	1.8336488e-06	3.211026e-06	8.164431e-07	6.293611e-07	2.2235966e-07	1.0104828e-06	7.9888366e-07
n	5.8557354e-05	0.0034126365	0.49146956	0.48242837	0.02025796	0.0014711226	0.0004057813	0.00031572444	6.891351e-05	2.9040233e-05	1.0838531e-05	1.340255e-05	1.6450458e-05	1.0753591e-05	1.0724208e-05	2.668802e-06	1.452567e-06	1.6015285e-05
n	0.0004829942	0.005427064	0.3957909	0.5680592	0.025779277	0.0029983	0.0010520106	0.00012051127	8.5586675e-05	7.745663e-05	1.3973946e-05	2.842256e-05	5.6139605e-05	1.0622052e-05	8.741037e-06	9.110228e-07	5.992017e-06	1.8711238e-06
o	0.02842587	0.047650926	0.17204526	0.7217914	0.027933452	0.0011881639	0.000890755	4.6564404e-05	9.769864e-06	3.7155178e-06	3.5745194e-07	1.68928e-06	8.544921e-06	6.395777e-07	4.0355744e-07	1.2174328e-07	1.7162193e-06	6.100362e-07
m	5.751603e-05	0.00025091396	0.27673	0.64794993	0.064954214	0.006792043	0.0020964576	0.0007260173	0.00015992681	8.013858e-05	2.3890316e-05	2.3986884e-05	2.6712974e-05	1.4452146e-05	1.9133498e-05	7.1869918e-06	2.6778741e-06	8.482964e-05
e	0.00029523493	0.00060790207	0.66144574	0.29743263	0.018134486	0.013767082	0.0074907704	0.00018866982	0.00017694924	0.00014324977	6.9994726e-06	6.074213e-05	0.0002268398	5.362446e-06	3.971305e-06	1.8376643e-06	2.855779e-06	8.693125e-06
v	0.0001377477	0.00017394651	0.10327922	0.7546679	0.12337343	0.01296498	0.003884858	0.0010044241	0.0001902861	9.431234e-05	3.2696957e-05	2.373952e-05	1.8215247e-05	1.2949328e-05	2.3964645e-05	8.528787e-06	2.0944428e-06	0.00010668414
è	0.008769743	0.005556835	0.16279374	0.6521211	0.09106463	0.054439284	0.021250242	0.0008653432	0.00079448085	0.00063660747	0.00011622809	0.0003376212	0.0008002911	5.645198e-05	7.854597e-05	3.7978003e-05	3.254328e-05	0.00024836446
k	8.922647e-05	0.00020389211	0.03102345	0.7525571	0.18673383	0.017458213	0.0075821243	0.003015404	0.00056974933	0.0002967685	0.00013276537	9.1746726e-05	2.8594803e-05	5.4554912e-05	0.000100177196	1.9205223e-05	3.258845e-06	3.998668e-05
k	0.00018951973	0.00057903375	0.02689766	0.5033392	0.31847256	0.11756479	0.026307933	0.0028634851	0.0019029037	0.0004513456	3.530894e-05	0.0002750974	0.0010621852	3.095929e-05	1.7609684e-05	1.0881937e-06	7.4876702e-06	1.889291e-06
i	0.0059741936	0.0063339774	0.016226986	0.5189108	0.37289906	0.040176217	0.03849945	0.00068789005	0.00011865045	6.2113955e-05	2.2923687e-06	1.5300402e-05	8.177887e-05	2.279163e-06	1.8115841e-06	5.345017e-07	5.126195e-06	1.6136397e-06
a	0.00028459943	0.00027161263	0.003815763	0.12981044	0.65039593	0.13902763	0.049516164	0.019435685	0.0033906023	0.0016624753	0.0004379258	0.0003530864	0.00022385467	0.00017864263	0.00030580867	8.214203e-05	1.5300871e-05	0.0007923364
e	0.0010416679	0.002517929	0.0015983819	0.06642406	0.51289046	0.17204422	0.08829752	0.106289506	0.022550233	0.0063557755	0.0025523053	0.0038275893	0.0051760916	0.0032036752	0.0030154567	0.00055490085	0.00033167526	0.0013284856
p	0.00062659377	0.0029709095	0.00069440797	0.03267932	0.5028683	0.18707976	0.10950568	0.10734324	0.025436558	0.006258959	0.0031257183	0.005284519	0.0064019747	0.0040374976	0.0039885016	0.00062778464	0.00051461643	0.0005556917
