 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.9998048	0.0001199674	6.7689274e-05	4.8051074e-06	1.219581e-06	4.9148343e-07	4.319926e-07	1.4521477e-07	7.7138054e-08	9.0999954e-08	2.7008022e-07
t	0.9941736	0.004254108	0.0013782704	4.6240108e-05	0.00014181151	3.2781406e-06	6.773863e-07	7.684472e-07	6.7881876e-07	2.1297717e-07	3.843605e-07
e	0.32255206	0.33093175	0.13568293	0.04523864	0.15205696	0.012655713	0.0003844569	6.7540655e-05	0.000420387	5.5651312e-06	3.9432066e-06
l	0.87690324	0.082278684	0.037485536	0.0010915603	0.002024657	0.00013766445	1.5299931e-05	2.0894764e-05	1.9579214e-05	1.8444691e-06	2.1018475e-05
a	0.3024166	0.5836625	0.08359846	0.0064412775	0.023144709	0.00067742233	2.3320363e-05	5.0242134e-06	1.8576928e-05	2.2190616e-06	9.92027e-06
è	0.04020603	0.5308125	0.40561178	0.017724218	0.0037586237	0.0012442301	0.00020151518	6.783318e-05	4.9088474e-05	1.2247928e-05	0.00031192641
n	0.0013498622	0.30990747	0.6032558	0.066182524	0.013862837	0.0046714745	0.00035516784	0.00019118316	6.717569e-05	2.0615294e-05	0.0001358522
a	0.030211478	0.050421532	0.4621208	0.11646441	0.25182477	0.08560735	0.0012609136	0.00031618943	0.0017554007	2.3665102e-06	1.4799975e-05
b	0.0013159686	0.08217847	0.5022628	0.2653808	0.10807638	0.027728552	0.0073537068	0.003515354	0.00095116853	0.00011551816	0.0011213166
a	0.0023864543	0.038610693	0.3415833	0.46998578	0.08745203	0.0583601	0.00056521484	9.809843e-05	0.00026581014	2.3414425e-05	0.0006690054
r	0.0010870438	0.035363168	0.20637247	0.631027	0.0682808	0.046575308	0.008291767	0.0013626225	0.00058541924	0.00013500683	0.00091935974
m	0.0017497905	0.014723321	0.13995402	0.67616504	0.023544624	0.12771872	0.010729863	0.0020433073	0.0019087148	8.877025e-05	0.0013738304
è	0.004502991	0.04385099	0.14312756	0.64899313	0.033289883	0.11637353	0.007973849	0.00046469303	0.0012931206	1.481996e-05	0.00011545303
n	0.00062981003	0.006227715	0.015379014	0.66226894	0.12528387	0.15864137	0.023402313	0.0031811227	0.001906336	0.0006807727	0.0023986523
a	0.005225265	0.0065171556	0.036753904	0.093912885	0.16082844	0.6641875	0.015467029	0.005209944	0.011811916	1.1653933e-05	7.437553e-05
f	0.0005266937	0.0009750323	0.0018323992	0.13702333	0.31690642	0.3358534	0.14908975	0.04194664	0.009456599	0.0013475762	0.0050421557
ù	0.0016340379	0.0021597224	0.009554062	0.15505835	0.024230791	0.78993493	0.011119525	0.0011324172	0.0038833853	0.00011477043	0.0011780905
