 	ho	finito	di	scrivere	</S>
s	0.44266427	0.5324509	0.024669446	2.984404e-05	0.00018553229
p	0.026555164	0.9727005	0.000670178	2.069885e-05	5.330426e-05
ì	0.0104039805	0.9823798	0.0017406007	0.0054417695	3.3895587e-05
c	0.0024309675	0.93271774	0.06432448	0.00012505257	0.00040171793
c	0.02455539	0.9753739	6.252974e-05	3.9981323e-06	4.235614e-06
e	0.018352438	0.97916406	0.0012343931	0.0012224484	2.6721029e-05
t	0.0046295463	0.4582328	0.52860904	0.0018973638	0.0066312947
s	0.15661567	0.838582	0.0044569317	3.098687e-05	0.00031436313
a	0.01470885	0.9422381	0.04134082	0.001702526	9.823748e-06
à	0.00068001566	0.007732966	0.8232838	0.025942512	0.1423607
t	0.045773044	0.14049126	0.68364686	0.059547544	0.070541285
s	0.2370852	0.09748654	0.53015476	0.0054373695	0.1298361
e	0.58162487	0.08825185	0.038966663	0.28748605	0.0036706275
g	0.0025719157	0.001997439	0.08258037	0.34716982	0.56568044
r	0.2742234	0.02969707	0.053654708	0.04633114	0.5960938
à	0.0052390536	0.00050321326	0.051178012	0.38100645	0.5620733
t	0.0036077835	0.0012216171	0.0045270864	0.5751323	0.41551128
s	0.017355975	0.0008289988	0.013604093	0.050927587	0.9172834
i	0.7579015	0.060096018	0.004721491	0.04327326	0.13400784
</S>	0.0017036102	0.001000194	0.0027777725	0.03812112	0.95639735
