 	la	casa	la	costruiscono	i	muratori	</S>
t	0.9625487	0.035452608	0.0019200497	6.172819e-05	1.7846285e-06	2.6485045e-06	1.2536872e-05
o	0.7982673	0.1998609	0.0016395634	0.0001073894	3.7531693e-06	0.000117677904	3.4084173e-06
s	0.37068316	0.58255583	0.045853388	0.0007935186	6.091523e-05	1.06849775e-05	4.2594038e-05
p	0.18890102	0.7976692	0.0123729175	0.00030310728	3.897161e-05	0.00065433345	6.0408154e-05
ì	0.043847848	0.9296352	0.025741003	0.00071293535	9.167245e-06	5.374397e-05	1.5099809e-07
t	0.0011266256	0.67006797	0.32175907	0.0066369125	0.00017299324	8.954137e-06	0.00022751096
i	0.023486903	0.7522754	0.22080407	0.0018444322	1.6075122e-05	0.0015699622	3.1538207e-06
t	0.0003000484	0.1278607	0.8352464	0.027884685	0.0022413977	0.00012433388	0.006342401
o	0.019697405	0.814792	0.15169719	0.006361078	0.00013544175	0.006337889	0.0009789632
f	6.584068e-05	0.023349268	0.87733227	0.09365174	0.0030842198	9.9562865e-05	0.0024171362
a	0.02267665	0.24981497	0.5945637	0.1060915	0.002533773	0.018402282	0.0059170965
b	0.00016209752	0.0033082766	0.49680218	0.44760138	0.048421647	0.0014847446	0.0022196362
b	0.0041279546	0.027730303	0.47890323	0.42977992	0.0042412453	0.045282744	0.0099346265
r	0.0026666573	0.016046535	0.71248865	0.23379223	0.0016824099	0.033262577	6.0868493e-05
i	0.018220535	0.049676303	0.595567	0.31520233	0.013188507	0.0072729657	0.00087243627
k	3.6658355e-05	0.00018703312	0.018641371	0.78860414	0.17046057	0.0026658801	0.019404327
è	0.00062297075	0.0020873256	0.06881189	0.8933731	0.0119586205	0.02158316	0.0015629821
o	0.00016388668	0.00045604643	0.006075848	0.70237374	0.25743213	0.01917257	0.014325826
n	0.0022324694	0.00048321535	0.0005989407	0.040145207	0.8963367	0.053325582	0.0068778214
e	0.010482406	0.0019958704	0.022893127	0.048701044	0.029542245	0.8619107	0.024474647
i	0.002414645	0.0014515881	0.0014552654	0.011103638	0.825653	0.14230609	0.015615788
f	0.010508065	0.0008714005	0.0005816399	0.010041478	0.6470239	0.3252271	0.0057463315
a	0.003900436	0.00089281227	0.00253858	0.013935711	0.0045474987	0.9546997	0.019485261
b	0.0079508135	0.006372226	0.0025416797	0.004909944	0.27310398	0.64573795	0.059383444
b	0.0012974555	0.00044859436	0.00057593675	0.0068965857	0.0024087443	0.9728644	0.015508257
r	0.0015334461	0.0023509837	0.00089900894	0.008497148	0.0060438686	0.9729968	0.007678796
i	0.0007247278	0.0006711886	0.0009025893	0.018736228	0.00094968686	0.9761347	0.0018807648
k	0.0035113664	0.002292351	0.00093545445	0.0019153885	0.059641875	0.36101165	0.5706919
a	0.0021954044	0.0018058843	0.0013975461	0.008966557	0.0011461998	0.97904336	0.005445033
t	0.0073478343	0.007803262	0.0019566987	0.0023208533	0.024082398	0.65967995	0.29680896
ò	0.012955602	0.008605131	0.0021437122	0.0073721004	0.0037676154	0.9169086	0.048247237
r	0.004586162	0.0049637156	0.0011101408	0.0010607872	0.004530927	0.6944487	0.28929955
i	0.00019017534	0.00019501393	0.00038616738	0.0005148571	0.00011413855	0.9983676	0.00023209906
</S>	0.0041509853	0.003725439	0.0020903142	0.0019535073	0.004302631	0.09985489	0.8839223
