 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a	0.820807	0.17737304	0.0017703638	1.1627581e-05	2.3320712e-05	6.139102e-06	2.3434068e-06	1.3697235e-06	9.891222e-07	3.922451e-06
t	0.10286905	0.8873875	0.007654757	0.0006360433	0.00091893744	0.0002466717	0.00013579066	4.337366e-05	4.4195738e-05	6.361656e-05
e	0.037963137	0.91448677	0.033868745	8.552501e-05	0.011891594	0.0016035031	7.262983e-05	7.753154e-06	1.6239386e-05	4.0492323e-06
l	0.038083814	0.9346379	0.026593147	0.0005421948	0.00011000674	2.0671921e-05	1.0543665e-05	6.828819e-07	3.5771905e-07	6.5894136e-07
ì	0.01903433	0.92582136	0.053274747	0.00012149906	0.0014885057	0.00019988015	2.624231e-05	3.3326273e-06	5.2757614e-06	2.4824143e-05
s	0.0024602881	0.838633	0.1579574	0.00077072484	0.00013997445	2.3358527e-05	6.6922726e-06	6.0955773e-07	2.757943e-07	7.6073143e-06
i	0.066258654	0.55169886	0.34118274	0.00503619	0.028134545	0.006937033	0.00072737626	3.4395946e-06	1.957169e-05	1.508867e-06
n	0.0008252455	0.09407288	0.88329095	0.016995931	0.0028733786	0.000928639	0.00019794788	2.2999777e-05	1.2993635e-05	0.00077908894
a	0.04121554	0.16531621	0.77093494	0.0014287005	0.017662963	0.0032018118	0.00015165436	8.229839e-06	2.1754053e-05	5.823363e-05
z	0.00014556054	0.018803945	0.93608844	0.035753857	0.0075389743	0.0011067792	0.00031533022	2.6116837e-05	7.2431426e-06	0.00021366935
ì	0.011256811	0.017759128	0.94351864	0.0034235683	0.019502599	0.003882102	0.00032412782	1.4794413e-05	2.59009e-05	0.0002923496
s	3.5168814e-05	0.004154086	0.9279801	0.050375704	0.014230215	0.0023947316	0.00049948413	4.5937028e-05	9.377916e-06	0.0002751358
i	0.008155417	0.010107143	0.75565636	0.055199787	0.1078415	0.05318976	0.00963988	5.090441e-05	0.0001546476	4.6062723e-06
n	0.000105152205	0.0011917227	0.53049064	0.3794915	0.062284227	0.018714909	0.0035809244	0.00031927013	7.470052e-05	0.0037468974
a	0.0126245655	0.004176366	0.7980246	0.030789454	0.10122901	0.048969388	0.0037860966	7.627188e-05	0.00013353159	0.00019077837
m	0.00011940736	0.0010715056	0.14854218	0.47241735	0.31063035	0.05304249	0.011268415	0.001038166	0.00017893604	0.0016912026
i	0.0024948262	0.0011033785	0.5299355	0.055737857	0.2597151	0.1308891	0.017138653	0.00066179765	0.0005935754	0.0017302271
n	3.5170517e-05	0.0013034903	0.052857257	0.38923398	0.4191698	0.119260006	0.013187278	0.0011458775	0.00012843682	0.003678661
ì	0.018151673	0.005941057	0.2131181	0.03751323	0.37895793	0.30097035	0.03820968	0.0021479246	0.0015299533	0.0034601241
s	9.779811e-05	0.000792837	0.0080057215	0.15312146	0.5120296	0.2607956	0.05725312	0.0055165114	0.0009388588	0.0014485708
e	0.00038663647	0.00025067033	0.008499768	0.022242965	0.39209586	0.4343203	0.13754708	0.002012764	0.0026277467	1.6196134e-05
l	0.00019678725	0.0019664404	0.0047333688	0.12449144	0.27209824	0.36540836	0.16733944	0.026073359	0.002813778	0.03487875
i	0.0024876823	0.0010145577	0.012669544	0.0085404385	0.2997337	0.5603649	0.10279424	0.00704559	0.003901508	0.0014478052
p	0.00010858384	0.0014941561	0.0029623564	0.02801762	0.17948928	0.520355	0.21558069	0.03388631	0.0033695614	0.014736431
a	0.009121643	0.0015218754	0.007084516	0.005578427	0.110434964	0.67433226	0.16980208	0.009593054	0.008648718	0.0038824885
r	0.00024456048	0.0011088685	0.0012462821	0.027673563	0.084053904	0.3581855	0.49163345	0.030204687	0.00472634	0.0009228647
ò	0.00018262758	0.0006107229	0.0023907027	0.0023929703	0.07029136	0.5513448	0.21438721	0.10588688	0.043193623	0.009318992
n	0.00015651835	0.0019463786	0.0025595084	0.005822454	0.013932864	0.3021409	0.4852381	0.14315258	0.024619954	0.020430746
g	0.00016245023	6.5146385e-05	0.00013166924	0.0013568794	0.016960848	0.45099473	0.4653317	0.045907106	0.018807152	0.00028234115
h	0.0009460168	0.0005342019	0.0041874507	0.005522669	0.06576012	0.8460222	0.073007315	0.0016284556	0.0020054441	0.00038606723
ì	0.008144557	0.022662757	0.01328919	0.012283385	0.026400793	0.51104295	0.39190817	0.011039096	0.0030384467	0.0001906299
