 	voglio	che	Maria	venga	domani	</S>
i	0.9982066	0.0016877056	9.497732e-05	2.018593e-06	9.1968997e-07	7.747155e-06
t	0.8901926	0.095508985	0.011122023	0.0027442214	0.0003734211	5.872478e-05
è	0.04127631	0.37296617	0.3793135	0.17061149	0.035791997	4.052078e-05
l	0.8425549	0.15590352	0.0013212828	0.00018100573	2.9781884e-05	9.444984e-06
o	0.012009534	0.44428205	0.49925825	0.033873867	0.0105457315	3.0599127e-05
i	0.02310519	0.85625875	0.0816202	0.024872247	0.0074661174	0.00667743
M	0.0015232579	0.11139743	0.51976764	0.24030156	0.10621382	0.020796277
a	0.02152792	0.7116369	0.24600177	0.017269975	0.0027844817	0.0007789319
r	0.033368606	0.7139668	0.23883973	0.0116338385	0.00065729994	0.0015337171
ì	0.019093778	0.122063555	0.01839689	0.028707238	0.02634413	0.78539443
a	0.017803773	0.049150012	0.09479089	0.6655999	0.11878992	0.053865522
n	6.7616835e-05	9.555484e-05	0.005964144	0.86700034	0.12385066	0.003021729
a	0.0005557667	0.00125717	0.00064216077	0.0067064664	0.96506286	0.025775595
r	0.05785429	0.015977392	0.039735254	0.7939124	0.06055218	0.0319685
t	0.00032374723	0.0009176153	0.00023754008	0.01627606	0.017377164	0.9648679
i	0.120279595	0.80294865	0.016329141	0.002932162	0.026513318	0.030997122
à	0.0050562522	0.0015889845	0.0002499181	0.09809722	0.72946185	0.16554579
v	2.1146254e-05	5.3267713e-06	9.27321e-06	0.08273541	0.9157613	0.00146758
v	2.7342057e-05	8.370412e-05	5.324832e-05	0.0009774867	0.9648649	0.033993285
r	0.0031081808	0.029506449	0.0061225607	0.0028460755	0.9178356	0.04058124
i	0.3308531	0.55413705	0.060178403	0.0033415693	0.016210288	0.03527964
</S>	0.11640052	0.05480986	0.0013376959	0.00091758056	0.19768226	0.6288521
