 	voglio	che	Maria	che	venga	domani	</S>
i	0.9990132	0.00092356565	3.039626e-05	2.6300302e-05	8.6188254e-07	5.4637974e-07	5.077647e-06
t	0.94476795	0.050899755	0.0036362407	0.00017487227	0.00038101515	0.0001176818	2.243402e-05
è	0.06806673	0.35996658	0.48083025	0.043399725	0.03589466	0.011814314	2.762266e-05
l	0.90504736	0.09431053	0.000604143	1.4624201e-05	1.4215848e-05	5.7040206e-06	3.2155174e-06
o	0.020055102	0.43382627	0.4871745	0.04746438	0.008457362	0.0030115417	1.0746988e-05
k	0.021011537	0.8631235	0.097363904	0.0057257074	0.0052625616	0.0026806039	0.004832174
a	0.0034732989	0.044329267	0.3773331	0.566004	0.0060491525	0.0026370005	0.00017422297
i	0.015836813	0.7101983	0.21571936	0.031286385	0.01903647	0.005103927	0.0028186815
M	0.0011979146	0.020370968	0.6401665	0.09341702	0.1473781	0.09226628	0.0052032163
a	0.0026098934	0.058913182	0.13581489	0.7957802	0.0042427364	0.0016592839	0.0009798802
r	0.019423295	0.27405125	0.39613283	0.2947111	0.012554292	0.0010311734	0.002096146
ì	0.007999392	0.02886201	0.0074635274	0.2336458	0.0140381055	0.018933197	0.68905795
a	0.006101053	0.0106925955	0.030186439	0.32585484	0.48154852	0.11426784	0.031348657
n	8.150209e-05	3.7495698e-05	0.0026303378	0.07634285	0.70784056	0.20942248	0.0036447733
a	0.00074292725	0.001383981	0.0006144741	0.006934151	0.0062414147	0.93373436	0.05034869
r	0.034706235	0.012925258	0.009798886	0.0455459	0.80034554	0.07515149	0.021526756
t	0.00045811496	0.00036004075	0.00032718587	0.0066861385	0.022508308	0.041488763	0.9281714
i	0.16381253	0.6284897	0.02711247	0.05455481	0.0051263794	0.05347195	0.06743218
à	0.002543249	0.0008109127	0.00016094658	0.00082859263	0.15984571	0.74631727	0.089493304
v	1.7603397e-05	3.1673771e-06	4.7008625e-06	3.661561e-05	0.06257339	0.9361983	0.0011663109
v	4.0472816e-05	0.00018508726	0.00014665966	0.00016968987	0.008140939	0.9561146	0.035202585
r	0.004250296	0.10027122	0.020588774	0.0021403946	0.011490369	0.81234837	0.04891062
i	0.27315062	0.5519331	0.076887056	0.044147678	0.003595109	0.023929812	0.026356542
</S>	0.1078217	0.032020316	0.003498509	0.001418886	0.0017312865	0.31360355	0.5399058
