 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.99739575	0.002501058	9.3275834e-05	3.4160785e-06	1.6259032e-06	9.141686e-07	2.2273728e-06	8.39195e-08	1.7151716e-06
f	0.99205834	0.0068753264	0.000564506	0.00047561878	9.4014595e-06	6.4747037e-06	3.6377235e-06	3.013611e-06	3.842671e-06
è	0.98412883	0.013796518	0.001176236	0.0008260655	9.1086054e-07	6.3765096e-05	3.119739e-07	6.532553e-06	7.3210504e-07
n	0.9229008	0.06843527	0.007887641	0.00072366284	3.923117e-05	8.381061e-06	3.730967e-06	8.3237217e-07	4.865391e-07
e	0.98999524	0.0020309575	0.002034741	0.005790346	4.7197873e-06	0.000117251315	4.4703972e-07	2.6208354e-05	1.4011835e-07
t	0.32742193	0.57970816	0.08256597	0.009880988	0.00014458226	6.163591e-05	5.1182287e-05	1.9249985e-05	0.00014638521
e	0.59683776	0.2681253	0.07079345	0.06203598	0.00018329729	0.0014872476	4.1583815e-05	0.0003514557	0.00014389887
k	0.01503797	0.37963536	0.56894636	0.031251803	0.0031145746	0.0006459613	0.00058920035	1.9983285e-05	0.0007589026
a	0.09135244	0.27505898	0.41785148	0.20387393	0.0011174396	0.00823442	0.00037674187	0.0007914464	0.0013432677
o	0.004112115	0.048385583	0.72139287	0.2009265	0.01848546	0.004048722	0.0016969782	8.72094e-05	0.0008645373
l	0.008707836	0.0047899014	0.21868822	0.7092923	0.025728853	0.025858568	0.004319753	0.0016298302	0.0009847562
à	0.0052502416	0.06856743	0.26766708	0.5349591	0.013152984	0.10067407	0.001217989	0.0030420003	0.0054691606
d	0.0013081792	0.003222666	0.16444543	0.6907256	0.10382392	0.02711789	0.008389416	0.0004838228	0.00048301995
r	0.01913426	0.010115852	0.078887895	0.79529786	0.0046364698	0.0676425	0.0023896438	0.019777441	0.0021179917
o	0.075003505	0.1107437	0.2652888	0.3009931	0.06092638	0.17099223	0.009318824	0.0063699796	0.00036344232
m	0.00062446494	0.0017699273	0.015540322	0.06223001	0.63566804	0.14575945	0.118246466	0.0036679134	0.016493376
b	0.00024344638	0.012917003	0.020746704	0.09624539	0.042313676	0.82045984	0.0025210748	0.004158703	0.0003942032
ì	0.037862863	0.018694133	0.047774788	0.071833864	0.0046647685	0.77523994	0.0116234645	0.032082662	0.00022352656
k	0.005135818	0.0023211527	0.0034804563	0.021467473	0.29155308	0.15084167	0.42464554	0.006031063	0.09452377
e	0.003130069	0.010128912	0.017597424	0.053583782	0.011433735	0.6853836	0.032661904	0.17359133	0.012489174
a	0.0028787921	0.004853408	0.002843189	0.015177502	0.06304732	0.09042142	0.62283283	0.0950521	0.10289349
p	0.05291514	0.003747473	0.0007448291	0.03160176	0.021437816	0.14791474	0.22747763	0.43623388	0.077926636
ò	0.013331529	0.025063807	0.01284516	0.006025468	0.022185538	0.56141096	0.015094357	0.23895626	0.10508689
t	0.046395533	0.005318868	0.0008274645	0.0015358368	0.00094655366	0.0040628174	0.0127371745	0.0612078	0.8669679
t	0.00020229573	0.0015425025	0.0013863207	0.0002670268	0.0017769483	0.24684891	0.026521452	0.6982672	0.023187341
u	0.0113325855	0.026403358	0.031290464	0.007263642	0.003156076	0.027003758	0.003729195	0.83159226	0.05822874
</S>	0.044113085	0.008300154	0.001966712	0.006859088	0.0027089114	0.005014747	0.011569695	0.0382971	0.88117045
