 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.026093476	0.95435506	0.016834605	0.002133328	0.00022968488	0.00013461642	7.37666e-05	4.8857608e-05	9.6671945e-05
a	0.058062345	0.5851368	0.3555235	0.00037961235	0.00040278077	0.00018181963	6.2507774e-05	0.00022795048	2.2659724e-05
n	0.5556585	0.37368372	0.06377193	0.006056652	0.00050914043	0.00011541796	1.1846637e-05	0.00017351125	1.9293797e-05
o	0.02970391	0.84147316	0.123716556	0.0047078193	0.0002913769	8.086149e-05	6.9634707e-06	1.7395707e-05	2.0556731e-06
n	0.41242105	0.5092688	0.06444011	0.011975245	0.001403236	0.00028976926	8.805045e-06	0.00019180382	1.1363078e-06
ì	0.006653921	0.9094885	0.07901641	0.0043928805	0.0003497992	7.764739e-05	1.3727633e-05	5.825465e-06	1.2863165e-06
s	0.15004171	0.5475505	0.1871413	0.10701208	0.006627971	0.0011820195	8.8736044e-05	0.00034858088	7.0354454e-06
o	0.001500413	0.8666091	0.12921017	0.00068340084	0.0014594846	0.0005076558	8.7946855e-06	2.080911e-05	7.7874915e-08
n	0.052265335	0.17491119	0.31597766	0.4363608	0.015981914	0.00350011	0.00017570303	0.00062174647	0.00020560599
t	0.0013516813	0.13483964	0.84790885	0.0074581467	0.003639566	0.0040331148	1.7183864e-05	0.0007456443	6.200496e-06
a	0.0034923193	0.012081443	0.9805957	0.0019512355	0.0014476764	0.00021298185	5.9314666e-06	0.00021256566	1.223939e-07
t	0.002776126	0.0004181129	0.052495297	0.8461532	0.07533975	0.020345049	0.0010545183	0.00013034366	0.0012875553
e	0.00083152886	0.045941677	0.67352337	0.080176204	0.13888943	0.0586712	0.0005216921	0.0009179369	0.0005270127
s	0.0011569366	8.007288e-05	0.025411315	0.72870076	0.17869194	0.06038322	0.0036034808	0.00034587196	0.0016263503
m	0.00034504675	0.0065655457	0.12443115	0.16216071	0.42514926	0.25591645	0.013500163	0.001413881	0.010517899
à	0.017877288	0.001823911	0.032563407	0.45956746	0.21893239	0.25287	0.014500627	0.0016515909	0.0002132488
n	0.0013044626	3.573818e-05	0.0124543095	0.45465413	0.2808232	0.21197017	0.024661534	0.0002912651	0.0138052935
t	0.0015704568	0.021570515	0.024699934	0.04404697	0.112266704	0.7909842	0.002473561	0.0022765747	0.00011116168
e	0.4780586	0.008857429	0.050451294	0.0305301	0.081436254	0.3139962	0.008915005	0.02756522	0.00018992982
ì	0.0005258921	0.00019805277	0.0028699932	0.051068254	0.12577346	0.4352377	0.29904184	0.04359342	0.04169136
t	0.0002208918	0.000527385	0.016609687	0.012607345	0.17054994	0.30014238	0.22028704	0.25807008	0.020985171
s	0.0015469824	0.0040451065	0.00080840813	0.008246891	0.02739593	0.93905014	0.01612105	0.0027201183	6.5432774e-05
e	0.4867122	0.008521032	0.01877802	0.019892987	0.06260033	0.22983268	0.03539436	0.13570556	0.0025627194
r	0.00021108362	0.0002851906	0.0022674787	0.006422817	0.009390383	0.044707254	0.62839997	0.073402375	0.23491347
e	0.0018520568	0.0028879237	0.0012172373	0.013694662	0.06826059	0.37668216	0.51175964	0.0042819483	0.019363806
k	0.00013727916	0.00020807859	0.002399333	0.0032817582	0.0052271932	0.0095679145	0.53654	0.22128963	0.22134884
a	0.006280331	0.010194056	0.0009950321	0.02531402	0.09814761	0.23468743	0.41963935	0.048311938	0.15643017
n	0.00011182333	0.00034682886	0.0042270343	0.0012885986	0.0033408883	0.0024171919	0.10283333	0.79656315	0.08887121
a	0.01701099	0.02836696	0.002633832	0.033087645	0.0839908	0.08632776	0.0929054	0.23283182	0.4228449
v	0.00039786132	0.0013308967	0.01206888	0.0014845491	0.0046089166	0.0017216473	0.022231286	0.8425308	0.11362524
r	0.010516486	0.02125374	0.0032065888	0.014387807	0.049840674	0.02403841	0.031088233	0.32408726	0.5215809
è	0.00039431587	8.909329e-05	0.0007151273	0.0030340115	0.013340081	0.0042536817	0.016214011	0.0012388101	0.96072084
t	6.759735e-05	0.00042827925	0.001779436	0.00046988446	0.00078837766	0.00018640017	0.0023059873	0.76885754	0.22511652
s	0.0012073027	0.009122118	0.0012402622	0.020483844	0.0541513	0.11634158	0.31980944	0.33221984	0.14542428
i	0.0241065	0.034067582	0.21471786	0.017844604	0.26255023	0.0833892	0.13961679	0.14431562	0.0793916
</S>	7.801409e-05	0.00023060317	0.0021031438	0.0018960247	0.0019860712	0.0007288671	0.0026289623	0.0344914	0.9558569
