 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
e	0.9892909	0.010351249	0.0003388465	1.0203706e-05	5.2329383e-06	1.0700752e-06	4.94405e-07	3.8501366e-07	3.1501074e-07	2.6053291e-07	5.1240977e-07	1.4515922e-07	4.942066e-07
s	0.76406676	0.22281973	0.010025558	0.00084218197	0.00020099821	0.0016797978	0.00014306398	6.693136e-05	3.6909358e-05	2.8042896e-05	2.4084926e-05	3.8705137e-05	2.7242157e-05
t	0.85399693	0.11710921	0.026984174	5.7407135e-05	1.5399888e-05	0.0018294126	4.7207902e-07	2.4115245e-06	1.704786e-07	2.2001575e-06	6.5571317e-07	6.9189446e-07	8.675454e-07
è	0.729769	0.1908133	0.07444346	0.0021720044	0.00050316274	0.0022614032	4.7244375e-06	2.1846161e-05	1.3753684e-06	3.9847923e-06	1.507168e-06	3.0240637e-06	1.1388685e-06
o	0.048672426	0.8887079	0.059304148	0.0029258498	0.00026941198	9.876759e-05	8.508457e-06	6.4359547e-06	1.2320824e-06	9.166141e-07	1.2585127e-06	2.742088e-07	2.8463717e-06
s	0.01842469	0.6132046	0.28759596	0.056044083	0.0021115849	0.019779978	0.0017529575	0.00073805894	6.734233e-05	8.463522e-05	8.852185e-05	5.3031392e-05	5.459553e-05
t	0.19958901	0.69459116	0.093354404	0.0011681247	0.00021046547	0.010966094	6.3067873e-06	1.757421e-05	3.7973234e-06	1.7924556e-05	3.1439606e-06	2.4403911e-05	4.7596757e-05
o	0.0693727	0.6589862	0.2680261	0.0018138789	0.00017486484	0.0016165052	2.7574977e-06	4.158848e-06	6.607923e-07	3.6825097e-07	2.2599157e-07	1.3852286e-06	1.8700159e-07
t	0.00030372894	0.27254164	0.63910884	0.07691932	0.008989393	0.0014451484	0.00020064118	0.00012685201	4.5382913e-05	2.2595414e-05	5.3924185e-05	5.203472e-06	0.00023729923
e	0.008305128	0.3737566	0.6051232	0.008324214	0.00068380125	0.003692215	2.4192566e-05	3.82321e-05	4.4133e-06	8.240845e-06	7.715423e-06	5.8031046e-06	2.6241403e-05
l	0.00016037718	0.029174745	0.77739066	0.17015341	0.020596802	0.0015919271	0.00037656666	0.00024969503	4.557865e-05	2.6100508e-05	5.969027e-05	2.8176373e-06	0.00017162401
è	0.0029113	0.04277467	0.9111245	0.032026347	0.00365665	0.0071398383	7.5953685e-05	0.00011769256	9.11529e-06	2.000656e-05	2.1436475e-05	9.451124e-06	0.00011296191
f	9.032601e-05	0.0035937706	0.56290466	0.35208142	0.07368923	0.0040394156	0.0017225874	0.0011486223	0.00013337027	0.000103085324	0.00020359989	4.4150265e-06	0.00028545584
o	0.0016823922	0.013676213	0.38782838	0.50711393	0.027123008	0.06046654	0.00041171466	0.0014060613	3.5051526e-05	0.00017637356	7.0444435e-06	7.015016e-05	3.187102e-06
n	0.00011859534	0.0005248778	0.045872785	0.68012846	0.23987423	0.019690137	0.007649709	0.0040518707	0.0003937062	0.0003490571	0.00059388333	2.005496e-05	0.0007326326
o	0.004478566	0.01977032	0.4287594	0.34495446	0.056127828	0.14343703	0.00046235076	0.0010802755	8.15016e-05	0.00029591715	0.00012426918	4.5020835e-05	0.00038301997
e	0.00014814094	0.00018338073	0.013765471	0.5381827	0.3387724	0.08344589	0.016748104	0.0064534293	0.0006730379	0.00056882214	0.0007892292	2.3147519e-05	0.0002463081
a	0.00072817516	4.5366818e-05	0.010360171	0.16818288	0.10752548	0.48034596	0.1557739	0.052498326	0.0064446554	0.00893904	0.008051034	0.00059480517	0.000510203
d	0.00059768755	8.768107e-05	0.008420282	0.08490614	0.081013575	0.72573876	0.06368717	0.023759395	0.0035162237	0.004567237	0.0032268665	0.00033596274	0.00014311488
r	0.015393786	0.017748343	0.06981459	0.2820501	0.21816102	0.36759397	0.0043428554	0.012840554	0.0012546733	0.0035286713	0.0012140902	0.00012569164	0.0059315567
e	0.0014404987	0.007830228	0.08324109	0.15083037	0.59043354	0.067436665	0.043230068	0.044473473	0.0062730713	0.0027612941	0.00096700917	0.0002044304	0.0008782767
f	0.000123596	6.072898e-05	0.00041508285	0.02538613	0.1904184	0.45767695	0.20870987	0.073558316	0.021488376	0.00865291	0.01221624	0.00040965938	0.00088371104
f	0.000820397	0.00082431873	0.013870271	0.12714146	0.39255267	0.35733944	0.018787723	0.054481883	0.0033970058	0.024466058	0.0037338724	0.00035112532	0.0022338624
ì	0.00887311	0.0025411898	0.02320024	0.16633211	0.4273948	0.21366613	0.057848662	0.078823246	0.013496132	0.0035209132	0.0033566637	0.00033424725	0.0006124994
m	0.00051898905	0.00014169597	0.0011605491	0.008023104	0.12962084	0.43475464	0.20060052	0.14442621	0.038724866	0.019710284	0.01999709	0.0004854045	0.0018357197
