 	voglio	un	forno	che	vende	rustici	</S>
t	0.9994006	0.00043373244	0.0001352675	1.1986363e-05	6.482532e-06	2.822014e-06	9.091174e-06
è	0.56804687	0.42888528	0.0030089463	4.6025176e-05	8.353096e-06	1.8049373e-06	2.682998e-06
l	0.9487693	0.04425474	0.006577638	0.000253225	5.6031593e-05	1.2727047e-05	7.633905e-05
o	0.8335758	0.10146667	0.06458145	0.00034075254	3.4384604e-05	1.9262333e-07	7.492746e-07
è	0.061930478	0.88626295	0.04512423	0.0025955637	0.00079285825	0.00015998057	0.003134047
n	0.0017398746	0.8640801	0.12505656	0.0064145466	0.0015781618	0.00018345614	0.00094733835
a	0.23992667	0.03889147	0.6961639	0.019100739	0.005828333	1.2402458e-05	7.6544e-05
f	0.000613887	0.3599391	0.5289398	0.078807615	0.025227496	0.0010178817	0.0054541766
ù	0.02396707	0.015190692	0.9311832	0.025983788	0.001884775	0.00021861623	0.0015718304
r	0.0006508152	0.1782058	0.7126173	0.0782037	0.02841912	0.0008343903	0.0010688489
n	0.006665638	0.003360152	0.692049	0.2458789	0.051826168	7.1506365e-05	0.0001485601
o	0.4065128	0.13697281	0.44073996	0.009830897	0.0059290114	2.6210066e-06	1.1889852e-05
k	0.00020311495	0.0062135244	0.1212622	0.47957402	0.35961834	0.01465848	0.01847028
a	0.005255886	0.004061844	0.40334994	0.43518215	0.14736414	0.0010088721	0.0037770935
p	0.00088055537	0.012180497	0.05210198	0.3461485	0.5540842	0.02160459	0.012999684
u	0.027917678	0.018602144	0.11495225	0.099416256	0.685209	0.013019123	0.040883526
l	0.004762153	0.038711816	0.017475553	0.21367052	0.68506837	0.035044666	0.005266937
ì	0.0026479666	0.0021027199	0.025561744	0.13242207	0.79596853	0.015513108	0.025783822
r	0.006399544	0.030387504	0.009420554	0.0565455	0.64774936	0.19519953	0.054297965
ù	0.0019478047	0.0008688272	0.006654926	0.035444785	0.95044106	0.0042864354	0.000356186
s	0.0023428055	0.0050808187	0.0045781275	0.018874528	0.28755927	0.48115006	0.20041434
t	0.00093545427	0.00013408685	0.0017151418	0.011003413	0.9802776	0.005466665	0.00046769413
i	0.21449286	0.14858599	0.11467964	0.21773256	0.26773223	0.01983337	0.016943362
k	0.0022858588	0.0041886377	0.004783419	0.0032423295	0.017013313	0.5400825	0.42840394
u	0.08139387	0.0020064618	0.011756309	0.09042505	0.37334374	0.31134832	0.12972625
</S>	0.0072111	0.030623648	0.010433278	0.0056366143	0.011048645	0.61568147	0.31936523
