 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
e	0.9925895	0.00286073	0.003626969	0.0008472794	2.0596577e-05	2.8556382e-05	5.9060626e-06	5.234413e-06	3.448631e-06	5.2893056e-06	1.980843e-06	4.555368e-06
M	0.9825713	0.016501274	0.00080821326	7.957514e-05	9.481697e-06	8.412094e-06	5.5642663e-06	3.3557924e-06	6.655917e-06	2.4033552e-06	1.616922e-06	2.0564692e-06
à	0.64506626	0.35324034	0.0016602788	7.840548e-06	5.523584e-06	9.018337e-07	1.1461326e-06	5.540488e-06	1.5689621e-06	7.8669757e-07	3.7297104e-06	6.091382e-06
r	0.88903564	0.06485022	0.040121898	0.005885067	6.135547e-05	3.493893e-05	2.9311675e-06	3.7900124e-06	8.4523873e-07	6.209754e-07	1.4273908e-07	2.49645e-06
i	0.29359767	0.3827815	0.3151718	0.007317398	0.0007995552	5.8291385e-05	4.68809e-05	0.00019387205	1.9162917e-05	3.9519728e-06	6.3530433e-06	3.6111728e-06
k	0.030079836	0.13737676	0.74033415	0.08949244	0.0009741286	0.0009304201	0.00013246114	0.0001649331	6.576377e-05	5.1173134e-05	1.2603593e-05	0.000385326
a	0.009925598	0.84792143	0.1400971	0.001613396	0.0001893619	3.2762062e-05	2.6887315e-05	0.00010847354	1.2698428e-05	7.1460545e-06	2.3584129e-05	4.154551e-05
j	0.0017727012	0.19712874	0.68096143	0.11730753	0.0014774651	0.0010023187	8.098578e-05	0.000102467246	2.2460776e-05	1.976505e-05	2.0569487e-06	0.000122031495
u	0.0023334443	0.56192267	0.41566816	0.017802924	0.0011601155	0.00034639737	0.000117132935	0.0003059685	4.948471e-05	2.6679754e-05	1.32594705e-05	0.00025372088
r	0.00019530763	0.14653268	0.6703075	0.17708373	0.0034750956	0.0019979884	0.00011945852	0.00014722657	2.0583999e-05	2.4752346e-05	1.5183964e-06	9.4067516e-05
è	0.0011518053	0.17654413	0.6994706	0.11338195	0.0060149347	0.0020562308	0.00040876362	0.00046619252	0.000116538235	8.099882e-05	1.8717543e-05	0.000289209
i	4.784682e-05	0.04249247	0.57539636	0.35926145	0.014928972	0.0060506384	0.00061561784	0.00081669394	0.00011949796	0.00010207487	3.859623e-06	0.0001644682
m	0.0036791444	0.039792243	0.39880404	0.43384004	0.042787276	0.040109728	0.014621394	0.013843132	0.008275526	0.002543751	8.4969295e-05	0.0016187425
i	0.0005725846	0.02381076	0.80232286	0.14697306	0.019423708	0.0016792262	0.00082909287	0.0037195762	0.00020605639	8.559419e-05	3.6030433e-05	0.00034156
a	9.999549e-05	0.0041928343	0.09492229	0.804807	0.06336579	0.027595477	0.001994025	0.0023457352	0.00021947427	0.00019179103	6.0727507e-06	0.00025941926
m	0.001465896	0.0018965863	0.033478588	0.58333683	0.13368315	0.12560824	0.05161202	0.029992674	0.029960876	0.0075799916	0.00026765416	0.0011175685
à	0.0008425256	0.0016022961	0.16634262	0.64642656	0.1364118	0.016123906	0.0072459546	0.02176364	0.0014070125	0.00053224404	0.00017348338	0.0011279379
k	5.380163e-05	0.0013173094	0.0067152767	0.6350116	0.23008052	0.10001233	0.011249212	0.013507673	0.0009600361	0.0006765457	1.9498446e-05	0.00039618206
i	0.0005475621	0.00039797655	0.092773646	0.45494065	0.23739137	0.024159653	0.05888835	0.1195908	0.010447665	0.00022035491	0.00061025016	3.1574364e-05
n	0.00018004498	0.00017888065	0.0011018806	0.26700273	0.29367372	0.34779146	0.04004171	0.038821556	0.0054690056	0.0036702426	0.00010699519	0.0019616918
