 	se	vieni	a	casa	ogni	sabato	</S>
a	0.90606844	0.09132388	0.0012833097	0.0008922133	0.00036736438	1.3768008e-05	5.1166408e-05
n	0.34100002	0.6291025	0.013017905	0.013174258	0.0020453713	0.00046251077	0.0011974088
è	0.01380839	0.95919687	0.012703997	0.011621738	3.5752368e-05	0.0025716873	6.1510305e-05
r	0.03668903	0.94196784	0.007738587	0.013031228	0.0005565436	1.5389876e-05	1.469694e-06
t	0.21963741	0.37702334	0.17370957	0.21509859	0.0008747933	0.013599914	5.6398698e-05
i	0.01111062	0.90850604	0.017457569	0.06282708	1.7556365e-05	8.0734404e-05	3.9738617e-07
è	0.0045477366	0.15465759	0.5207109	0.25088492	0.059871674	0.00023723385	0.009089902
s	0.00063991226	0.086199574	0.6297322	0.27435803	0.0076864576	0.00018344217	0.0012003849
s	0.0152380625	0.013435018	0.035526965	0.923216	0.0046985955	0.007861241	2.4142348e-05
u	0.0760584	0.17929663	0.0274822	0.71343184	0.00071860326	0.0030053891	7.0072615e-06
k	0.00043602168	0.00834629	0.13457762	0.15138622	0.64882594	0.0038475902	0.052580323
u	0.011536011	0.021974882	0.023358174	0.89496213	0.011339007	0.035135318	0.0016945489
à	0.00022425823	0.0036693844	0.014840133	0.05239954	0.8822028	0.018972494	0.02769133
i	0.000763992	0.024939975	0.077583104	0.30420333	0.37267235	0.19943362	0.020403536
s	0.02757618	0.034283504	0.0170692	0.101104416	0.24380572	0.45549816	0.12066283
à	0.0013486252	0.0037069889	0.022759616	0.038419656	0.11806142	0.79365903	0.022044707
m	0.00033928276	0.004389854	0.0022303755	0.0041018506	0.11174677	0.8380561	0.03913571
b	0.00020652985	0.00033333723	0.0010758826	0.0009690496	0.050554074	0.9442749	0.002586225
a	0.02127154	0.038083486	0.010117947	0.0043384726	0.012424754	0.85743314	0.056330625
</S>	0.0004486161	0.020979831	0.004102066	0.004512445	0.011934341	0.27358136	0.6844413
