 	tutto	il	cibo	vuole	girato	</S>
ò	0.9869363	0.012756536	0.00022776023	4.5045013e-05	1.1368728e-05	2.2925811e-05
l	0.9330765	0.06603889	0.0008521391	2.563722e-05	2.4463707e-06	4.4487124e-06
o	0.4436409	0.47343788	0.079611	0.0032633536	8.302102e-06	3.8463433e-05
o	0.10404574	0.8779919	0.017337674	0.00044091587	2.753465e-05	0.00015616992
m	0.032746665	0.52435184	0.4173915	0.020313514	0.0009268219	0.004269712
a	0.007898198	0.64209455	0.33264408	0.017168613	2.2041833e-05	0.00017251694
r	0.0008162705	0.48425314	0.48585066	0.026221678	0.0011314587	0.0017268
ì	0.0024636453	0.10582257	0.5551895	0.31738675	0.0060964813	0.013041143
o	0.00022967767	0.035149116	0.80858386	0.13843039	0.007129959	0.010477123
t	0.012413939	0.0032286204	0.63209194	0.30589747	0.020688115	0.025679907
è	0.0012740014	0.010424717	0.43595764	0.54949385	0.0002965667	0.0025532753
l	0.00021227282	0.001729233	0.5098135	0.4448794	0.03013908	0.013226468
i	0.000750238	0.0035622574	0.12907235	0.8664079	5.422752e-05	0.00015305766
v	0.000565746	0.00050549797	0.025261933	0.6191663	0.21467432	0.1398262
o	0.0903807	0.029577155	0.03938521	0.81898165	0.0015899243	0.020085365
t	0.001148825	0.0008758155	0.019405631	0.5694317	0.37132484	0.037813175
i	0.0079666255	0.0008389242	0.0075478842	0.93197364	0.01356749	0.0381054
m	0.0013466879	0.000349534	0.003554527	0.10794174	0.71794456	0.16886286
m	0.0073166057	0.00073730235	0.0034236102	0.7918965	0.08948328	0.107142724
è	0.002580776	0.0012376041	0.008458562	0.7713531	0.1384434	0.07792646
n	0.0024108621	0.00013708182	0.00072263984	0.01116125	0.50863415	0.476934
o	0.0695168	0.05562157	0.37925887	0.2050937	0.08233854	0.20817043
</S>	0.0021403343	0.0011879995	0.003587513	0.008866855	0.32414228	0.660075
