 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.9987889	0.00037767892	0.000757279	6.305701e-05	1.0208632e-05	1.332509e-06	2.483672e-07	4.6398134e-07	4.4508454e-07	1.3702751e-07	3.0156073e-07
r	0.8941362	0.09509163	0.010246308	0.0003772324	8.000482e-05	1.5802261e-05	4.194518e-05	3.6200668e-06	3.644057e-06	1.3866068e-06	2.2030604e-06
t	0.13932699	0.1579643	0.67944497	0.01739749	0.0025076705	0.0010682077	0.0020551702	0.00020720842	2.034598e-05	5.7732386e-06	1.7888923e-06
e	0.09680682	0.88225317	0.020860368	6.3222484e-05	1.1425791e-05	2.7589595e-06	1.7625744e-06	1.9125532e-07	8.4157435e-08	1.8283366e-07	2.8739052e-08
n	0.00261352	0.24034177	0.69320905	0.05940209	0.0036720573	0.0003057253	0.00028231778	4.380073e-05	3.6788533e-05	7.4182994e-06	8.545388e-05
a	0.11946338	0.27314186	0.60342115	0.003327411	0.00031973727	0.00010652605	0.00015016264	2.3416853e-05	6.6607804e-06	1.4332492e-05	2.5394475e-05
i	0.0027483823	0.19822776	0.6455463	0.14324574	0.0091829235	0.0005108623	0.0003767295	5.1265997e-05	5.339811e-05	1.5451963e-06	5.5083012e-05
v	0.0097611835	0.42640546	0.41041675	0.111952014	0.02436172	0.00367771	0.005567892	0.0018595951	0.0058060973	7.5200596e-06	0.00018410852
ò	0.019212157	0.011746525	0.9264589	0.037891917	0.0034161755	0.00060743035	0.00024031725	8.120843e-05	3.358222e-05	5.5549663e-05	0.0002561694
s	0.00205537	0.02161913	0.6420457	0.24685153	0.07537752	0.0059448783	0.0039131194	0.0007609244	0.0013821834	2.6356497e-06	4.69367e-05
t	0.0003459954	0.0016822874	0.8620223	0.11363506	0.016999902	0.0023957945	0.0024677292	0.00041310547	2.1202448e-05	3.7487232e-06	1.3005655e-05
e	0.034029625	0.060963225	0.8889587	0.011787378	0.0031441553	0.0003748267	0.0007245018	1.09266575e-05	5.36596e-06	6.0941557e-07	6.962878e-07
s	9.4126255e-05	0.0003717912	0.04214783	0.76127553	0.17954908	0.014126408	0.00087899267	0.0008360333	0.0004951593	7.80872e-06	0.00021722155
t	0.000706951	0.00073776866	0.64865255	0.32180572	0.0223679	0.0031774396	0.0021783425	0.00022430494	6.263663e-05	7.0692236e-06	7.938608e-05
u	0.023596734	0.0064749117	0.2802112	0.47880894	0.17240976	0.025761561	0.012042837	0.0005504365	0.00010044121	2.8390246e-05	1.4739486e-05
d	0.00029828475	0.0003178506	0.008205078	0.5487508	0.3825082	0.051652286	0.0031227514	0.0028016625	0.00141972	3.274201e-05	0.0008905979
