 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
e	0.8767403	0.12291733	0.00031040082	8.707726e-06	1.9291061e-05	7.124143e-07	9.656096e-07	4.292249e-07	5.9496404e-07	8.1685556e-07	1.8372529e-07	2.8412572e-07
j	0.32965443	0.6663067	0.0016662759	0.0021586206	7.849154e-05	6.7652516e-05	2.2386477e-05	1.460955e-05	8.331744e-06	8.224685e-06	6.497376e-06	7.784763e-06
i	0.4022352	0.59676844	2.672372e-05	0.00095989567	2.147642e-06	7.3929465e-07	7.566295e-07	9.798584e-07	2.367842e-06	2.0447035e-07	1.0040005e-06	1.5771153e-06
n	0.12761201	0.858437	0.01256951	0.0009511537	0.00037642542	3.8440987e-05	1.0003955e-05	3.2997345e-06	1.0633785e-06	4.4490585e-07	1.6793285e-07	3.3404254e-07
è	0.13619584	0.8624182	0.000197919	0.0011552356	1.1355797e-05	3.6325466e-06	2.5757533e-06	1.93914e-06	1.6105116e-06	8.780642e-07	3.1059028e-06	7.6811e-06
k	0.0032170005	0.97363245	0.020273324	0.0018719689	0.00095034746	3.1441963e-05	1.8444474e-05	2.8067243e-06	1.2208114e-06	6.2488675e-07	4.4972236e-08	2.6155348e-07
a	0.19251026	0.77519697	0.010348233	0.021191502	0.000555017	8.5182655e-05	7.517135e-05	2.874697e-05	3.460102e-06	5.2992596e-07	4.47049e-06	4.522899e-07
è	0.0006559453	0.25433388	0.6805496	0.034172308	0.028297435	0.0009422283	0.0004911674	0.00011709491	6.2105544e-05	0.000102963764	1.1800873e-05	0.0002634456
n	0.00020665009	0.34563553	0.5378448	0.07951165	0.032978814	0.0018271563	0.001291908	0.00022845967	0.00010292732	0.0001952558	4.474452e-06	0.00017235141
e	0.14529777	0.3339841	0.016234282	0.49843162	0.0030578414	0.0015485366	0.00082337385	0.0003600438	5.6921366e-05	9.3042345e-06	0.00017531845	2.0786994e-05
k	5.913889e-05	0.005819025	0.7325614	0.099030465	0.15454724	0.0042394185	0.002532006	0.0004290649	0.0001991365	0.0002676269	9.207846e-06	0.0003063336
a	0.039301682	0.15430142	0.06844752	0.69419205	0.037149325	0.0031598373	0.0019500862	0.000500033	0.0001572313	0.00026625278	0.00011832457	0.0004561762
p	6.297229e-05	0.0041505015	0.23546736	0.36935195	0.37023848	0.011278182	0.007371509	0.0011161318	0.0005131883	0.00028280096	4.842855e-06	0.00016207973
à	0.032644153	0.034434784	0.021188967	0.8111306	0.08330584	0.005832417	0.008347512	0.0019592852	0.000289171	0.00030447217	0.00015823368	0.00040452112
c	7.238844e-05	0.0009341572	0.025686959	0.84370214	0.10620632	0.017071376	0.004752539	0.00086838746	0.00043209468	0.00025416634	3.03573e-06	1.6419737e-05
e	0.05819588	0.08051925	0.00535482	0.7727085	0.048042465	0.024946949	0.0062649813	0.0015046233	0.0009815953	7.151675e-05	0.001147628	0.00026180779
n	5.8554193e-05	0.00049739605	0.007188514	0.17275172	0.73551434	0.05084544	0.026440563	0.0038696164	0.0018645594	0.00075153715	1.578147e-05	0.00020195042
a	0.008805304	0.006541197	0.027738225	0.6965573	0.22400932	0.011472454	0.018556684	0.0040427563	0.0007723274	0.0003341874	0.0001159827	0.0010542048
p	0.00010583836	0.0011488508	0.003950463	0.35889953	0.5050848	0.08500844	0.034531362	0.006439346	0.0033114066	0.0013666459	1.8991414e-05	0.0001343484
u	0.0070978664	0.0069332547	0.023543172	0.29663032	0.38611555	0.10438451	0.13231887	0.033266407	0.0062262956	0.0010940095	0.0004906928	0.0018990533
l	0.00045834677	0.001561203	0.0012774338	0.49110892	0.26794058	0.18663748	0.042284615	0.0060843946	0.0016514629	0.0009622426	8.074126e-06	2.5278141e-05
