 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
m	0.99774337	0.0020541085	0.00019982563	1.5051686e-06	3.2067126e-07	1.9419818e-07	1.0928889e-07	4.6343313e-08	5.1615683e-07
ò	0.9974546	9.7902055e-05	0.0023350022	0.000106148094	5.4113666e-06	4.839755e-07	2.12496e-08	2.0387081e-07	6.7730774e-08
t	0.9799824	0.017819228	0.0021631066	2.6607944e-05	5.8873898e-06	1.4499492e-06	3.4591682e-07	1.1576832e-07	9.219884e-07
t	0.9308688	0.0034901754	0.047268275	0.016829416	0.0014532519	8.831764e-05	1.8489992e-07	1.5970844e-06	4.7971167e-08
e	0.93007296	0.0038587712	0.06422689	0.0018196125	1.8517772e-05	1.843987e-06	1.444139e-07	1.2066654e-06	6.4368986e-09
è	0.15053074	0.7558825	0.09043444	0.0021046966	0.0003767738	6.8717694e-05	2.9768373e-05	1.1911546e-05	0.00056041667
s	0.07047889	0.47526667	0.44785887	0.0048095468	0.0011821998	8.958627e-05	4.6907466e-05	3.707165e-06	0.0002636587
t	0.009604417	0.04178088	0.7809658	0.11663114	0.046682652	0.004305626	5.7248126e-06	2.2889884e-05	9.659157e-07
a	0.019497817	0.007230741	0.9432428	0.029498678	0.00049791695	2.6388621e-05	4.300909e-07	5.3080657e-06	3.3620246e-08
s	0.0037821662	0.102776974	0.86336786	0.022688244	0.004486228	0.00088696997	0.00022392176	2.2458677e-05	0.0017651452
e	0.0093682045	0.054278273	0.81793267	0.0913685	0.025908856	0.0010777437	4.561883e-06	2.362181e-05	3.752866e-05
o	0.0011259853	0.012066265	0.9338847	0.039563682	0.008961069	0.0022528793	0.00046683033	2.0445657e-05	0.0016581522
G	0.0018364583	0.0014977704	0.47493398	0.4071921	0.050017565	0.017463049	0.045584463	0.00029905228	0.001175508
i	0.0011792048	0.033391707	0.72893167	0.14025417	0.08831929	0.006715447	0.00028462638	0.00011506209	0.00080880435
u	0.001559275	0.0015446933	0.4910531	0.4103755	0.06238767	0.02073515	0.011192796	0.00019184267	0.0009600009
v	0.0010602211	9.604162e-05	0.09190982	0.53200424	0.16405703	0.05565489	0.15239595	0.0016886215	0.0011332167
à	0.020689059	0.039639615	0.078632906	0.40226033	0.42172423	0.024324186	0.0008409333	0.0018827885	0.010005954
n	0.0005840259	0.00018409074	0.038217783	0.6770803	0.17133544	0.0911314	0.02018205	0.0010987377	0.00018620177
n	0.00042716603	0.0054244148	0.028275287	0.3529507	0.46150813	0.15018748	0.00061927433	0.0005746511	3.2961645e-05
i	0.008504804	0.0028473784	0.06573806	0.7805356	0.12672098	0.015582457	3.102293e-05	3.5473047e-05	4.2337715e-06
t	0.0015855677	0.0010390616	0.006501088	0.18349427	0.45815915	0.254296	0.07422863	0.0013036543	0.019392574
i	0.0012139236	0.008047797	0.004193126	0.21497202	0.67892927	0.09003551	0.0015469019	0.0006356969	0.000425662
n	0.0022558947	0.0006275545	0.0063313125	0.10816397	0.48919767	0.31009436	0.073029116	0.0017878037	0.008512281
A	0.0024767097	0.012156236	0.0013599681	0.06628506	0.7940129	0.1102168	0.009041763	0.0016396105	0.002811044
n	0.0006652086	0.0001793377	0.0038036064	0.20418608	0.42888343	0.29379916	0.060210474	0.0073540485	0.00091862987
n	0.012656652	0.0049747606	0.004054705	0.0659495	0.57316893	0.2165819	0.034982815	0.003617597	0.084013104
a	0.127743	0.0032302295	0.00027889386	0.01230656	0.111386925	0.10017288	0.013312352	0.04877855	0.5827906
ì	0.021872954	0.0019001708	0.011473211	0.007853572	0.18536699	0.42161274	0.18840548	0.0032664794	0.1582484
s	0.0022093563	0.0010668166	0.0014335352	0.0027035053	0.13624224	0.48837793	0.33292478	0.021123897	0.013917867
t	0.0016828125	0.00064363616	0.00025814126	0.010167559	0.4698953	0.50455576	0.009258177	0.0033591879	0.0001794192
i	0.0068804715	0.0048195035	0.0069614467	0.011353877	0.4670179	0.4897357	0.0055555003	0.0074778246	0.00019782344
n	0.0063211457	0.0019296008	0.0036527193	0.0010968944	0.020741543	0.46429133	0.35682496	0.027617991	0.11752382
e	0.013586837	0.0042671394	0.0007304396	0.0018580783	0.14102438	0.575619	0.102371424	0.15475786	0.0057848226
a	0.0029244171	0.0021733916	0.0041564745	0.00094162225	0.0062947497	0.31337368	0.45078242	0.19567217	0.023681035
n	0.0019129396	0.0010303786	0.0006625627	0.00063781504	0.0029845177	0.036039386	0.6314014	0.3155925	0.009738488
k	0.03125509	0.0072079874	0.0010387369	0.0005112725	0.02486713	0.20455515	0.0632711	0.60216033	0.065133184
ò	0.0033810767	0.0016555305	0.017359786	0.0123867355	0.15607023	0.39567965	0.017849457	0.38174632	0.013871201
r	0.0015506238	0.0011022585	0.0032481852	0.0005455846	0.00035575553	0.0067712716	0.19431041	0.76874095	0.023375014
a	0.00042834904	0.00059645367	0.00013971154	4.5583623e-05	0.0028797337	0.07004988	0.009577235	0.9148363	0.0014467849
m	0.035098117	0.0056902994	0.045549758	0.0030257115	0.0011306453	0.005651814	0.053476144	0.329848	0.5205295
a	0.011792177	0.0073400023	0.0010535823	0.00013073985	0.0052123466	0.06124333	0.017175704	0.8516887	0.044363417
r	0.011106178	0.004129495	0.02038664	0.0016981112	0.0010299397	0.0042122225	0.018598998	0.69193166	0.2469067
è	0.0052672164	0.0038111638	0.0011686721	8.4150684e-05	0.0011904459	0.002918073	0.008626359	0.9151797	0.06175422
o	0.0034500596	0.0013100607	0.0042399443	0.0002652883	0.00017338668	0.00070069986	0.0040366123	0.8044712	0.18135282
n	0.030525936	0.009784583	0.010872551	0.0004221429	0.00018729763	0.00023989202	0.0085011115	0.5175453	0.4219212
t	0.23478723	0.016804762	0.029126445	0.0007276548	0.004640906	0.018438362	0.0020451373	0.56915605	0.12427342
a	0.015588908	0.0040980475	0.069093935	0.004013125	0.005881055	0.02307607	0.0097301705	0.8444694	0.024049181
</S>	0.014252996	0.0028849475	0.01082989	0.0007348492	0.00025861894	0.00027685048	0.002744838	0.425719	0.542298
