 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.24899869	0.65514886	0.08099979	0.006215135	0.006404345	0.00046401593	0.0017692763
c	0.38041714	0.6172024	0.0021544083	0.00010147107	5.816433e-05	1.9317431e-05	4.7114594e-05
h	0.042410746	0.9556183	0.0012145737	1.03000575e-05	1.368777e-05	0.0007156789	1.6801998e-05
a	0.09442166	0.905504	5.4353215e-05	1.4791301e-06	4.8542927e-07	1.791111e-05	1.4045523e-07
n	0.8487788	0.14779043	0.0028967804	0.00014143689	8.589337e-05	2.251937e-05	0.0002841601
a	0.031593394	0.8872531	0.07214324	0.0006056529	0.00065633375	0.0076692477	7.912726e-05
a	0.105913855	0.8797234	0.014141495	4.7780213e-05	0.00014814621	1.26488385e-05	1.2547675e-05
g	0.11094524	0.66089565	0.19363871	0.0026581467	0.028149473	0.002630899	0.0010819824
o	0.0010927204	0.9628778	0.034304626	0.0004085527	0.00013456157	0.001039105	0.00014266298
r	0.024650373	0.9033967	0.07084992	0.00019704955	0.00087119004	3.2676387e-05	2.0022956e-06
à	0.0063813813	0.25253457	0.54775214	0.09416614	0.03352625	0.017391613	0.048247952
s	0.0049992814	0.075687975	0.7046991	0.11362868	0.09309284	0.0027586399	0.005133466
o	0.0030915271	0.06394416	0.91462016	0.0018690813	0.008068673	0.0058020917	0.0026042657
o	0.00029451554	0.00080614915	0.871762	0.08562601	0.035616446	0.00038786858	0.0055071283
s	0.0004994093	0.0039005436	0.22578065	0.28781375	0.41845068	0.032118138	0.031436823
s	0.0026890084	0.012021337	0.32323802	0.1734747	0.15752296	0.29878926	0.032264747
o	0.015187632	0.02609755	0.8129688	0.03319428	0.094060056	0.017873505	0.0006180893
m	0.00010153796	9.093197e-05	0.013626674	0.5902629	0.36373216	0.014298126	0.017887738
ì	0.0011397548	0.0029589264	0.10514631	0.2387152	0.23631464	0.36644068	0.04928441
k	2.6218499e-05	5.493089e-05	0.009101519	0.54576343	0.38617325	0.039849598	0.01903106
a	0.0002352675	0.0009499336	0.004969162	0.0069277445	0.06894306	0.89261717	0.025357751
m	0.00018277366	0.0003348811	0.0018030136	0.24911156	0.45206258	0.14615625	0.15034892
è	7.157914e-05	0.00039897507	0.0014273465	0.027650645	0.1346979	0.7292663	0.106487215
r	1.1637641e-05	7.484008e-05	0.0005289098	0.086599156	0.19581191	0.6202514	0.09672203
i	4.7536814e-06	4.6102898e-05	5.4990243e-05	0.00030056387	0.0078299735	0.98948854	0.002275077
</S>	0.00012126392	0.00060991175	0.0014606904	0.02147425	0.04669531	0.31139308	0.61824554
