 	non	aveva	dove	a	stare	</S>
e	0.8668982	0.09226697	0.03712344	0.0026864256	0.00073090004	0.00029412477
n	0.28826994	0.62062997	0.083269306	0.004107071	0.0024094528	0.0013142477
ì	0.020119024	0.92560047	0.029536383	0.0015808947	0.022574471	0.000588797
c	0.0038917842	0.86679214	0.12914266	0.00012265766	5.0001814e-05	6.8000514e-07
h	0.008959096	0.9567133	0.029935138	0.000121183715	0.004227068	4.4078555e-05
e	0.0047836215	0.8037303	0.18963893	0.0017193715	0.00011783486	9.924398e-06
p	0.0043769516	0.045421623	0.91442746	0.02596532	0.008862068	0.0009466142
u	0.7430399	0.056609035	0.088920906	0.0036539747	0.09591029	0.011865774
s	0.0009526249	0.00085026294	0.052155625	0.5161618	0.37302867	0.056851022
t	0.11317512	0.026090812	0.10488786	0.14661926	0.0857554	0.52347153
a	0.021531394	0.04046304	0.1593261	0.2594972	0.4976688	0.021513475
t	6.682729e-05	8.187663e-05	0.0015022446	0.09676677	0.58754486	0.3140375
ì	0.003965729	0.00087216473	0.018372236	0.14263429	0.047561347	0.7865943
</S>	6.721209e-05	9.775385e-05	0.0010224072	0.037010606	0.62963015	0.33217192
