 	può	che	sono	ancora	svegli	</S>
i	0.9940597	0.0057923184	0.000119110715	3.0614895e-06	5.548499e-07	2.5185467e-05
s	0.45792955	0.5157809	0.020500768	0.0011461152	0.003873774	0.0007688767
ò	0.9059189	0.07768939	0.016286414	7.584351e-05	1.8835971e-06	2.7634549e-05
z	0.1961556	0.7783985	0.023019226	0.00077360665	0.0013961759	0.00025689637
i	0.3917683	0.17728956	0.4299183	0.00086211466	6.3472275e-05	9.833346e-05
k	0.015451122	0.6562753	0.28212315	0.011415203	0.01377191	0.020963248
a	0.15733695	0.083426856	0.74961436	0.006144158	0.000117924574	0.0033596966
ì	0.0024621882	0.031070614	0.8216324	0.049599092	0.073775254	0.021460462
n	0.0037903558	0.024014922	0.56192315	0.14562985	0.2576839	0.0069577955
e	0.06096394	0.06603582	0.69026387	0.145938	0.007944729	0.028853612
a	0.0005598195	0.00050425867	0.05399765	0.23638019	0.6909534	0.017604694
n	0.0026202279	0.00016039831	0.0055067167	0.7862334	0.19581543	0.009663824
k	0.25389144	0.010929059	0.025353123	0.016093796	0.0013304361	0.6924022
ò	0.19923739	0.06980257	0.12519251	0.18436518	0.29299438	0.128408
r	0.0021858134	0.00029593025	0.0014092068	0.15345667	0.83895224	0.0037000987
a	0.014591658	0.017681157	0.06347882	0.18737194	0.5556428	0.1612336
a	0.0032275494	0.00036874044	0.00064643327	0.015600348	0.91333973	0.06681713
t	0.021080026	0.0014591531	0.00061222265	0.053865757	0.8077518	0.115231104
s	0.10233832	0.022491902	0.017896626	0.025215277	0.043792486	0.78826535
ù	0.5866647	0.013063963	0.02103482	0.065188535	0.061702657	0.2523453
n	0.03530065	0.0033123263	0.0039611007	0.018042406	0.51692486	0.42245868
n	0.06564989	0.03711232	0.045109406	0.10267407	0.007963483	0.74149084
i	0.32617137	0.34048113	0.10043875	0.15551679	0.0082088215	0.069183215
t	0.03073394	0.0030040517	0.0063472865	0.009857744	0.07294773	0.8771092
i	0.567489	0.1959693	0.036356635	0.009949062	0.0024103208	0.1878257
</S>	0.073549256	0.005071438	0.00890583	0.011735891	0.07464037	0.82609725
