 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
e	0.9993844	0.0004356296	0.0001570108	1.019125e-05	1.1267729e-05	1.7063356e-07	1.2134156e-07	1.2828829e-07	1.2497217e-07	6.6729356e-08	4.5523784e-08	5.117137e-08	4.005134e-08	3.542496e-08	3.6896182e-08	3.6773933e-08	3.087322e-08	3.492514e-08	3.8965748e-08	3.71906e-08	3.579151e-08	3.8724433e-08	3.6677406e-08	3.4036287e-08	3.7808846e-08	3.490936e-08	3.98742e-08	3.9933944e-08	3.2488494e-08	4.5451948e-08	6.0850084e-08	3.980429e-08	3.4641324e-08	3.0310517e-08	2.8669739e-08
m	0.8589807	0.13067482	0.0090905195	0.00010138577	6.358139e-05	0.0007262532	2.2985309e-05	6.816641e-06	3.6033782e-06	5.1377137e-06	1.9147157e-05	3.98008e-06	1.0004011e-05	1.2870665e-05	9.939895e-06	5.1800143e-06	7.146426e-05	2.0237665e-05	1.2219869e-05	2.1948972e-05	9.666638e-06	1.8354169e-05	3.3986594e-06	2.7104538e-06	2.6722382e-05	3.594084e-06	4.3652217e-06	1.1624573e-05	1.2188676e-05	2.1852218e-06	4.0723826e-06	4.712662e-06	2.4455649e-05	6.394622e-06	2.8761146e-06
ì	0.969715	0.025379445	0.004679467	2.4004244e-06	6.435013e-07	0.00022075145	4.7543884e-07	6.111813e-08	9.083953e-08	1.2962248e-07	3.538528e-08	3.6019106e-08	5.1157434e-07	2.488118e-08	3.5425664e-08	1.9369315e-08	1.888439e-08	3.0825937e-08	1.4200629e-08	1.0143275e-08	1.0837115e-08	9.8942925e-09	1.18909425e-08	1.16569705e-08	9.988761e-09	1.4330362e-08	1.9502435e-08	1.2530798e-07	1.0030419e-08	1.573267e-08	2.1595002e-07	1.0350502e-07	1.2548922e-08	6.378012e-08	1.06156804e-07
d	0.5817922	0.37800702	0.0381688	0.0014543111	0.0005114932	4.2199834e-05	1.1611421e-05	1.974142e-06	5.852495e-07	6.355005e-07	1.2229679e-06	1.8631847e-07	6.01814e-07	3.999956e-07	3.7437968e-07	1.377568e-07	1.7016447e-06	4.835536e-07	3.0150954e-07	3.263791e-07	1.8096154e-07	2.738132e-07	1.164411e-07	1.04358826e-07	3.3555912e-07	9.831824e-08	1.229577e-07	4.3959503e-07	1.7003492e-07	1.0858868e-07	7.2170315e-07	2.1381003e-07	2.489021e-07	1.0493586e-07	1.8782205e-07
e	0.8591061	0.10878669	0.028135726	5.546245e-05	1.2517676e-05	0.003786657	2.8912971e-05	3.230131e-06	1.554378e-06	6.6509215e-06	3.0620088e-06	2.433255e-06	1.628863e-05	4.1058383e-06	5.8822056e-06	2.5698284e-06	4.697169e-06	6.7431197e-06	1.5308196e-06	3.4983026e-07	6.9639236e-07	2.8477558e-07	4.789618e-07	1.7970561e-07	3.8132487e-07	7.996217e-07	1.3288886e-06	1.2339048e-05	2.707195e-07	1.472398e-08	2.3017194e-06	5.3180083e-06	2.6060727e-07	4.0026835e-06	6.2062675e-08
c	0.0052221976	0.896331	0.08721457	0.007931421	0.00265338	0.00040290123	0.000106668944	1.4076776e-05	3.4253314e-06	4.4607646e-06	2.3057384e-05	1.0280984e-06	7.14863e-06	6.9054504e-06	5.3505087e-06	9.666779e-07	2.013876e-05	9.062736e-06	4.429767e-06	4.964644e-06	1.7852906e-06	3.7342952e-06	4.5553114e-07	3.017212e-07	4.6366836e-06	5.3042777e-07	8.9180753e-07	6.546159e-06	2.2146776e-06	3.7118076e-07	2.9719097e-06	1.5347179e-06	3.9318197e-06	1.1078854e-06	1.6741035e-06
i	0.79603183	0.09755232	0.10273343	0.0011679131	0.00046535744	0.0018353588	4.057385e-05	7.043877e-06	1.2789966e-05	1.3228308e-05	2.799574e-06	5.031742e-06	3.8392354e-05	4.049995e-06	7.6146925e-06	3.934257e-06	4.0645823e-06	8.398167e-06	1.960582e-06	1.0494118e-06	1.3792851e-06	1.019267e-06	1.6044116e-06	1.1752015e-06	1.106005e-06	1.8306381e-06	2.2567883e-06	1.3005696e-05	9.56996e-07	6.0289125e-08	3.4882723e-06	4.343109e-06	1.2706607e-06	2.3736091e-05	5.6841905e-06
d	0.0003575537	0.750537	0.22968763	0.01293399	0.00590546	0.00041705108	8.610054e-05	2.2408805e-05	5.293769e-06	3.9276256e-06	9.313937e-06	6.708023e-07	2.2383506e-06	2.5758834e-06	2.1519438e-06	3.8836578e-07	6.0123257e-06	3.4637517e-06	2.3515502e-06	2.190331e-06	6.4197127e-07	1.4973184e-06	1.2188441e-07	6.4897606e-08	1.4613784e-06	1.696706e-07	4.058782e-07	2.8583706e-06	7.3777494e-07	1.6215036e-07	1.6429433e-06	7.2272167e-07	1.1329105e-06	2.61304e-07	2.6559772e-07
è	0.19586293	0.059931137	0.733227	0.0061113606	0.0014837675	0.0032098917	8.381999e-05	6.8628733e-06	1.14464e-05	5.851877e-06	2.3628595e-06	1.7006448e-06	1.9282752e-05	1.5651453e-06	2.4411638e-06	1.0458472e-06	1.1929912e-06	2.3349394e-06	8.951109e-07	5.7116074e-07	5.751279e-07	5.6801287e-07	6.494686e-07	5.4502874e-07	5.713476e-07	6.7798754e-07	8.816773e-07	3.6387873e-06	4.7648183e-07	1.3102914e-07	1.8608554e-06	1.2325922e-06	5.725814e-07	2.5541733e-06	1.7462631e-05
t	0.00015466419	0.41446337	0.50971866	0.048682474	0.023450702	0.0023743599	0.000554389	0.00022156216	9.5247044e-05	3.7587663e-05	4.4999415e-05	1.0042738e-05	7.720358e-06	1.0356569e-05	8.962128e-06	3.2265848e-06	2.7013544e-05	1.3497237e-05	1.3938866e-05	1.6079854e-05	4.4047374e-06	1.3093852e-05	1.3274941e-06	6.5540667e-07	1.4190814e-05	1.7536347e-06	4.811826e-06	1.2485475e-05	4.4358817e-06	4.144226e-06	1.0808246e-05	4.156179e-06	1.1136553e-05	1.1436808e-06	2.5261202e-06
