 	lo	posso	finire	di	fare	</S>
t	0.8272788	0.17069958	0.001648691	0.000322064	9.188427e-06	4.1657735e-05
o	0.7217321	0.2762188	0.0006813494	0.00012628676	0.0011175862	0.00012389565
s	0.18497473	0.80078065	0.013454516	0.00065022055	3.336425e-05	0.00010657068
ò	0.043166798	0.9282887	0.025776945	0.00072277815	0.0016900379	0.00035476458
z	0.008498268	0.8894955	0.09894411	0.0027162535	1.5611615e-05	0.0003303405
o	0.40399873	0.38715088	0.1795596	0.0010386148	0.027996052	0.0002561031
s	0.0011569599	0.21678464	0.7244574	0.039409254	0.00037746082	0.017814292
p	0.094510585	0.58342427	0.2847779	0.004336745	0.029955719	0.002994742
i	0.06198359	0.019772215	0.41352886	0.27432618	0.23024316	0.00014606141
c	3.1629534e-05	0.0021289915	0.8441197	0.13433473	0.0008867512	0.018498097
c	0.011843952	0.12590976	0.780483	0.027837457	0.027053803	0.026872098
è	0.025304632	0.0030151864	0.056716904	0.2481383	0.6625271	0.0042978697
t	0.0005700562	0.0026603974	0.3423907	0.5345868	0.039162662	0.08062946
s	0.0047048084	0.012219613	0.90833324	0.0051799803	0.068972506	0.00058980595
i	0.13827527	0.0017724417	0.14571112	0.04854048	0.6648946	0.0008060742
t	7.664828e-05	0.001011614	0.06843049	0.75114685	0.017932463	0.16140191
s	0.0035178151	0.011576877	0.64545953	0.05560072	0.2680624	0.015782617
è	0.0016047957	0.0005253218	0.031835664	0.16816847	0.79658955	0.0012761467
k	0.0002397332	0.0016691245	0.0075499276	0.34639695	0.24095945	0.40318483
à	0.0016304987	0.0025433623	0.043901145	0.021401374	0.88861006	0.041913584
m	0.00019572895	0.0015340255	0.0010053067	0.048922546	0.7672111	0.1811313
i	0.0023266275	0.004708719	0.020087812	0.015157691	0.9403425	0.01737668
</S>	0.00021136021	0.0025118506	0.0013540406	0.010966961	0.2598281	0.7251277
