 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
t	0.996714	0.0029515778	0.0001610975	0.00015932061	2.1068158e-06	3.9563383e-06	6.162079e-06	2.1757954e-07	1.5759861e-06
a	0.7189096	0.2690674	0.0043656374	0.0076265824	2.0903632e-05	4.6199492e-07	1.7223193e-06	4.9581395e-06	2.6235398e-06
t	0.5456574	0.40029883	0.037739437	0.015847016	0.0003118505	7.465916e-05	3.2859352e-05	6.4267997e-06	3.141639e-05
r	0.821517	0.12561671	0.0122130485	0.0404719	0.00012286166	1.3520126e-05	1.022899e-05	6.9739017e-06	2.7687842e-05
a	0.21617396	0.7089883	0.014970777	0.059830733	3.3995835e-05	1.4892918e-06	2.250309e-07	5.2090934e-07	4.2144695e-08
v	0.0024864404	0.6387931	0.32104284	0.033868115	0.0019793087	0.0011007827	0.0003764917	1.1639122e-05	0.00034129852
ù	0.35254544	0.2597221	0.27689058	0.11001097	0.00047993133	0.000118540716	0.000112631555	1.4143682e-05	0.00010569693
d	0.000981108	0.5405577	0.40229857	0.05032842	0.0021804043	0.0031500063	0.00040515405	1.9406514e-05	7.925348e-05
i	0.14380766	0.06125065	0.44014627	0.34813854	0.0059891865	0.00038759105	0.00010823492	8.958719e-05	8.219572e-05
a	0.00042750273	0.028427027	0.8477832	0.09098266	0.014902248	0.014434031	0.0020988467	8.099059e-05	0.0008634709
p	0.0013214784	0.016789114	0.7054579	0.08933827	0.04750952	0.13300045	0.004756485	0.0014978497	0.00032894447
l	0.13946311	0.00379889	0.12406111	0.70092326	0.027786607	0.00096982834	0.0011818095	0.00010775614	0.0017076763
è	0.012180335	0.017397065	0.25365198	0.6910808	0.022340233	0.0026272566	0.0006733728	3.3097567e-05	1.5825794e-05
o	0.00037596945	0.0010726646	0.32325995	0.39935064	0.1666624	0.091788635	0.01564016	0.00091040425	0.00093920866
n	0.0025816935	0.0033162688	0.27824107	0.16131738	0.19940284	0.32924548	0.019231262	0.003170887	0.0034931006
ò	0.02366627	0.00031711097	0.03048862	0.88432884	0.059290566	0.0007999861	0.00059385493	6.114768e-05	0.00045357688
r	0.00020475141	0.00029945828	0.032203082	0.11833136	0.6874823	0.14256498	0.01688283	0.0015236039	0.0005076285
r	0.0014896136	2.9926205e-05	0.01965001	0.7182259	0.2563868	0.0024617787	0.00085633626	0.00087647606	2.323345e-05
i	0.030853957	0.0047163526	0.07463771	0.6628556	0.1887514	0.03739137	0.00054830394	0.00018277678	6.2528554e-05
a	3.930639e-05	4.6119738e-05	0.00049929594	0.011605996	0.5139909	0.40629873	0.060563605	0.0020015903	0.0049545127
è	0.0010719115	0.0003244924	0.0005499142	0.0174226	0.21197563	0.6847857	0.061100718	0.018740073	0.0040288796
r	0.0011981989	0.0005414565	0.0018921694	0.13548294	0.47008523	0.29427814	0.06981507	0.021545779	0.005161091
k	0.0087982435	0.000133379	0.0129633	0.10296376	0.5560834	0.2752092	0.016380752	0.027285386	0.00018262367
u	0.16846915	0.017444173	0.14499629	0.03230839	0.5755573	0.056533877	0.003174282	0.001266819	0.0002497277
t	0.00012805665	0.0001091611	0.00018833434	0.000953004	0.032973707	0.7007444	0.23739712	0.0127493935	0.014756812
t	0.025683621	0.00010806885	0.0011620868	0.0065759774	0.42058447	0.33354667	0.12361512	0.08183878	0.0068850582
e	0.047572307	0.0020954222	0.003947369	0.0031702365	0.2044148	0.6223648	0.09550907	0.019840721	0.0010852263
g	0.0008966076	0.0004902188	0.00049162074	0.0014740853	0.019421637	0.56412005	0.31958613	0.04111603	0.052403625
r	0.1044501	0.0040158657	0.013603883	0.057218555	0.29303163	0.09884194	0.09088817	0.2673331	0.07061678
a	0.0011581451	0.00018988326	0.00085588195	0.001868698	0.04417932	0.19900925	0.43756616	0.17969541	0.1354773
m	0.003533663	0.0034026653	0.0016527856	0.0034303751	0.007911203	0.2734562	0.33580717	0.26925611	0.10154991
m	0.023515107	0.00016644926	0.0006470556	0.006351992	0.064617135	0.070230596	0.24067324	0.55902386	0.034774493
è	0.013766308	0.0020264215	0.0039450102	0.004494574	0.038891807	0.19323228	0.575331	0.16301998	0.0052927085
n	0.011995837	0.0074126697	0.0029371465	0.0112779485	0.0053139296	0.1297599	0.14661503	0.19026543	0.49442217
a	0.002725484	0.00086320034	0.0021094456	0.011861939	0.15913658	0.0041117845	0.0017193413	0.8137988	0.0036734643
s	0.0066223075	0.0049485727	0.0034977824	0.005786373	0.007475618	0.09036079	0.06468905	0.26972207	0.5468974
i	0.275818	0.005542341	0.005284874	0.032939397	0.017741608	0.040080816	0.09902407	0.4663098	0.05725909
n	0.0088465065	0.0054871645	0.0025966426	0.0065656914	0.0046636807	0.047998764	0.04178621	0.37169287	0.51036245
ì	0.08617049	0.0028938795	0.002045061	0.01672285	0.013912045	0.0043382472	0.0069830315	0.7385768	0.12835748
t	0.005342725	0.004929362	0.0021416715	0.0049647596	0.0034075968	0.025516272	0.00850559	0.63041306	0.31477892
t	0.0045026187	7.6294964e-05	0.0001395838	0.0013389973	0.0026420879	0.0012906918	0.0023836493	0.98598856	0.0016375664
a	0.038149863	0.039884154	0.04924862	0.029320387	0.011448179	0.052498966	0.0019424837	0.7281894	0.049317993
</S>	0.018727941	0.011839002	0.0028952525	0.006377625	0.0014369218	0.004036162	0.0015801769	0.0548564	0.8982505
