 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.9804094	0.01951609	2.7742837e-05	1.3231599e-05	1.4626476e-05	1.3820027e-06	9.76586e-07	1.6547514e-05
i	0.13496135	0.86494297	1.7447739e-05	1.8986462e-06	1.5137673e-06	1.0779751e-05	5.9864182e-05	4.075993e-06
n	0.1796095	0.81774944	0.0018176108	0.00034758358	0.00018163683	0.00019735341	1.543455e-05	8.1413025e-05
a	0.39018616	0.6092181	0.00041082493	6.0798582e-05	1.5314827e-05	2.6214138e-05	5.6914178e-05	2.5692994e-05
d	0.0051449537	0.9818287	0.008830325	0.0023956157	0.0010076722	0.00069829106	2.285655e-05	7.15838e-05
r	0.7310444	0.2575013	0.0100141615	0.00046633175	8.144973e-05	0.000110999405	0.00043248018	0.00034888647
e	0.08887991	0.8942401	0.009150138	0.0018502851	0.0055686953	8.419166e-05	0.00020004761	2.6644233e-05
f	0.0014077734	0.80142665	0.113428436	0.045220815	0.023881588	0.011147615	0.00035283828	0.0031342278
f	0.37518156	0.161369	0.3957597	0.026877826	0.0052381433	0.003787286	0.017980775	0.013805805
ì	0.052506793	0.798726	0.072553344	0.027097052	0.04687372	0.0012114997	0.0009588711	7.2690775e-05
m	0.0011661458	0.3127784	0.31301543	0.18407646	0.14399342	0.036471672	0.0015639177	0.0069345636
m	0.106023796	0.019179905	0.72216946	0.07595415	0.007436135	0.019849895	0.04918305	0.00020359634
u	0.19907527	0.74262863	0.041722156	0.0015735666	0.0007040412	0.0051526004	0.009127573	1.6239806e-05
a	0.00029605147	0.0029368303	0.3850825	0.36371776	0.19966997	0.029519802	0.0011526007	0.017624523
n	0.000627414	0.0049979296	0.2032745	0.1844892	0.044681523	0.55039287	0.006625176	0.0049113133
k	0.20330754	0.008607805	0.19443852	0.11433681	0.032331254	0.12838188	0.21326289	0.10533332
ò	0.08092858	0.13794914	0.049323574	0.10706111	0.43881744	0.07092421	0.110926084	0.0040698876
r	0.00073544664	0.0046297195	0.050651994	0.04737965	0.12339228	0.73531836	0.03503652	0.0028561393
a	0.0056687617	0.00014504453	0.03329212	0.13312416	0.14196226	0.2548137	0.42875534	0.0022386424
e	0.0010519316	0.0098894965	0.021766836	0.08813669	0.3668739	0.36975062	0.064414784	0.078115776
n	0.002191282	0.0047207633	0.0055854837	0.008959455	0.012609309	0.83586574	0.11892498	0.011142973
ì	0.035170294	0.00061411154	0.03254606	0.016064974	0.002931484	0.09575902	0.689302	0.12761202
r	0.0016566392	0.023620173	0.017899767	0.013800317	0.024908798	0.5837691	0.32056797	0.0137772
t	0.0007560542	2.0442372e-05	0.002864314	0.0023898508	0.0030972066	0.015677853	0.96908945	0.0061048195
e	0.15803848	0.079187095	0.070923455	0.006919902	0.0033336086	0.007789565	0.6710051	0.0028028274
e	0.0023603763	0.022132054	0.011329682	0.019014912	0.043525297	0.016672432	0.25876653	0.62619877
t	0.02741262	0.10359187	0.005924714	0.0027134966	0.003201653	0.07450931	0.56767356	0.21497285
t	0.020443102	0.00058883766	0.019049188	0.0057139825	0.0038750481	0.0035606406	0.88631487	0.06045436
ù	0.037036076	0.025114736	0.012020529	0.02746671	0.04094229	0.008584775	0.66678643	0.18204847
</S>	0.019935321	0.068402246	0.007955864	0.0023769757	0.004336416	0.0027616192	0.16509585	0.72913563
