 	se	avevi	visto	tempo	il	tempo	non	fossi	venuto	che	ti	bagna	tutto	</S>
a	0.97386986	0.02252882	0.0033086222	0.00024840544	2.5219975e-05	5.137204e-06	2.5274162e-06	1.6462373e-06	2.7151907e-06	1.5667691e-06	1.275014e-06	1.736854e-06	9.25914e-07	1.7023605e-06
n	0.16230996	0.76829106	0.06326376	0.0033632254	0.00048149313	0.00027118492	0.00025416145	0.000993774	0.00012242973	6.8030466e-05	7.620242e-05	0.00036752675	6.800659e-05	6.9268055e-05
ì	0.018180458	0.8832093	0.0818306	0.016344195	0.00021775765	0.00019118992	4.3852936e-07	2.0538295e-05	8.369591e-08	8.306459e-07	4.569474e-07	3.3296505e-08	3.5498413e-06	6.186957e-07
c	0.0127995815	0.8694088	0.111199975	0.0055560656	0.0006535529	0.0001427123	7.009312e-05	0.00013499171	1.700056e-05	1.9551007e-06	2.416116e-06	1.1313167e-05	1.3902506e-06	9.052174e-08
h	0.013176126	0.72504544	0.19700594	0.06366478	0.0005238802	0.00055361463	6.0408166e-07	2.805621e-05	1.0374385e-07	1.8219093e-07	1.06978355e-07	2.5484429e-08	1.2266071e-06	2.0717271e-08
e	0.0024897612	0.77121633	0.17860344	0.046357233	0.00087906275	0.0003636513	3.1437771e-06	8.328107e-05	7.507067e-07	7.725036e-07	9.606421e-07	2.7218735e-07	1.3900968e-06	1.1258689e-08
t	0.005219817	0.42450052	0.5366731	0.026491813	0.0043009394	0.00078711	0.00032094997	0.0014404276	0.000102565486	1.8705818e-05	1.6052541e-05	0.00010956977	9.165865e-06	9.210493e-06
o	0.14892854	0.23455995	0.42365307	0.18677303	0.002520758	0.0030311525	2.7063015e-06	0.0005134174	1.0301127e-06	4.544377e-06	3.2080434e-06	4.932392e-07	5.928658e-06	2.0447785e-06
r	0.00019576526	0.06898194	0.7489132	0.14965878	0.029592963	0.0018215096	0.00042187277	0.00019853357	0.00015398915	1.5890524e-05	6.4034816e-06	2.177816e-05	1.4765063e-06	1.5846623e-05
ì	0.011525275	0.03307555	0.57061285	0.3509172	0.029085645	0.003742545	0.00023344219	0.0002146204	0.00026896564	5.9163132e-05	3.1879885e-05	9.415983e-05	1.8062674e-05	0.00012061903
s	3.5960853e-05	0.002433058	0.29848886	0.53131807	0.15414777	0.0090603195	0.0023027132	0.00045002953	0.0012570799	0.00011387484	4.2548265e-05	0.0001803805	4.922732e-06	0.00016437778
o	0.0066817435	0.0024951522	0.3531568	0.45179003	0.16081479	0.02105018	0.00038795022	0.0034170272	8.673354e-05	7.861261e-05	2.465676e-05	9.185185e-06	5.2913097e-06	1.777933e-06
n	0.00010072111	0.0005458499	0.0904623	0.36833948	0.49305627	0.029452672	0.008273763	0.0027008455	0.0046323845	0.00044456686	0.00018202997	0.000823491	2.6963506e-05	0.000958558
t	0.007551296	0.0009586553	0.07260902	0.6367024	0.21149202	0.062944874	0.00025868876	0.007248943	9.928079e-05	5.9097776e-05	1.9351697e-05	2.3007726e-05	7.769045e-06	2.5659949e-05
a	0.0017762636	0.0059655868	0.09370153	0.6347259	0.22646897	0.034988634	0.0005977988	0.0016419663	9.354366e-05	1.4054014e-05	5.561299e-06	4.1593617e-06	1.4198729e-05	1.8965321e-06
c	2.6120128e-05	8.523256e-05	0.0022034626	0.12042102	0.7542392	0.07550111	0.027164564	0.004955307	0.011795377	0.0009584636	0.00030931176	0.0016070361	2.2597846e-05	0.00071109855
e	0.008087816	0.0023512521	0.03118889	0.46335942	0.33092135	0.14585808	0.00096953224	0.01636139	0.00027395948	0.00023520381	5.8629215e-05	5.8329508e-05	2.6330212e-05	0.00024983933
r	0.00012611016	0.00015339155	0.0015464298	0.028262561	0.78237826	0.108778685	0.043511357	0.020167097	0.009466618	0.0007706472	0.00034807515	0.0044289418	2.4195699e-05	3.761955e-05
ò	0.00014410041	0.00010510327	0.0024209975	0.2741297	0.37618637	0.29980612	0.01960392	0.008338233	0.00965636	0.0042182254	0.0016929291	0.0024681445	0.00039283643	0.00083700626
o	4.8157333e-05	9.991143e-05	0.00034610622	0.017719278	0.5257276	0.21681342	0.12740463	0.023551058	0.056460947	0.008700678	0.0032130543	0.01881146	0.0001540018	0.00094978284
c	0.0004519058	0.00047731126	0.00053550414	0.02747304	0.23902825	0.25782213	0.15313189	0.13300383	0.06559771	0.009608417	0.006209582	0.10546008	0.00027364184	0.0009267717
e	0.0060123447	0.0023658967	0.011483307	0.07210017	0.33899543	0.4741558	0.010281998	0.079859115	0.0017070486	0.0019098121	0.00042283357	0.0001806376	0.00020012491	0.00032554608
r	0.00013334904	0.000121721045	0.0002061338	0.0012963541	0.15441902	0.21255559	0.33377886	0.19572933	0.06373042	0.0074737393	0.0034467492	0.026749002	0.00021428423	0.00014540121
ò	9.961301e-05	2.5946778e-05	0.00011237153	0.00777105	0.11111221	0.7668095	0.039738346	0.03090487	0.018561428	0.012995681	0.0050183316	0.004610399	0.0009849734	0.0012552453
e	6.883081e-05	9.129024e-05	0.00010715209	0.0010547597	0.033381093	0.17849113	0.30921865	0.17402545	0.16460115	0.03928889	0.016437966	0.08060601	0.00084299536	0.0017846621
n	0.00065102364	0.00029136607	9.806039e-05	0.0013699993	0.016584251	0.10889393	0.2036115	0.3533381	0.09147416	0.025309714	0.015814528	0.180825	0.0006983858	0.0010400045
ì	0.0022644906	0.00027267786	0.00096251775	0.005027328	0.078891076	0.59800977	0.06037908	0.20997263	0.020589361	0.016438229	0.00417295	0.0008974763	0.0012886975	0.0008337276
