 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
s	0.82276374	0.16918561	0.007862914	0.00011256425	5.630411e-05	6.204883e-06	3.4186128e-06	2.0981593e-06	1.4955493e-06	5.711302e-06
i	0.18198031	0.8072852	0.0080021145	0.0023655174	0.00027110122	4.4755943e-05	2.5710403e-06	9.804305e-07	4.5696816e-05	1.7459689e-06
i	0.03803863	0.81656164	0.13648444	0.007666396	0.0009167165	0.00026344528	2.2203038e-05	2.672513e-05	6.979743e-06	1.2892924e-05
p	0.014488251	0.9611356	0.0056677535	0.014775443	0.0012267053	0.0013438152	0.0004775752	0.000790267	8.725387e-05	7.297857e-06
à	0.34824726	0.3035101	0.07171408	0.21789129	0.050660606	0.005974912	6.606378e-05	1.1961539e-05	0.0018240169	9.9751334e-05
s	0.0038502454	0.9567796	0.0256912	0.012713513	0.0005639067	0.00023900846	5.8899735e-05	9.653445e-05	6.210615e-06	8.612817e-07
t	0.17414875	0.09487306	0.23318772	0.32811013	0.12984416	0.036721155	0.0002754688	1.1781857e-05	0.0028250206	2.776436e-06
a	0.047519375	0.28848535	0.5075321	0.14762859	0.00815181	0.0006230332	2.0925945e-06	4.5313834e-07	5.7083504e-05	1.1263704e-07
ì	0.0013924431	0.024204385	0.07287275	0.70223475	0.17872936	0.012027415	0.0025982936	0.0022489273	0.00011844567	0.0035732212
c	0.0007207567	0.0045559877	0.044055145	0.6817805	0.24443889	0.013180802	0.0033148772	0.007133087	0.00012424632	0.0006957427
h	0.17428274	0.0061963587	0.027193142	0.61465704	0.09502909	0.069371775	0.0011826217	6.956944e-05	0.011897554	0.00012015581
e	0.111054756	0.021288611	0.38031197	0.39651778	0.0834826	0.0072103078	1.033477e-05	1.6656091e-06	0.000121866135	1.0261142e-07
t	0.00039843662	0.0019894454	0.004140054	0.49825367	0.41136804	0.045217387	0.01560431	0.019184925	0.000254899	0.0035887726
e	0.0046915044	0.00023077983	0.08176918	0.21146248	0.65620667	0.042944644	0.0004203753	3.109797e-05	0.002120926	0.00012236541
l	7.128034e-05	0.0008717406	0.0016214034	0.31962708	0.60767996	0.047505137	0.014730713	0.0069033434	9.373806e-05	0.000895573
ì	0.0025173486	8.5406755e-05	0.08901877	0.06537631	0.8097564	0.026991809	0.0027138705	0.0009343648	0.0014659059	0.0011398286
s	5.3009153e-05	0.0007821252	0.00044388568	0.13084717	0.7078711	0.11582371	0.02893545	0.014185388	0.00025656016	0.0008016079
o	0.0002013093	3.559337e-05	0.006435696	0.06830832	0.8153444	0.08477605	0.018980587	0.00038770906	0.0055227233	7.625279e-06
n	0.00010007294	0.0010271352	0.0001763668	0.024156602	0.43143663	0.2765579	0.18053013	0.07614428	0.0008013065	0.00906958
t	0.0029133433	0.00010762221	0.012784611	0.013231626	0.7969565	0.15321343	0.014676069	0.0022708687	0.0034694392	0.00037657784
a	0.0034782279	0.0045845583	0.00050981547	0.009274187	0.79654425	0.167977	0.015575096	0.00069830834	0.0013307857	2.7845359e-05
à	9.260503e-05	0.00080889644	3.352269e-05	0.0023860976	0.105357856	0.51927155	0.22172149	0.14351137	0.0013656091	0.0054510552
l	0.0004179127	0.0007445916	0.00012508646	0.007089852	0.17343672	0.55645657	0.085367166	0.16283244	0.011674277	0.0018554451
a	0.00067663117	0.00013932247	0.00023642788	0.0058847344	0.3853678	0.38170102	0.1879473	0.0060080327	0.03200468	3.3981934e-05
t	0.00013099473	0.001712494	2.1409971e-05	0.00067572604	0.0083962325	0.0926596	0.54513127	0.33152613	0.0035470133	0.01619919
o	0.008348301	0.00084481423	0.0011104068	0.0008104031	0.11981742	0.29382482	0.4003573	0.10263307	0.06734409	0.004909307
ì	0.00035707693	0.0031111808	4.2439067e-05	0.00050456094	0.006336914	0.10789239	0.45549113	0.39547387	0.013423847	0.017366493
c	0.0013793794	0.0021352759	5.1958483e-05	0.00047952772	0.0053068255	0.112710334	0.15335126	0.57180125	0.13988146	0.01290275
h	0.021277688	0.003897641	0.0003010423	0.0041658557	0.015561698	0.2032098	0.20076326	0.11945501	0.35412967	0.07723837
a	0.1040293	0.06915039	0.00031329307	0.013442513	0.02763754	0.13383353	0.20828055	0.028052442	0.41469696	0.00056346983
v	0.00071722415	0.0076441737	0.00012973479	0.00094128115	0.0027893828	0.005022884	0.1218682	0.69317716	0.027661756	0.1400482
à	0.009763688	0.004033872	0.001907408	0.00053838483	0.008408983	0.014052673	0.03898762	0.022650588	0.86711156	0.03254525
l	0.0005637573	0.003817126	2.2791706e-05	0.00084722176	0.0011193673	0.008127289	0.080947354	0.52521986	0.33475903	0.04457618
o	0.0005048376	0.00015573089	1.96728e-05	5.094557e-05	0.0008211553	0.0051044202	0.049802504	0.026834084	0.91466486	0.0020417904
n	0.0031782498	0.03190499	0.00067325303	0.002811539	0.0069943178	0.0038045326	0.019884875	0.30644014	0.07792207	0.54638606
t	0.0039791763	0.0020943594	0.00073372084	0.00015975953	0.001729506	0.0027421839	0.006666034	0.0038013498	0.964063	0.014030892
a	0.012700777	0.022105744	0.0004891505	0.0042456486	0.020814784	0.006046401	0.07889522	0.027666014	0.8215243	0.005512027
</S>	0.008808169	0.036113955	0.0014769747	0.0021991984	0.0059613944	0.0026864023	0.002382615	0.08302392	0.089783534	0.7675639
