 	non	so	cosa	stai	scrivendo	</S>
e	0.5881243	0.39748472	0.0124301715	0.0017460728	2.5904194e-05	0.00018886733
n	0.10611432	0.8330939	0.056664396	0.0022865552	0.0006815256	0.0011593683
e	0.042283036	0.82972264	0.1129089	0.00038857525	0.013591769	0.0011050262
t	0.005410661	0.4253508	0.5649306	0.0030705046	0.0012325299	4.827908e-06
s	0.003990062	0.9647797	0.024567917	0.004124802	0.002487186	5.0244747e-05
è	0.008079156	0.086323135	0.3161703	0.13648193	0.4523509	0.00059459807
r	0.00082343747	0.051461436	0.8241953	0.122650996	0.0005005855	0.00036824011
o	0.09727191	0.29602557	0.5339514	0.06981092	0.00236111	0.0005790562
e	0.0005558225	0.0024749783	0.8015853	0.17755067	0.0011701841	0.016662985
s	0.004943315	0.0027656907	0.6585611	0.25018665	0.029283745	0.054259486
ù	0.13890326	0.12946767	0.09615968	0.46681824	0.09903648	0.06961474
t	0.00019823488	0.000419489	0.04855806	0.86527294	0.0706043	0.014947011
i	0.057728548	0.04276526	0.17360899	0.43795416	0.28268018	0.0052629
s	0.0009037108	0.0010362874	0.0095956065	0.6322272	0.14279841	0.2134389
t	0.062345527	0.08741451	0.0348225	0.61349195	0.10925092	0.09267457
e	0.0032323075	0.0051682703	0.014642175	0.43259475	0.5344581	0.009904411
g	0.00052768504	0.00069461856	0.00086964725	0.056302004	0.56149966	0.3801064
r	0.054044127	0.075704314	0.044831064	0.07486491	0.12243345	0.62812215
à	0.00019611172	0.00021349614	0.0014494814	0.026436571	0.03857096	0.9331334
f	0.0008372937	0.00054668693	0.0003966289	0.0020904385	0.8462704	0.14985844
i	0.002918571	0.003054133	0.007820284	0.02072513	0.91672677	0.048755083
</S>	0.0010668937	0.0014723722	0.00091698294	0.0048253248	0.25877926	0.7329392
