 	se	si	era	vestito	la	figlia	l'	avessi	portata	alla	chiesa	</S>
a	0.92346525	0.07421295	0.001026505	0.00037047866	0.0008023874	9.754052e-05	1.0395862e-05	1.8517582e-06	2.8961497e-06	5.23987e-06	1.4354082e-06	3.0072429e-06
n	0.3650215	0.5257894	0.069755755	0.004956481	0.017083894	0.0029253229	0.001640574	0.010567738	0.0012667596	0.00032949826	0.00028334913	0.00037979236
ì	0.030134682	0.078385755	0.8670015	0.0006821429	0.023006095	0.0005840732	6.928111e-05	1.3554515e-05	0.00011122023	3.6640408e-06	1.4957956e-06	6.478123e-06
c	0.04422842	0.53894347	0.33180434	0.009185853	0.06827601	0.0046949666	0.001484413	0.0008130852	0.0005576804	7.596744e-06	3.4006607e-06	6.79395e-07
h	0.034702282	0.31527606	0.53385377	0.003642464	0.10992137	0.0022816577	0.00010701208	4.1452015e-05	0.00017212068	6.892299e-07	8.640519e-07	2.47675e-07
a	0.0051065283	0.016055163	0.7099229	0.0021977497	0.26091135	0.004380869	0.00046354983	0.00013323652	0.00081978366	8.138695e-06	6.9137815e-07	6.04244e-08
n	0.015802683	0.15320906	0.23611854	0.1949202	0.32331774	0.05411626	0.008242609	0.012486919	0.0016067188	0.00012269925	2.0667088e-05	3.5889585e-05
d	0.019816898	0.011459792	0.772753	0.0051513966	0.18603785	0.004399717	0.00018133917	1.3350515e-05	0.00017727789	8.567649e-06	2.1138604e-07	6.158074e-07
ì	0.0051510436	0.0016465505	0.445869	0.0110629555	0.49728805	0.033467963	0.0036555624	0.0001470542	0.0016554734	5.469954e-05	1.1429352e-06	6.0149523e-07
s	8.209642e-05	0.002329956	0.050953057	0.22851709	0.52539307	0.18039568	0.011323111	0.00059980596	0.0001773067	0.00013129208	7.4090553e-06	9.0088775e-05
o	0.008300336	0.015776549	0.15177433	0.012775709	0.78763187	0.021565301	0.00031582252	7.2571245e-05	0.0017753426	1.1596084e-05	2.2049403e-07	3.2050806e-07
n	3.4635217e-05	0.00022455932	0.0048315595	0.15083967	0.3266239	0.4695195	0.044881918	0.0018657821	0.00044263477	0.00049993786	1.802046e-05	0.00021791081
t	0.015521424	0.043392263	0.020775616	0.025129938	0.7453702	0.13752623	0.0030371335	0.0014599882	0.0076076817	9.703703e-05	7.89142e-06	7.453609e-05
a	0.0008471016	0.0047165058	0.025602939	0.026604861	0.59018993	0.3398902	0.01005314	0.00041282995	0.0016366513	4.0404742e-05	2.1368116e-06	3.3252315e-06
i	1.9510544e-05	8.511905e-05	0.00046556446	0.025010059	0.07268364	0.74251723	0.14690205	0.00906028	0.0012974762	0.0015512437	4.503852e-05	0.00036272794
k	0.0005445569	0.0002908035	0.003633396	0.013897474	0.07689217	0.40121645	0.308249	0.14291126	0.040398933	0.010541737	0.0007487697	0.0006754424
i	0.0025597042	0.025331749	0.0017792083	0.008464164	0.14549915	0.7138334	0.05295211	0.012088743	0.032684885	0.003261554	0.00011178799	0.001433629
a	0.000116105526	0.000113226386	0.00027266072	0.0032240679	0.01137412	0.6055569	0.30480373	0.05928493	0.010352307	0.004592284	0.00015741649	0.00015233616
t	0.0007833873	0.00033144807	0.00028948454	0.000738296	0.0059210234	0.19493207	0.34768754	0.29201055	0.13177618	0.022169517	0.0027047452	0.00065571733
è	0.0024450242	0.00805617	0.0004321422	0.005970613	0.038706765	0.6758956	0.11259472	0.030154541	0.10873368	0.0134131415	0.00038170474	0.0032159197
r	6.7550696e-05	0.000108241555	8.0151825e-05	0.0012131564	0.0019368925	0.3125664	0.40158424	0.2208048	0.046278242	0.013643225	0.0013389651	0.00037822645
a	0.00087833597	0.0031701827	0.00022465721	0.0035358155	0.024972308	0.3686603	0.27260202	0.05844663	0.26026306	0.006397762	0.00080671033	4.2227464e-05
i	7.316664e-05	0.00023390446	0.00012793411	0.0010501763	0.0005698177	0.058636907	0.6631656	0.1376042	0.03455317	0.09661296	0.002653601	0.004718631
n	0.00039372538	0.00021170768	8.311872e-05	8.761096e-05	0.00015965194	0.009342626	0.14538164	0.6717289	0.09625257	0.06599394	0.005683897	0.004680617
ì	0.013080486	0.018424913	0.00063868833	0.024224393	0.03272644	0.17936757	0.11350083	0.10816088	0.4682259	0.026380342	0.0014701472	0.013799363
c	0.00013356983	0.000107788066	5.267197e-05	0.00015094696	0.00011922703	0.0035398612	0.080497615	0.6760146	0.22261259	0.011609802	0.0047220434	0.00043926958
h	0.003121367	0.0041697803	0.0004973402	0.004271266	0.041723184	0.049008008	0.059183393	0.11704028	0.6479894	0.038857415	0.01576248	0.018376138
a	0.004179814	0.0039680023	0.0073337383	0.0073246625	0.0081245005	0.045987602	0.04534623	0.01260535	0.84683263	0.018077305	0.00016720529	5.2991807e-05
p	0.0001781745	0.00068459107	0.00033729547	0.00082046486	0.0008711796	0.0025879191	0.022828791	0.12890615	0.07379411	0.69753385	0.036339242	0.035118315
à	0.006281538	0.007296711	0.00041990413	0.02565128	0.022344925	0.07632535	0.04931267	0.051356345	0.69331384	0.038332302	0.013444912	0.015920172
r	0.00016593338	0.0002911248	0.00012003226	0.00031314584	0.00031152056	0.001206638	0.008485299	0.6045937	0.2598674	0.08375298	0.03701205	0.0038801173
o	0.00071837456	0.0018208838	6.040964e-05	0.0029633376	0.0020296231	0.009464173	0.021064928	0.024033833	0.82312703	0.057133097	0.056689486	0.0008947652
n	0.00037961508	0.0014497694	0.0007361873	0.001035894	0.0018523374	0.0020850296	0.004313645	0.02936204	0.026807947	0.66551465	0.16703874	0.09942419
t	0.0060232677	0.004899673	0.00029262877	0.01446159	0.009862716	0.048450343	0.054184165	0.028780635	0.57544714	0.08524069	0.13802347	0.034333706
a	0.0009784709	0.002879805	0.0058812904	0.0038464176	0.008737466	0.01334303	0.030304251	0.0049286922	0.35213265	0.52607	0.05016232	0.00073559646
s	0.0008478668	0.002011724	0.0009688504	0.0015823811	0.002851837	0.0031187488	0.0022490644	0.017354438	0.008758078	0.2651613	0.38790497	0.30719072
t	0.010391354	0.01070521	0.0004633259	0.0023241302	0.003515529	0.004708126	0.0106089795	0.005411121	0.16736934	0.39674407	0.30227706	0.08548174
i	0.00027075317	0.0009857586	0.0019924536	0.0017871902	0.0053085242	0.004439251	0.0077319387	0.0023499464	0.031257432	0.7142028	0.21776482	0.01190912
