 	non	ha	mangiato	mai	un	rustico	</S>
e	0.8333436	0.1471305	0.017797776	0.001491004	1.9059557e-05	7.021968e-05	0.000147736
n	0.51384586	0.40250245	0.050028197	0.0097653335	0.014214914	0.0057404474	0.0039027503
è	0.018639741	0.35836253	0.5655562	0.00012809123	0.0004057696	0.05686625	4.1302537e-05
c	0.022270154	0.8382648	0.13804737	0.00015590539	0.00018925028	0.0010718057	6.8065145e-07
h	0.009081507	0.29908103	0.63927346	1.17190175e-05	0.00019268354	0.052357588	2.0471716e-06
i	0.020706322	0.5139761	0.44825205	0.001421154	0.0016579487	0.013970139	1.6228036e-05
f	0.0063244016	0.07105263	0.8315727	0.06045708	0.007877889	0.00571724	0.016998166
a	0.051258374	0.04010628	0.5571587	0.0002745016	0.007763377	0.34333408	0.00010464254
m	0.00090373657	0.010254389	0.4802502	0.45033404	0.04211412	0.006346277	0.009797208
è	0.014033491	0.00901334	0.5492178	0.0025052151	0.032468796	0.38496566	0.007795644
n	0.0001482386	0.002584965	0.12920314	0.8124999	0.041199096	0.0044687344	0.009895924
a	0.20184545	0.036698207	0.09508013	0.004778597	0.15705805	0.5028729	0.0016666406
m	0.00010616976	0.0002616559	0.0031612425	0.8109743	0.16600437	0.011165113	0.008327125
à	0.032911032	0.017301058	0.019733125	0.019074602	0.13327888	0.71357894	0.06412238
i	2.9783792e-05	0.00017967356	0.0025835305	0.868038	0.09641944	0.020429736	0.012319865
è	0.00016620812	0.00012128659	0.00048658464	0.21153189	0.72718024	0.035343654	0.025170198
n	4.9142778e-05	6.7092624e-05	0.0007642183	0.52549535	0.23254843	0.20449379	0.036581933
a	0.03268967	0.012795556	0.0052485745	0.0037675428	0.019934004	0.9094668	0.016097877
n	0.00033024867	0.00067755714	0.0034786682	0.55871236	0.12349722	0.12564269	0.18766126
r	0.0044938494	0.0012356059	0.0022992955	0.0016577978	0.036908366	0.89214694	0.061258085
ù	0.002172216	0.0050206236	0.017092964	0.060447045	0.06170891	0.66909707	0.18446124
s	0.0004931016	0.00083858933	0.003942487	0.13509314	0.058455944	0.57363886	0.22753789
t	0.0005217524	0.00032568176	0.0007683264	0.00028216388	0.013030134	0.984315	0.00075694395
i	0.0040545836	0.0009091811	0.0018307276	0.0010470186	0.0020034276	0.986529	0.003626094
k	0.00049001386	0.0014135829	0.007659823	0.02095098	0.00518043	0.12294501	0.84136015
o	0.00084714306	0.0009168046	0.0027747443	6.688785e-05	0.0006479309	0.98954964	0.005196911
</S>	0.0017093726	0.0026223392	0.015603559	0.023157071	0.026873587	0.15283598	0.7771981
