 	la	casa	la	costruisce	il	mastro	</S>
o	0.9523113	0.045330998	0.0022697574	5.2731433e-05	2.0322645e-05	2.7899662e-06	1.2125292e-05
s	0.51411897	0.46242273	0.022929594	0.0003779182	6.508128e-05	3.1488962e-05	5.4151496e-05
p	0.3078672	0.6822169	0.00968447	0.00020622552	1.9119554e-05	3.6056807e-07	5.770146e-06
ì	0.13716128	0.8483655	0.013920949	0.000476956	6.8967005e-05	5.987528e-06	4.300803e-07
t	0.0032820837	0.7326788	0.26151463	0.0023418847	0.00010019775	1.4332646e-05	6.809156e-05
i	0.038901553	0.85087764	0.10961847	0.000554844	3.9072213e-05	4.436915e-06	3.9994566e-06
o	0.00087696494	0.26683465	0.71616936	0.011223278	0.0007412486	0.00022253009	0.003931863
f	0.00082736835	0.029703138	0.9142461	0.047755186	0.0045354683	0.0008701403	0.0020625596
a	0.01581109	0.3975461	0.5352895	0.0420098	0.0027647824	0.00029699373	0.006281823
b	0.0001577507	0.006569988	0.74984956	0.23009135	0.012280661	0.00029753384	0.00075321115
b	0.009303043	0.09317377	0.61122775	0.25033668	0.016114652	0.0009526823	0.018891275
r	0.0022942708	0.041882727	0.8156439	0.098844334	0.041038856	0.00020261983	9.322072e-05
i	0.015262017	0.06500675	0.7867468	0.12167692	0.010137292	0.0008431529	0.00032701675
k	2.3686029e-05	0.00020975266	0.05611306	0.84320474	0.08657759	0.004568873	0.009302314
è	0.001100118	0.0065155164	0.16036955	0.7539637	0.07347177	0.0006796421	0.003899612
i	7.241019e-05	0.00032421606	0.0148617895	0.837107	0.13762286	0.005360328	0.0046513258
o	0.012422492	0.0021606765	0.008113092	0.4338343	0.46332225	0.046510015	0.0336371
m	0.04154774	0.008655214	0.025445506	0.50115544	0.33154097	0.0795378	0.012117361
à	0.0050028022	0.00410239	0.009273094	0.21697868	0.7403721	0.005170366	0.019100416
s	0.00042398728	0.00087387685	0.0007210413	0.092099935	0.84297186	0.04727192	0.015637394
c	0.0038779385	0.0025127602	0.01975804	0.22404128	0.733962	0.013436049	0.0024119772
i	0.20849217	0.029069211	0.5034507	0.08644242	0.019900037	0.005701781	0.14694373
a	0.0011672722	0.0016157111	0.0023758612	0.010723811	0.2896031	0.42846295	0.26605132
</S>	0.117323436	0.013104503	0.0038344788	0.004128382	0.06669413	0.5360992	0.2588159
