 	non	mi	aspetti	che	non	vengo	</S>
m	0.07897513	0.91902536	0.0012485799	0.0006446733	1.0557231e-05	4.8554044e-05	4.725087e-05
ì	0.012377131	0.0016025478	0.8971245	0.0013821651	0.00023870834	0.08718566	8.9167654e-05
m	0.02036482	0.95174164	0.020172037	0.006932862	0.00039816496	0.00011688103	0.00027371038
e	0.028939467	0.0005308567	0.8425959	0.027385557	0.00060009817	0.09994166	6.5451013e-06
m	0.0032172122	0.8230473	0.10085028	0.06106991	0.009461604	0.00097285456	0.0013809043
ì	0.029308915	0.0047687134	0.7561632	0.020295516	0.0006221173	0.18830128	0.00054029794
n	0.00043280463	0.08450319	0.45369306	0.43612182	0.017874872	0.0013948233	0.0059793093
i	0.5813228	0.0035668067	0.20842654	0.06263769	0.004821174	0.13906993	0.00015493589
k	0.0008584202	0.0075453613	0.0073687774	0.7054536	0.2599271	0.012082489	0.0067642014
a	0.14356044	0.002618403	0.045997083	0.10214465	0.022013191	0.6611454	0.022520805
e	0.00048511606	0.0036737865	0.0048526735	0.60766727	0.33526024	0.03432838	0.013732534
n	0.002614197	0.00029353032	0.0005326565	0.014732457	0.9272466	0.04995872	0.004621817
è	0.017245302	0.0013122641	0.001364218	0.0027581821	0.0062021646	0.92741215	0.043705672
r	0.0016519388	0.00045872154	0.00093410275	0.13512248	0.7606818	0.09271337	0.008437535
k	0.012200986	0.0031415108	0.00079244265	0.029620487	0.04310569	0.9081871	0.0029517855
o	0.01754539	0.00038951114	0.014743388	0.025792167	0.008977719	0.93185747	0.0006943602
m	0.0019570335	0.0018283899	0.00085930765	0.01171154	0.08647411	0.63658434	0.26058525
e	0.024891557	0.0041039763	0.00022497373	0.009213773	0.011360317	0.9227429	0.027462473
</S>	0.0014964286	0.0010155685	0.00093376887	0.003916534	0.024014035	0.8196141	0.14900957
