 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.5589828	0.4347869	0.0060017635	6.3891486e-05	3.512777e-05	6.6446164e-06	9.550166e-05	2.2990725e-06	2.5105188e-05
a	0.0411465	0.95782596	0.00092718913	6.2421404e-06	1.8548197e-05	2.9847171e-05	5.655019e-06	2.8480259e-05	1.1632008e-05
p	0.054880492	0.9177184	0.026104523	0.0007541408	0.00043045482	6.116699e-05	3.2388376e-05	3.2995272e-06	1.51094855e-05
e	0.0069567272	0.9895531	0.0033769703	3.0977015e-05	2.5871308e-05	3.1375e-05	1.0036567e-05	5.4120296e-06	9.508595e-06
d	0.006938086	0.9655825	0.024238225	0.0019506713	0.0011703694	9.771302e-05	1.328582e-05	7.5503135e-06	1.6112857e-06
ì	0.016708123	0.95284814	0.029707259	0.00017442752	0.00016459341	0.00018470401	6.488669e-05	2.1163547e-05	0.00012671671
a	0.0022907297	0.9159665	0.07148601	0.006240659	0.0036287236	0.00014404912	0.00022980137	6.5305685e-06	7.0167616e-06
m	0.00094906165	0.27033842	0.45123872	0.115840405	0.094199285	0.0629997	0.0032472566	0.00078249554	0.00040458245
i	0.074826896	0.5034804	0.4148541	0.0017540046	0.0030115522	0.0015155316	0.00019048994	0.00023623915	0.00013072943
n	4.3949993e-05	0.004957082	0.7989366	0.12176669	0.06743722	0.0017693961	0.004262551	3.7309197e-05	0.00078911707
c	0.054182775	0.107268885	0.78646076	0.01725139	0.018409923	0.012018793	0.0016551099	0.00060253154	0.0021498364
i	0.05639769	0.8970833	0.011356282	0.00992343	0.019083064	0.0026386273	0.0026586226	0.00042517175	0.0004337407
à	9.905543e-05	0.00067508046	0.09166256	0.35454026	0.51638365	0.030246463	0.004783216	0.0015098389	9.988491e-05
e	0.00021796326	0.0055347076	0.1377174	0.26294687	0.37122142	0.19401665	0.006073168	0.0220018	0.0002699998
n	0.0010162283	0.0013181232	0.008150368	0.12506816	0.31007004	0.5380695	0.009284239	0.0052167596	0.001806591
i	0.2790681	0.05784419	0.10399076	0.024985544	0.116629906	0.2670006	0.05712806	0.039503347	0.05384954
n	0.00013576447	0.00015564049	0.0012831766	0.08659832	0.74539095	0.11693728	0.04095928	0.008090629	0.00044901363
d	0.0019559779	0.0020444237	0.32068446	0.065534525	0.38051403	0.11620039	0.07580202	0.02240996	0.014854199
ì	0.002810125	0.01139319	0.026929747	0.012499119	0.09056491	0.019047633	0.71118134	0.12103066	0.004543255
n	0.00028350364	0.0005526392	0.0010053852	0.031971086	0.2647246	0.41792333	0.16362959	0.10662585	0.013283992
n	0.0064988933	0.00094586296	0.06002712	0.010835275	0.19912349	0.48620856	0.029005896	0.19879673	0.008558172
u	0.28499657	0.12672138	0.14351542	0.008476923	0.1381822	0.02089157	0.059316278	0.21583289	0.0020667028
t	4.6297515e-05	0.00010062177	0.0008082885	0.015075346	0.032131553	0.049131624	0.7993355	0.062345218	0.041025445
t	0.0070535657	0.0028317415	0.1481143	0.031600274	0.11499732	0.15815812	0.19973306	0.3047167	0.032794937
e	0.0028463458	0.0077528735	0.0082792835	0.027509058	0.057785265	0.009472075	0.48216245	0.39444667	0.009746011
m	0.00018169952	0.0015014134	0.0017450874	0.015973853	0.011870793	0.040472224	0.42686936	0.18907551	0.31231013
a	0.0052971602	0.004275042	0.01781147	0.014622941	0.018360471	0.036603052	0.53059405	0.12963216	0.24280363
n	0.00019373983	0.0022608293	0.0021187859	0.007737018	0.0066927476	0.024370661	0.1580398	0.5910406	0.20754582
i	0.024541652	0.017023629	0.043191876	0.08317512	0.02558403	0.004808733	0.012190276	0.24766213	0.54182255
c	0.0024282513	0.005228816	0.004470687	0.011484481	0.008678281	0.05600272	0.007879037	0.66751546	0.23631227
h	0.0071304915	0.0106928	0.014866238	0.057337284	0.015477099	0.0012807074	0.0075692255	0.33885828	0.54678786
ò	0.0008485668	0.0069496525	0.004931069	0.041739322	0.02275197	0.004374144	0.074573755	0.46999696	0.37383458
t	0.002598494	0.0075974376	0.004376687	0.006111822	0.00400324	0.017696237	0.0018312022	0.32253975	0.6332451
t	0.00079250033	0.0003722701	0.004914746	0.0037442173	0.0056558833	0.0030160295	0.0017183514	0.9708057	0.008980365
o	0.021863911	0.012659853	0.014445623	0.012404262	0.016596196	0.0074121663	0.0027964956	0.47215217	0.43966928
</S>	0.0005030368	0.0066207843	0.0015396376	0.0026666562	0.0009360495	0.00085089076	0.0010216933	0.010853753	0.97500753
