 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.969493	0.025967738	0.0040989183	0.0002884916	7.756586e-05	4.440008e-05	4.0141194e-06	2.586472e-05
n	0.56621957	0.4246578	0.008549195	0.0003731351	0.00010877392	4.455422e-05	1.4234003e-05	3.2814773e-05
a	0.016274799	0.97302103	0.002477843	0.0001026841	0.00021439037	0.000158022	0.0073573454	0.0003938725
v	0.11667888	0.8776298	0.005580922	6.133987e-05	3.4354383e-05	6.124205e-06	2.252709e-06	6.296466e-06
o	0.010646729	0.9820502	0.0068857595	5.184757e-05	4.2107822e-05	7.4775544e-06	0.0003126743	3.1774632e-06
r	0.1024989	0.8687246	0.027524674	0.0005331384	0.00060661003	9.926123e-05	9.775677e-06	3.1055765e-06
à	0.033008456	0.6189579	0.30559188	0.025285855	0.008776533	0.0032337338	0.0023198116	0.0028258397
s	0.024451543	0.12631503	0.6860262	0.08548639	0.06087649	0.014241613	0.00032010442	0.0022825662
o	0.017121417	0.11944927	0.8539538	0.0008173505	0.006230439	0.0005888598	0.001648513	0.00019036236
o	0.0014615228	0.011660562	0.86648166	0.076811634	0.03606744	0.0047071613	6.644184e-05	0.0027435324
t	0.002049565	0.003638792	0.2750363	0.20788632	0.37692958	0.11930006	0.0027652022	0.012394166
s	0.052847	0.012574849	0.5624606	0.17427741	0.15276554	0.01613248	0.023451196	0.0054909126
o	0.013133208	0.03126086	0.8533034	0.03560918	0.061093006	0.004135248	0.001434887	3.0268806e-05
m	0.00013093492	0.00014028749	0.036341626	0.4610925	0.45090517	0.046586037	0.0006159455	0.0041874587
ì	0.01455128	0.001498785	0.20062786	0.2845947	0.43092948	0.03865942	0.02254061	0.006597891
k	3.709165e-05	0.0001864407	0.016734658	0.37517655	0.54649055	0.056182183	0.0006779358	0.0045146523
u	0.009758067	0.000979744	0.014571359	0.017773341	0.7342043	0.07662658	0.14217828	0.003908339
à	0.0003239159	0.00010581904	0.0019032821	0.29005656	0.38326108	0.2950523	0.015357579	0.013939448
i	0.00066901866	0.00021141669	0.000312622	0.18359776	0.18345146	0.20041046	0.41148767	0.019859625
k	0.005035709	0.00031023746	0.00029274647	0.04102204	0.20605049	0.31845516	0.3260881	0.10274551
u	0.005950501	0.0002625692	0.0043467777	0.0039368803	0.1336986	0.021350844	0.81620985	0.014243995
à	0.00069349544	0.00033868494	0.001683708	0.020731602	0.04756927	0.4155559	0.45156816	0.061859194
i	0.00024741076	7.705175e-05	1.8455194e-05	0.0008908677	0.0010670591	0.011772533	0.9693903	0.016536286
m	0.0047088955	0.00041744547	8.3549545e-05	0.0011868258	0.003953231	0.060906205	0.7864362	0.14230762
è	0.003840663	0.0001132826	0.000592579	0.0033198586	0.010725234	0.008335687	0.9498665	0.023206173
r	4.569695e-05	7.649931e-05	0.0002915397	0.0013343326	0.0013267775	0.017559325	0.9384798	0.04088603
i	0.0014307251	0.00060871406	3.7410657e-05	0.00081917323	0.0018342969	0.005196024	0.98146194	0.008611717
</S>	0.00085809623	0.0010947317	0.0022584163	0.0021794878	0.0020938031	0.0060166395	0.23011908	0.75537974
