 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.99000204	0.0096799685	0.00026858354	2.2646796e-05	4.107104e-06	1.4378372e-05	1.1125117e-06	7.1565464e-06
u	0.59050524	0.34923074	0.060052354	7.0699025e-05	0.00013374569	3.90441e-06	1.6970088e-06	1.5506383e-06
à	0.7810803	0.21611334	0.0022906803	0.00024752706	0.0002475261	8.601035e-06	2.175516e-06	9.847312e-06
i	0.039116308	0.9518462	0.00752632	0.0010470412	0.00037083717	7.867892e-05	1.810579e-06	1.2818282e-05
m	0.0027149175	0.76527655	0.2027944	0.0072354525	0.021421053	0.00037280985	3.0361387e-05	0.00015451168
è	0.19744717	0.51857936	0.28136113	0.00046037638	0.002137595	5.763019e-06	2.996286e-06	5.601922e-06
r	0.0006514001	0.9583304	0.036764614	0.0035864802	0.00052396435	0.00011750647	3.10401e-06	2.248085e-05
i	0.14387546	0.6644342	0.1606873	0.024958747	0.0059469957	8.9876674e-05	3.9964652e-07	6.9646944e-06
n	0.000809483	0.3159112	0.4669751	0.14339036	0.0463982	0.012629971	0.00094953517	0.012936272
g	0.057548173	0.13038369	0.7859409	0.016026251	0.009768477	0.00012995223	1.399421e-05	0.0001885721
h	0.023029756	0.047023878	0.9243238	0.0023839532	0.0029196606	6.0061877e-05	0.00013252428	0.00012634248
ì	0.02611063	0.22355033	0.7182917	0.02354404	0.00771281	0.0007887781	5.7591484e-07	1.0561768e-06
z	0.0001623202	0.014029376	0.55726004	0.20772465	0.17966145	0.03856269	0.0003779291	0.0022215813
i	0.0105093485	0.02007883	0.8537789	0.034810513	0.07953428	0.0010807489	4.4162766e-06	0.00020301984
n	6.9687776e-05	0.0037440904	0.34344244	0.43278012	0.15269662	0.057586506	0.0016351612	0.008045457
a	0.027587285	0.017785389	0.45163178	0.29606733	0.1993591	0.005009044	0.00011248078	0.0024476177
v	7.7106684e-05	0.0028568127	0.084720805	0.23719856	0.57657355	0.09571577	0.0009334102	0.0019239207
o	0.17155927	0.039631426	0.15251216	0.07110791	0.5143218	0.015873872	0.0016618866	0.033331636
r	6.830674e-05	0.0008886426	0.0066805575	0.09622388	0.87866336	0.017196577	0.00012648407	0.00015216872
à	0.0005435026	0.0015322216	0.02912829	0.13269717	0.28794634	0.47462484	0.020424811	0.05310279
s	9.335384e-05	0.0015154349	0.0016647733	0.03626483	0.6097432	0.33255893	0.0076555037	0.010503976
o	0.0006943242	0.00031257185	0.024611052	0.043713856	0.7406334	0.18847664	6.622667e-05	0.001492019
m	8.758631e-05	0.004085408	0.002078169	0.029065339	0.108630285	0.7915821	0.02925334	0.035217766
e	0.0009822906	0.00017602206	0.006390912	0.05468005	0.4894739	0.44547412	0.0010767886	0.0017457822
o	0.00013332715	0.0035595351	0.00108174	0.0068950634	0.025512885	0.8495766	0.06888233	0.044358604
t	0.005682829	0.013959593	0.0015516939	0.0030761377	0.04982887	0.6119369	0.16335316	0.15061082
s	0.0022077959	0.00022282002	0.0005864877	0.014121857	0.017392691	0.9036997	0.029510112	0.032258514
o	0.00038409722	0.0022898228	0.00072744366	0.004566007	0.0009930514	0.97090226	0.013421143	0.006716154
m	0.001454523	0.0212813	0.0027104171	0.001899379	0.0019358234	0.13786729	0.62203425	0.21081713
ì	0.008192361	0.00082736945	0.0004515856	0.00610293	0.0008993657	0.6557521	0.18479288	0.14298138
</S>	0.00027643135	0.008290996	0.0018465165	0.0009377331	0.0005464772	0.047490697	0.81228644	0.12832475
