 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
i	0.99992204	7.225765e-05	4.053482e-06	4.7010246e-07	3.7044987e-07	1.3584062e-07	4.3264978e-07	3.3067025e-08	2.154324e-08	1.5979925e-08	2.0867525e-08	3.7601723e-08	9.843556e-09	1.526034e-08
p	0.92966264	0.013276243	0.056525905	0.00033156958	3.310176e-05	2.5673493e-05	1.7193928e-05	1.4594119e-05	2.2675431e-05	6.4802814e-05	9.316031e-06	5.4323136e-06	5.7906586e-06	5.140269e-06
à	0.8838238	0.07193201	0.043364424	0.00084737624	1.4612083e-05	9.004403e-07	3.8296293e-06	5.667257e-06	1.4051317e-06	4.0098186e-07	2.7615738e-06	9.573342e-07	2.6285974e-07	1.5044171e-06
o	0.8478008	0.06871205	0.08148475	0.0017608309	8.5530366e-05	4.9844384e-05	1.2675679e-05	1.2942127e-05	2.6788846e-05	4.695616e-05	4.9848923e-06	1.0149989e-06	4.798944e-07	4.445643e-07
v	0.08334847	0.2185665	0.6626473	0.03334534	0.00035347554	0.00065920886	9.3207214e-05	0.00019369517	0.00032068687	0.00033539126	9.007233e-05	2.6141195e-05	1.3563141e-05	6.8892414e-06
r	0.12513514	0.529956	0.31734893	0.018805321	0.0032414051	0.0006272172	0.0008346892	0.0012936416	0.0007371412	0.00029078347	0.0014698791	7.724164e-05	7.759233e-05	0.00010501227
ì	0.054972123	0.87642664	0.065863274	0.0023490395	0.0002744325	3.530805e-05	6.80972e-05	4.668347e-06	1.8620244e-06	9.1244556e-07	1.0897738e-06	9.182873e-07	3.9560376e-07	1.3132851e-06
s	0.0012035576	0.39917684	0.56818247	0.02441996	0.004702644	0.0011833523	0.0008017407	0.0001000592	7.734291e-05	9.066342e-05	2.465243e-05	1.628261e-05	7.8261394e-07	1.9607527e-05
k	0.0009122389	0.8774	0.08875643	0.030608822	0.0012387916	0.0003964834	0.00036633402	0.00012477515	9.489904e-05	3.3499804e-05	5.8984486e-05	1.910873e-06	6.301805e-07	6.205445e-06
o	0.0022386445	0.21183302	0.7833851	0.0025397413	2.0913847e-06	5.5694966e-07	1.8091443e-07	2.7658731e-07	1.2882994e-07	6.900901e-08	5.5581495e-08	2.2656495e-08	5.6991674e-08	2.5418734e-08
