 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.56840485	0.4279903	0.0033675297	0.00014969446	5.391784e-06	8.323694e-06	9.874229e-06	6.400127e-05
p	0.050758	0.9460207	0.0022771512	0.00028834463	0.00049806974	0.000111240355	1.6082235e-05	3.0518397e-05
e	0.033364248	0.95782727	0.007849094	0.0005761533	5.396252e-05	1.7812753e-06	0.00032170527	5.7577313e-06
t	0.012416869	0.9592063	0.023987224	0.0040906854	0.000119382195	0.00017317342	4.749046e-06	1.6929146e-06
à	0.005058399	0.9897426	0.0039789593	0.0002120681	6.0208196e-05	8.304631e-06	0.00091674906	2.2752702e-05
c	0.0021898414	0.8281306	0.15112573	0.018172508	8.4859654e-05	0.00021500934	1.1106511e-05	7.028092e-05
i	0.10027045	0.8821448	0.012402943	0.0022633227	0.0015585786	2.540538e-05	0.0013276178	6.826688e-06
a	0.0007596731	0.030461814	0.7607885	0.18158999	0.009228448	0.015701316	0.00020996889	0.0012603073
k	0.00025498332	0.037490778	0.34841958	0.32647184	0.107909575	0.17708695	0.00054183387	0.0018244539
è	0.054785255	0.12352625	0.55365413	0.19276462	0.018036576	0.0040028715	0.038546488	0.01468384
c	3.550411e-05	0.007004164	0.51736176	0.45348868	0.008348906	0.012268301	0.0009813199	0.00051136035
c	0.50721353	0.10961902	0.060119495	0.1268069	0.15778784	0.004501115	0.032609615	0.0013424858
i	0.37807763	0.38483366	0.10010907	0.12045164	0.005312573	0.0002819298	0.010599076	0.0003344041
a	5.9118396e-05	0.0001298958	0.05314131	0.68693554	0.0964451	0.15352237	0.0046630334	0.0051036933
a	0.00011398528	0.00081983436	0.011075546	0.21442258	0.28051502	0.48941594	0.0018655241	0.0017715819
n	0.00023048556	0.00075393915	0.00436972	0.15372437	0.41639456	0.41778317	0.005527933	0.001215776
d	0.09413725	0.01470524	0.0678247	0.19516963	0.16642442	0.047224812	0.32281137	0.09170256
ì	0.00084091886	0.0056640413	0.018639635	0.060337894	0.0073967483	0.01358078	0.8884314	0.005108638
n	0.00016841794	0.00063661486	0.0015206293	0.037594344	0.27551264	0.6019703	0.063302904	0.0192941
n	0.019381072	0.002370608	0.031318285	0.13425864	0.20743105	0.07474479	0.52783424	0.0026613583
u	0.16705714	0.064494744	0.21378256	0.2608618	0.007534535	0.012356297	0.27128246	0.0026304508
n	6.918338e-05	0.00020106274	0.0010592627	0.007863207	0.06037861	0.67961955	0.10704879	0.14376031
e	0.0034188223	0.001550339	0.023219518	0.041408688	0.020241719	0.016624812	0.8910634	0.0024726773
i	0.00016543039	0.00069414853	0.0008062423	0.0030494398	0.0714543	0.46056458	0.35896468	0.10430122
g	0.0011899015	0.0026173491	0.0002480695	0.0007658788	0.23550412	0.6140699	0.1174038	0.028201025
e	0.0065373085	0.004515272	0.0144684445	0.019387996	0.0013029712	0.0027114018	0.92494875	0.026127797
n	0.0028320185	0.0060259216	0.0029246863	0.008872453	0.1785366	0.35647783	0.33492434	0.109406106
i	0.0007551582	0.0017010354	0.0045080543	0.009668662	0.002038898	0.0065496354	0.93561155	0.039167028
t	0.0033133046	0.010399376	0.0027591393	0.004653664	0.08351703	0.12667057	0.39765078	0.3710361
ò	0.00057251833	0.001332893	0.0037034568	0.004954785	0.0023002382	0.003413221	0.89849085	0.085232005
r	0.00015841547	0.00256806	0.00091414014	0.0011622775	0.005830715	0.01764085	0.564042	0.40768358
i	0.00016715094	0.00018460909	0.0007016225	0.0016779123	0.0007791016	0.0006305682	0.9954803	0.00037874846
</S>	0.0001994989	0.0018114648	0.0013193764	0.0017666459	0.0032394922	0.010121874	0.09049809	0.89104354
