 	avete	cucinato	le	verdure	</S>
è	0.99390596	0.0059409253	4.3304823e-05	1.2183751e-05	9.768223e-05
c	0.97575253	0.023929385	3.6395264e-05	0.00024559625	3.6145975e-05
h	0.28030646	0.5809608	0.02133825	0.11708057	0.00031403342
e	0.22426054	0.7395303	0.00945972	0.026748404	1.0839148e-06
t	0.07851153	0.8885328	0.003546474	0.016951792	0.012457364
e	0.037683766	0.8510065	0.034022003	0.076459005	0.00082869467
m	0.0023569455	0.9636934	0.018044798	0.007932699	0.007972227
a	0.036035098	0.8959766	0.032193247	0.032208003	0.0035870792
r	0.0016816531	0.7992668	0.14821564	0.026323585	0.024512308
à	0.02398886	0.09332489	0.46371633	0.22562914	0.19334075
t	0.0010223208	0.042062	0.7076421	0.1857377	0.06353589
a	0.019807704	0.059845842	0.42321593	0.474494	0.022636443
t	0.0018219125	0.0051708035	0.4323534	0.2631982	0.29745573
a	0.046048045	0.053776786	0.1513628	0.66611516	0.08269718
l	0.001548784	0.002279185	0.34293288	0.44984606	0.20339304
à	0.037104543	0.013007945	0.032913692	0.5924612	0.32451257
c	0.0009434953	0.0009228429	0.13004737	0.75974435	0.1083419
h	0.0023849728	0.0005985583	0.0041485108	0.7376192	0.25524876
a	0.007834638	0.0025012807	0.14927557	0.83830893	0.0020795085
n	0.013101385	0.009961554	0.010181789	0.16368477	0.80307055
a	0.046790008	0.0065378924	0.030739937	0.6867304	0.22920175
</S>	0.021909056	0.012954673	0.025225312	0.52206635	0.41784456
