 	sul	muro	vuole	uno	specchio	</S>
s	0.9999385	4.6733923e-05	1.3758866e-05	6.36279e-08	4.5799638e-07	5.120426e-07
t	0.9713064	0.016288448	0.00081991224	6.383847e-05	0.011520817	6.231388e-07
o	0.9740698	0.01485631	0.003476924	0.0011670596	0.0064285416	1.3454215e-06
t	0.26989505	0.7164855	0.011205254	0.00017374445	0.0019270157	0.00031342136
ì	0.010001092	0.07107704	0.010809279	0.0004983959	0.90743613	0.00017800585
c	0.03801882	0.9451177	0.016569102	1.9438798e-05	0.00020109183	7.371929e-05
h	0.024628261	0.7292685	0.05385785	0.014591046	0.17764035	1.3974392e-05
o	0.0410148	0.9214177	0.017374555	0.0013680195	0.01882416	7.219327e-07
t	0.0012451546	0.56126845	0.40590438	0.0017930253	0.017340306	0.012448624
è	0.0017662973	0.034276847	0.31530085	0.0025685849	0.64566773	0.00041962118
l	0.00029393946	0.108508535	0.8799258	0.005837687	0.0030479117	0.0023861958
i	7.8366174e-05	0.0053687566	0.9606544	0.0018140596	0.032033388	5.105092e-05
o	0.0015234838	0.0032233607	0.75391996	0.04485064	0.056241628	0.1402409
j	0.003925505	0.006420531	0.17000924	0.16965885	0.5462479	0.10373796
a	0.001438563	0.01069652	0.85542053	0.013361352	0.09705607	0.022026923
l	0.0011749535	0.0009506923	0.14681526	0.7724358	0.04713093	0.031492364
ì	0.006882996	0.0017089762	0.06710448	0.13251957	0.6214362	0.17034774
</S>	0.0017312511	0.00012647569	0.01126849	0.856714	0.0792351	0.05092458
