 	il	morto	vuole	pianto	</S>
t	0.98187584	0.017789582	0.00018457795	2.9490253e-05	0.00012053045
o	0.7456796	0.25283206	0.0013958277	6.895672e-05	2.3465258e-05
n	0.21784982	0.7804847	0.0014117326	3.593598e-05	0.00021793084
a	0.1446606	0.8534236	0.0018410451	1.2063232e-05	6.266908e-05
p	0.014360916	0.9634032	0.021429928	0.00023714376	0.0005688151
e	0.121071	0.75085425	0.12575383	0.0006610668	0.0016598436
s	0.0016309067	0.9642211	0.032917682	0.00029514616	0.00093501864
a	0.004337256	0.8619694	0.12958254	0.00080753776	0.0033031872
m	0.0002030814	0.6804206	0.28144073	0.009468287	0.028467283
m	0.003700478	0.7689306	0.22051588	0.000987244	0.0058658575
è	0.00026960426	0.4084516	0.5909816	0.00028462772	1.2575369e-05
n	7.633111e-05	0.0984532	0.5019432	0.16265583	0.23687145
o	0.0059710634	0.67516345	0.3187875	5.2410905e-05	2.5631858e-05
t	0.0005036601	0.0042764675	0.54597414	0.24277039	0.20647533
è	0.0042646346	0.012494351	0.9601452	0.005362079	0.017733797
l	0.00011391897	0.0029447046	0.4393539	0.40417522	0.15341224
i	0.0050158408	0.004548584	0.98065853	0.005875083	0.003901895
g	0.00031358065	0.00052878476	0.011099957	0.645557	0.34250063
l	0.32560018	0.062262367	0.21633564	0.07997835	0.3158235
e	0.0022809475	0.004784919	0.13929696	0.82861954	0.025017608
m	0.0021097173	0.0007763171	0.0029797698	0.6815238	0.3126104
m	0.065544866	0.009569353	0.16366318	0.3640729	0.39714968
è	0.003463988	0.005380637	0.037812173	0.89159244	0.061750762
n	0.0006241513	0.0009781882	0.0010086378	0.3905667	0.6068224
o	0.2501839	0.060612492	0.19909014	0.07579845	0.41431502
</S>	0.0014815553	0.0013478809	0.0045346487	0.1233585	0.8692774
